Name_val,@SOURCE_FILENAME,@RECORDID,@ROWID,Remarks_val,@PARENTROWID,@PARENT
"Test and Evaluation","","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2017.xml","b8b94dcd0c9c32fdd40b929282879d868e6b1a542259761e91717c1345556558","2-80a012c1d903efadd082a7cdb422a43f941a2ce7f4fc8ad328a669bbe07166de","","0-6761df6f2b8d34f9d718efc035de52f5819662e8af8e8ee57222b77f8306e04a","root.record.ProjectList.Project"
"Management Services","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2017.xml","b8b94dcd0c9c32fdd40b929282879d868e6b1a542259761e91717c1345556558","3-0f37b6a0b0706181fc04105ce2ca8849525b824c4b90e515a4f6bb1330d4c37d","","0-6761df6f2b8d34f9d718efc035de52f5819662e8af8e8ee57222b77f8306e04a","root.record.ProjectList.Project"
"Product Development","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2017.xml","b8b94dcd0c9c32fdd40b929282879d868e6b1a542259761e91717c1345556558","0-582c2cdee367e8f5e0e5fb17a0de560397887713c16f494420c77e76d3f56eb8","","1-969ed243fb33ccfa5a44c6939d0131980fb17f5a79e2e2d61600003a245251bf","root.record.ProjectList.Project"
"Support","","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2017.xml","b8b94dcd0c9c32fdd40b929282879d868e6b1a542259761e91717c1345556558","1-5d93bd50fec027097f3911b8b77f975560c8feeec9eb2c92e2ddf2afd6475326","","1-969ed243fb33ccfa5a44c6939d0131980fb17f5a79e2e2d61600003a245251bf","root.record.ProjectList.Project"
"Test and Evaluation","","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2017.xml","b8b94dcd0c9c32fdd40b929282879d868e6b1a542259761e91717c1345556558","2-53523a304f7f04e40ce1377b0a00fff2ab52700b3cfd671a5fa14f3dcbfb6d6e","","1-969ed243fb33ccfa5a44c6939d0131980fb17f5a79e2e2d61600003a245251bf","root.record.ProjectList.Project"
"Management Services","","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2017.xml","b8b94dcd0c9c32fdd40b929282879d868e6b1a542259761e91717c1345556558","3-80beadefa35810e565c397117b97d2f26dc736449b898bfc88fb26fba3b05663","","1-969ed243fb33ccfa5a44c6939d0131980fb17f5a79e2e2d61600003a245251bf","root.record.ProjectList.Project"
"Product Development","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2017.xml","b8b94dcd0c9c32fdd40b929282879d868e6b1a542259761e91717c1345556558","0-9df4688c19def9f02a3d1df30ca27ff799797014f5b25807fe9b4377529d4372","Plan to fund ADS-B Out FY17 requirements with FY16 and FY17 budget. Plan to fund both FY16 and FY17 High Cycle Fatigue Research requirements with FY16 budget.","2-41cc5bf18852f6ea6cec73802a162d8c630c298be324b1018a1c4521bedd71cf","root.record.ProjectList.Project"
"Support","","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2017.xml","b8b94dcd0c9c32fdd40b929282879d868e6b1a542259761e91717c1345556558","1-767d56505925230c179d5e5235103686c9f1e5a62f5866de57bd76f32e4c16cd","","2-41cc5bf18852f6ea6cec73802a162d8c630c298be324b1018a1c4521bedd71cf","root.record.ProjectList.Project"
"Test and Evaluation","","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2017.xml","b8b94dcd0c9c32fdd40b929282879d868e6b1a542259761e91717c1345556558","2-579a878d88da2528cc2c50ea6ace32b3ff57061e1ddcd205149a78a533bb70c5","","2-41cc5bf18852f6ea6cec73802a162d8c630c298be324b1018a1c4521bedd71cf","root.record.ProjectList.Project"
"Management Services","","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2017.xml","b8b94dcd0c9c32fdd40b929282879d868e6b1a542259761e91717c1345556558","3-8400e5286c74e4cfca50d78de25a852b708ed39d4eaffdc0069f2bd1e22227fa","","2-41cc5bf18852f6ea6cec73802a162d8c630c298be324b1018a1c4521bedd71cf","root.record.ProjectList.Project"
"Product Development","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2017.xml","b8b94dcd0c9c32fdd40b929282879d868e6b1a542259761e91717c1345556558","0-0f8745f7967d164f0f5cf7d0bec6ee891763d4ec151c239305fe8bd64f7da450","","3-3bf3cad8815717b236dc39f392a240584f83e00d0b99f1b2791e9bef0162a4a3","root.record.ProjectList.Project"
"Support","","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2017.xml","b8b94dcd0c9c32fdd40b929282879d868e6b1a542259761e91717c1345556558","1-eebbc2a330a90f58cb076e928afb2ba756570588df9ed23ce5dee16f788f8da8","","3-3bf3cad8815717b236dc39f392a240584f83e00d0b99f1b2791e9bef0162a4a3","root.record.ProjectList.Project"
"Test and Evaluation","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2017.xml","b8b94dcd0c9c32fdd40b929282879d868e6b1a542259761e91717c1345556558","2-e6cd6e1fce3946b3dbd6eba7dbaf7ab5968fbd9ee5b89bd299152996818d97bc","","3-3bf3cad8815717b236dc39f392a240584f83e00d0b99f1b2791e9bef0162a4a3","root.record.ProjectList.Project"
"Management Services","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2017.xml","b8b94dcd0c9c32fdd40b929282879d868e6b1a542259761e91717c1345556558","3-3726cca640047a6c97d69505a92a239864a5da6bf25727200dc9b1cca11c2c4c","","3-3bf3cad8815717b236dc39f392a240584f83e00d0b99f1b2791e9bef0162a4a3","root.record.ProjectList.Project"
"Product Development","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2017.xml","82afc4450daf83888219756a08ad6fdb088ee24b65034d949732f31009b80930","0-8296771895fc1b44a3294dacec645b25e1696562e6556d3cfd6e43a5499b8b6c","","0-35c694480b0b7f0bf720f5bb0b4177f63dc918c5021f4a7454251558c618e885","root.record.ProjectList.Project"
"Support","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2017.xml","82afc4450daf83888219756a08ad6fdb088ee24b65034d949732f31009b80930","1-6dd688d6ca964cd2a0a0317488444ff7280053c7b31bc0b51f361121931f3c80","","0-35c694480b0b7f0bf720f5bb0b4177f63dc918c5021f4a7454251558c618e885","root.record.ProjectList.Project"
"Test and Evaluation","","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2017.xml","82afc4450daf83888219756a08ad6fdb088ee24b65034d949732f31009b80930","2-42da7251bc06700301e002b2e5ba745c66f125f81cdf5207b1d28fb9760d4c02","","0-35c694480b0b7f0bf720f5bb0b4177f63dc918c5021f4a7454251558c618e885","root.record.ProjectList.Project"
"Management Services","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2017.xml","82afc4450daf83888219756a08ad6fdb088ee24b65034d949732f31009b80930","3-b04c0e97ba76b606d11058ad5fe5f6cdbdbcfba330381a9d1e8642b79c76b7a2","","0-35c694480b0b7f0bf720f5bb0b4177f63dc918c5021f4a7454251558c618e885","root.record.ProjectList.Project"
"Product Development","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2017.xml","4aab4d7b59334d1504bc535112e93b8dfa6f169a7acf8aff30c549e0d5c36a2b","0-73d984961d69359778e0d12fb2d565d0ed53f0843d12d34583584d9ae70f5a08","Northrop-Grumman is the prime contractor and serves as integrator and hence main contractor for many (ie Various), but not all, B-2 modernization efforts.  B-2 AEHF (strategic communication) effort continues in FY 2017 and subsequent years under Project 676022 AEHF Strategic Comm","0-9ca0305bf9d4da554032aff6aa966347c7da30aadd5b10d1382ef0d7601fbb16","root.record.ProjectList.Project"
"Support","","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2017.xml","4aab4d7b59334d1504bc535112e93b8dfa6f169a7acf8aff30c549e0d5c36a2b","1-0d0e55f390b632e89ddd815684b40e310d4e05d6ed5afaf56c0eead55acd179a","","0-9ca0305bf9d4da554032aff6aa966347c7da30aadd5b10d1382ef0d7601fbb16","root.record.ProjectList.Project"
"Test and Evaluation","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2017.xml","4aab4d7b59334d1504bc535112e93b8dfa6f169a7acf8aff30c549e0d5c36a2b","2-786e2971588bf92348475973ccfdfa3000c3d544441a0b41478d91b2f7e1ff5f","","0-9ca0305bf9d4da554032aff6aa966347c7da30aadd5b10d1382ef0d7601fbb16","root.record.ProjectList.Project"
"Management Services","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2017.xml","4aab4d7b59334d1504bc535112e93b8dfa6f169a7acf8aff30c549e0d5c36a2b","3-bd91a8b9d05160a0ccc2a6e5d7d78f101e6d9cf38e78ed403f00f9816375a8fe","","0-9ca0305bf9d4da554032aff6aa966347c7da30aadd5b10d1382ef0d7601fbb16","root.record.ProjectList.Project"
"Product Development","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2017.xml","4aab4d7b59334d1504bc535112e93b8dfa6f169a7acf8aff30c549e0d5c36a2b","0-6c62a6990f264fd96ba8751f08fee6923282fcb6458a3b3ed660745ddc9a9dea","","1-c13fe7a4bc4a779f252b64a521b89efc36f3dd3e79e964fbb7c72d6c2385c09f","root.record.ProjectList.Project"
"Support","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2017.xml","4aab4d7b59334d1504bc535112e93b8dfa6f169a7acf8aff30c549e0d5c36a2b","1-6599ce629eabff6999c569616c3fc1273123e5eb010b79f054afafdcc5761225","","1-c13fe7a4bc4a779f252b64a521b89efc36f3dd3e79e964fbb7c72d6c2385c09f","root.record.ProjectList.Project"
"Test and Evaluation","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2017.xml","4aab4d7b59334d1504bc535112e93b8dfa6f169a7acf8aff30c549e0d5c36a2b","2-eb6d81a108b198c798127d2bbf1724c7d988a359f8ba5c7174d62a5558940cbd","","1-c13fe7a4bc4a779f252b64a521b89efc36f3dd3e79e964fbb7c72d6c2385c09f","root.record.ProjectList.Project"
"Management Services","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2017.xml","4aab4d7b59334d1504bc535112e93b8dfa6f169a7acf8aff30c549e0d5c36a2b","3-2f93b03d92fbf8153978c56aeb20e71a8549b6da13ad250ba62ba77ae3f64c0c","","1-c13fe7a4bc4a779f252b64a521b89efc36f3dd3e79e964fbb7c72d6c2385c09f","root.record.ProjectList.Project"
"Product Development","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2017.xml","4aab4d7b59334d1504bc535112e93b8dfa6f169a7acf8aff30c549e0d5c36a2b","0-2c79b167c8fddd38d8bc8773da63994821bbc1314cf75f77d140969a58bf877e","Northrop-Grumman is the prime contractor and lead integrator.","2-545f9f3b612379803a0b03aec0cd7b068088493beef1d4ba4ec2eaeafa8e3f78","root.record.ProjectList.Project"
"Support","","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2017.xml","4aab4d7b59334d1504bc535112e93b8dfa6f169a7acf8aff30c549e0d5c36a2b","1-e8134280ef994e278965a7459dc50b0fd8807bddb25f5e238066e0266c788637","","2-545f9f3b612379803a0b03aec0cd7b068088493beef1d4ba4ec2eaeafa8e3f78","root.record.ProjectList.Project"
"Test and Evaluation","","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2017.xml","4aab4d7b59334d1504bc535112e93b8dfa6f169a7acf8aff30c549e0d5c36a2b","2-cbcd65a32c9be67071dbfd62fcce85002c134f5d64db63d59b37565e74bddd4a","","2-545f9f3b612379803a0b03aec0cd7b068088493beef1d4ba4ec2eaeafa8e3f78","root.record.ProjectList.Project"
"Management Services","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2017.xml","4aab4d7b59334d1504bc535112e93b8dfa6f169a7acf8aff30c549e0d5c36a2b","3-e3e6dbac8b4bfa0a9496eaf961fdd33c3fd7abcc259b64df374eb96ff4e1e678","","2-545f9f3b612379803a0b03aec0cd7b068088493beef1d4ba4ec2eaeafa8e3f78","root.record.ProjectList.Project"
"Product Development","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2017.xml","c825eaea3251fc508d5e780e770d9238c04d852ff74adb8d665c40c98c93806a","0-a0026925e237aabb55b5eda0629d5c93762532c7b5dfa515fe9858b20c0761ff","","0-3f7d10ee7fdb58c466ce1c50888b9a8e19e8d7ff15c37dd4a09d1e76005edeb3","root.record.ProjectList.Project"
"Support","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2017.xml","c825eaea3251fc508d5e780e770d9238c04d852ff74adb8d665c40c98c93806a","1-3cfddaebd16b8e385bd507a00e1f7238d174fe45a2f3c36ca603cd25f729466d","","0-3f7d10ee7fdb58c466ce1c50888b9a8e19e8d7ff15c37dd4a09d1e76005edeb3","root.record.ProjectList.Project"
"Test and Evaluation","","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2017.xml","c825eaea3251fc508d5e780e770d9238c04d852ff74adb8d665c40c98c93806a","2-0fef33bb691120719b67936fe3650d0a3279359bda1a51e77027da4a78cc02f8","","0-3f7d10ee7fdb58c466ce1c50888b9a8e19e8d7ff15c37dd4a09d1e76005edeb3","root.record.ProjectList.Project"
"Management Services","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2017.xml","c825eaea3251fc508d5e780e770d9238c04d852ff74adb8d665c40c98c93806a","3-3f11d4f82bc0197f4dac1084489984574600f22b25c90ce8f195562a9feda860","","0-3f7d10ee7fdb58c466ce1c50888b9a8e19e8d7ff15c37dd4a09d1e76005edeb3","root.record.ProjectList.Project"
"Product Development","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2017.xml","c825eaea3251fc508d5e780e770d9238c04d852ff74adb8d665c40c98c93806a","0-d71e31057dee4e9b8d84bff4c2b976f5e75ed7be50c037afccdb60f80aad9b81","","1-e63f467316c5b75e3ef381509f84c1220e6116749fe80f4fe1644e72c646f798","root.record.ProjectList.Project"
"Support","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2017.xml","c825eaea3251fc508d5e780e770d9238c04d852ff74adb8d665c40c98c93806a","1-2a9d889b6f9833e8d5884d97ea69fb8f3ee148f5ec82737251f4b1c85dd837ee","","1-e63f467316c5b75e3ef381509f84c1220e6116749fe80f4fe1644e72c646f798","root.record.ProjectList.Project"
"Test and Evaluation","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2017.xml","c825eaea3251fc508d5e780e770d9238c04d852ff74adb8d665c40c98c93806a","2-f9b3e4f9e8710531c0ca7b0e8ecb7804b078ec70cb733eef3e85ad4a6dc685ae","","1-e63f467316c5b75e3ef381509f84c1220e6116749fe80f4fe1644e72c646f798","root.record.ProjectList.Project"
"Management Services","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2017.xml","c825eaea3251fc508d5e780e770d9238c04d852ff74adb8d665c40c98c93806a","3-d3b9ea6caebc95efd18ca49995c9a014cc1090cb1e5c1dbfc541068250c8404e","","1-e63f467316c5b75e3ef381509f84c1220e6116749fe80f4fe1644e72c646f798","root.record.ProjectList.Project"
"Product Development","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2017.xml","c825eaea3251fc508d5e780e770d9238c04d852ff74adb8d665c40c98c93806a","0-f397608ee43ee6890219c57e2f1850cfa4adf16e9e9f859dcb0adccb499316f5","","2-42ce509e883e47d6fbd39d4eef0ea1612b38379c2f3241383c8e2d33c6d398f1","root.record.ProjectList.Project"
"Support","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2017.xml","c825eaea3251fc508d5e780e770d9238c04d852ff74adb8d665c40c98c93806a","1-6dc4f262bb8bb32924e17cc3eb72b96d4772841401c0d7058fa06db0c0878360","","2-42ce509e883e47d6fbd39d4eef0ea1612b38379c2f3241383c8e2d33c6d398f1","root.record.ProjectList.Project"
"Test and Evaluation","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2017.xml","c825eaea3251fc508d5e780e770d9238c04d852ff74adb8d665c40c98c93806a","2-b1b553d50c84d86f90787cbc67854af035fb782002511dd7a85cc57e76e4fe8e","","2-42ce509e883e47d6fbd39d4eef0ea1612b38379c2f3241383c8e2d33c6d398f1","root.record.ProjectList.Project"
"Management Services","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2017.xml","c825eaea3251fc508d5e780e770d9238c04d852ff74adb8d665c40c98c93806a","3-50f52fdf5b5314623f871df1b1d2bbb9fabca6bc843462bff4fa8033e7c25665","","2-42ce509e883e47d6fbd39d4eef0ea1612b38379c2f3241383c8e2d33c6d398f1","root.record.ProjectList.Project"
"Product Development","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2017.xml","c825eaea3251fc508d5e780e770d9238c04d852ff74adb8d665c40c98c93806a","0-57bafaa7eb5791f853c5a00fae0865771802aba97557f82801e3068546bc77ac","","3-261fdf1afc21491e0529cdb44e1d62be45d25c351e46f35b5f57a367124bb0be","root.record.ProjectList.Project"
"Support","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2017.xml","c825eaea3251fc508d5e780e770d9238c04d852ff74adb8d665c40c98c93806a","1-9fdbd354737d6ca0544e971f79385ef062c1cdfbd302df32a1cede349a27fcd7","","3-261fdf1afc21491e0529cdb44e1d62be45d25c351e46f35b5f57a367124bb0be","root.record.ProjectList.Project"
"Test and Evaluation","","2017-BASE_RDTE-2017-AIRFORCE_V3A-U_RDTE_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_RDTE_JustificationBook_Air_Force_PB_2017.xml","c825eaea3251fc508d5e780e770d9238c04d852ff74adb8d665c40c98c93806a","2-6ad12102e0cec8438ae9abf5be7d56955c1fa1a907850e03758832dcb077ed68","","3-261fdf1afc21491e0529cdb44e1d62be45d25c351e46f35b5f57a367124bb0be","root.record.ProjectList.Project"
