Name_val,@SOURCE_FILENAME,@RECORDID,@ROWID,Remarks_val,@PARENTROWID,@PARENT
"Product Development","2013-BASE_RDTE-2013-AIRFORCE_V2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","b1896634cf5d5b8ab5448bc914d8ceacd9364e1c0e73514ed1e6f1bc96f9924c","0-f4951e3e84b8d94c756b5d0a72744214b78beafbcba5b8487e76cad44f5d6583","","0-36261bb2e7e6a50982ef5590ddac3f4bf4606bc497ca38b52d9065bc0880c125","root.record.ProgramElement.ProjectList.Project"
"Support","2013-BASE_RDTE-2013-AIRFORCE_V2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","b1896634cf5d5b8ab5448bc914d8ceacd9364e1c0e73514ed1e6f1bc96f9924c","1-7a18fa8f361314a5c23f10f2477cb2c657fdb98d7548a15305ed5f992f5ce8ae","","0-36261bb2e7e6a50982ef5590ddac3f4bf4606bc497ca38b52d9065bc0880c125","root.record.ProgramElement.ProjectList.Project"
"Test and Evaluation","","2013-BASE_RDTE-2013-AIRFORCE_V2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","b1896634cf5d5b8ab5448bc914d8ceacd9364e1c0e73514ed1e6f1bc96f9924c","2-dc9b82519b1ef2eafe77766639c382e245c2cc70eec1271c119faf1eb80cff65","","0-36261bb2e7e6a50982ef5590ddac3f4bf4606bc497ca38b52d9065bc0880c125","root.record.ProgramElement.ProjectList.Project"
"Management Services","2013-BASE_RDTE-2013-AIRFORCE_V2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","b1896634cf5d5b8ab5448bc914d8ceacd9364e1c0e73514ed1e6f1bc96f9924c","3-d4b3a80e59999db3691382a8828d21af76b1f5e182f20e96a1e5c22ad2a974f5","Included in IPO Support for FY12 and out.","0-36261bb2e7e6a50982ef5590ddac3f4bf4606bc497ca38b52d9065bc0880c125","root.record.ProgramElement.ProjectList.Project"
"Product Development","2013-BASE_RDTE-2013-AIRFORCE_V2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","97bb917b19e70659da44d40582d7d87beef06f63b936d458a38bed497116e045","0-52816a573841a6c07bbb2b95f2d08eefa413e672ec93a41f6224b7fcb8ea4534","Classified Contract Method/Type/Activity and Location are classified","0-287c044a8c3ccc68d17ea8b840093da12a4679741974de2458c52ac415fbd110","root.record.ProgramElement.ProjectList.Project"
"Support","2013-BASE_RDTE-2013-AIRFORCE_V2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","97bb917b19e70659da44d40582d7d87beef06f63b936d458a38bed497116e045","1-2999f5b266589bddd366cfac18698ccbb35a82d4f2d2653ce087360be59465bb","","0-287c044a8c3ccc68d17ea8b840093da12a4679741974de2458c52ac415fbd110","root.record.ProgramElement.ProjectList.Project"
"Test and Evaluation","","2013-BASE_RDTE-2013-AIRFORCE_V2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","97bb917b19e70659da44d40582d7d87beef06f63b936d458a38bed497116e045","2-e26fbbd983ba41c67d70511bf8eb9355cd3d724d209cd23760a74a00c96b53d5","","0-287c044a8c3ccc68d17ea8b840093da12a4679741974de2458c52ac415fbd110","root.record.ProgramElement.ProjectList.Project"
"Management Services","2013-BASE_RDTE-2013-AIRFORCE_V2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","97bb917b19e70659da44d40582d7d87beef06f63b936d458a38bed497116e045","3-2858cb9acfda62dd22f48c93548e3e546875203ab50e35da7651ae44fecb20d0","","0-287c044a8c3ccc68d17ea8b840093da12a4679741974de2458c52ac415fbd110","root.record.ProgramElement.ProjectList.Project"
"Product Development","2013-BASE_RDTE-2013-AIRFORCE_V2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","0739314345af597d3853d1679abd034248c62b5b0e8e5569c3c461c7cc0e4ec9","0-4ad3c4121bd8ffa30ba174dd0918b24e78eda38c86ae3d8e0d37a2ee67f3abc2","Remarks:The EMD contract budget and Target Value differ due to: 1) EMD contract is budgeted to the contract ceiling price. 2) EMD contract budget includes funding for 28 additional developmental tests identified during Milestone B. The addition of the tests requires a modification to the contract and thus is not included in the current Target Value.  The EMD Target Value includes AF funding only.  The target value for the contract including Navy funding is $450.827.","0-c375bb83edb61951ee1c27fe85aeb976c1855f8f4d72433f30949b8962aa66cc","root.record.ProgramElement.ProjectList.Project"
"Support","2013-BASE_RDTE-2013-AIRFORCE_V2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","0739314345af597d3853d1679abd034248c62b5b0e8e5569c3c461c7cc0e4ec9","1-ecf916ca61c842ba9a63392d018cbc55a2af5ab03747a6e507ed4b1215d2b240","None.","0-c375bb83edb61951ee1c27fe85aeb976c1855f8f4d72433f30949b8962aa66cc","root.record.ProgramElement.ProjectList.Project"
"Test and Evaluation","2013-BASE_RDTE-2013-AIRFORCE_V2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","0739314345af597d3853d1679abd034248c62b5b0e8e5569c3c461c7cc0e4ec9","2-5f905ed35f4700d4988ac0a3dfd826afc04e0986239f0d3526306c2981cfc88e","None.","0-c375bb83edb61951ee1c27fe85aeb976c1855f8f4d72433f30949b8962aa66cc","root.record.ProgramElement.ProjectList.Project"
"Management Services","2013-BASE_RDTE-2013-AIRFORCE_V2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","0739314345af597d3853d1679abd034248c62b5b0e8e5569c3c461c7cc0e4ec9","3-ea9437aa6b586b90e7d2b8d0846dbf9496db54fec646338b18025a59f732fa2b","","0-c375bb83edb61951ee1c27fe85aeb976c1855f8f4d72433f30949b8962aa66cc","root.record.ProgramElement.ProjectList.Project"
"Product Development","2013-BASE_RDTE-2013-AIRFORCE_V2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","88d424fd64c1cd062b0fa54aa989018e6b515c524e84c1b21a1a150fc8b47d62","0-c3b411869f6cacb5d441ae6f40778068a2d252f4500107a19698c999417887da","*The FY11 cost for SSA risk reduction and technology transfer should reflect a total of $35.612, but due to an accounting system error, the additional $5.208M of funding is currently reflected in the Space Fence BPAC RDOC - Program Office Support line. A total of $123.007M of FY11 funds will be executed against SBSS.","0-3119f81852a949adefe8ec997f849a526ba76320368215382e64b7eebdff4689","root.record.ProgramElement.ProjectList.Project"
"Support","2013-BASE_RDTE-2013-AIRFORCE_V2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","88d424fd64c1cd062b0fa54aa989018e6b515c524e84c1b21a1a150fc8b47d62","1-010731f1ea052f5c50e11814e9ee2d43d1b96b6d22351ccfc39eabfefb4eef35","","0-3119f81852a949adefe8ec997f849a526ba76320368215382e64b7eebdff4689","root.record.ProgramElement.ProjectList.Project"
"Test and Evaluation","","2013-BASE_RDTE-2013-AIRFORCE_V2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","88d424fd64c1cd062b0fa54aa989018e6b515c524e84c1b21a1a150fc8b47d62","2-2d49e93ff12b9a9698ebb5ae745a2366680c7930f43b8b93ecd4e3e539be93a2","","0-3119f81852a949adefe8ec997f849a526ba76320368215382e64b7eebdff4689","root.record.ProgramElement.ProjectList.Project"
"Management Services","2013-BASE_RDTE-2013-AIRFORCE_V2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","88d424fd64c1cd062b0fa54aa989018e6b515c524e84c1b21a1a150fc8b47d62","3-51dc32364b934c51edfd1e0d696353da30dc8744a5382e444fcf284151d57611","","0-3119f81852a949adefe8ec997f849a526ba76320368215382e64b7eebdff4689","root.record.ProgramElement.ProjectList.Project"
"Product Development","2013-BASE_RDTE-2013-AIRFORCE_V2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","88d424fd64c1cd062b0fa54aa989018e6b515c524e84c1b21a1a150fc8b47d62","0-632f8a995096943083c322ca35fb6363a7a9b64616d3bfd1bc1abfdf631c48a0","","1-8cc46b05b4a1ad7060da611f89be14b986dcec260df84ee569d908abcb30b7c5","root.record.ProgramElement.ProjectList.Project"
"Support","2013-BASE_RDTE-2013-AIRFORCE_V2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","88d424fd64c1cd062b0fa54aa989018e6b515c524e84c1b21a1a150fc8b47d62","1-0502f0d61b6282787ef5c091de7ea9e70527cc488f1c81d7cff73875234805f7","*The FY11 cost for various support services should be $1.169M; but due to an accounting system error, an additional $5.208M that should be reflected in the SBSS BPAC RDOC in the risk reduction and technology transfer section is reflected here within the $6.377M shown here. A total of $138.724M will be executed against Space Fence in FY11.","1-8cc46b05b4a1ad7060da611f89be14b986dcec260df84ee569d908abcb30b7c5","root.record.ProgramElement.ProjectList.Project"
"Test and Evaluation","","2013-BASE_RDTE-2013-AIRFORCE_V2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","88d424fd64c1cd062b0fa54aa989018e6b515c524e84c1b21a1a150fc8b47d62","2-876482b042b09d62a9ac2539ffb72f32c5633b457474922caaed5dc11d41bbd5","","1-8cc46b05b4a1ad7060da611f89be14b986dcec260df84ee569d908abcb30b7c5","root.record.ProgramElement.ProjectList.Project"
"Management Services","2013-BASE_RDTE-2013-AIRFORCE_V2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","88d424fd64c1cd062b0fa54aa989018e6b515c524e84c1b21a1a150fc8b47d62","3-3b578dd649b99c0def5cbf48f78852854a7d1706ae687b6203ca57bdbfda8aa5","","1-8cc46b05b4a1ad7060da611f89be14b986dcec260df84ee569d908abcb30b7c5","root.record.ProgramElement.ProjectList.Project"
"Product Development","2013-BASE_RDTE-2013-AIRFORCE_V2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","88d424fd64c1cd062b0fa54aa989018e6b515c524e84c1b21a1a150fc8b47d62","0-29e1478f427e301684aa74a2c51ce0b954b75bc2d8eb59b80fb4025f3ab35767","","2-d56f7f6825721a366af1e937b8a10071f844d559078e36922d92b045e6e69a19","root.record.ProgramElement.ProjectList.Project"
"Support","2013-BASE_RDTE-2013-AIRFORCE_V2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","88d424fd64c1cd062b0fa54aa989018e6b515c524e84c1b21a1a150fc8b47d62","1-f62f2b87710a99f6610957c25767b1bae2c39c526656fc0eda492edcf2d60c96","","2-d56f7f6825721a366af1e937b8a10071f844d559078e36922d92b045e6e69a19","root.record.ProgramElement.ProjectList.Project"
"Test and Evaluation","2013-BASE_RDTE-2013-AIRFORCE_V2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","88d424fd64c1cd062b0fa54aa989018e6b515c524e84c1b21a1a150fc8b47d62","2-5ea1b1dde3880c8d816a56c56b32a2a77a46e7e4c09a1a60003ab5eb97df78cb","","2-d56f7f6825721a366af1e937b8a10071f844d559078e36922d92b045e6e69a19","root.record.ProgramElement.ProjectList.Project"
"Management Services","2013-BASE_RDTE-2013-AIRFORCE_V2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","88d424fd64c1cd062b0fa54aa989018e6b515c524e84c1b21a1a150fc8b47d62","3-da45f49f32e8c32b4bb6d59f31c2881d08838e55fb43157617ec8934c7899282","","2-d56f7f6825721a366af1e937b8a10071f844d559078e36922d92b045e6e69a19","root.record.ProgramElement.ProjectList.Project"
"Product Development","2013-BASE_RDTE-2013-AIRFORCE_V2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","88d424fd64c1cd062b0fa54aa989018e6b515c524e84c1b21a1a150fc8b47d62","0-c031c43d08e3508eef8455fec87ad72d097b6a89fe56127e098a45f543c8c414","","3-8ea22321729f216dc367128b153ed7d62044808b1a6ffda366671ab811e9aca3","root.record.ProgramElement.ProjectList.Project"
"Support","","2013-BASE_RDTE-2013-AIRFORCE_V2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","88d424fd64c1cd062b0fa54aa989018e6b515c524e84c1b21a1a150fc8b47d62","1-e3e9f03739c4792bdf5e91ffaaafbb94d0260006e39108097719d89b77a25f49","","3-8ea22321729f216dc367128b153ed7d62044808b1a6ffda366671ab811e9aca3","root.record.ProgramElement.ProjectList.Project"
"Test and Evaluation","","2013-BASE_RDTE-2013-AIRFORCE_V2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","88d424fd64c1cd062b0fa54aa989018e6b515c524e84c1b21a1a150fc8b47d62","2-41ea1d2096527839d583f348257ca6a319902a7cd25d1649c4e924b0fa4bf4d3","","3-8ea22321729f216dc367128b153ed7d62044808b1a6ffda366671ab811e9aca3","root.record.ProgramElement.ProjectList.Project"
"Management Services","","2013-BASE_RDTE-2013-AIRFORCE_V2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","88d424fd64c1cd062b0fa54aa989018e6b515c524e84c1b21a1a150fc8b47d62","3-11cf9c8fc5a74e0b57b0b6cf4785d440dd9810451b0af3f06067bb152e5d1100","","3-8ea22321729f216dc367128b153ed7d62044808b1a6ffda366671ab811e9aca3","root.record.ProgramElement.ProjectList.Project"
"Product Development","2013-BASE_RDTE-2013-AIRFORCE_V2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","88d424fd64c1cd062b0fa54aa989018e6b515c524e84c1b21a1a150fc8b47d62","0-5504adf18030454e5e7e981cbcf5da06fe2942a8c954ca5076b29f4b27bd99fc","Sensor development work is currently split between AFRL in Albuquerque, NM, the University of Texas at Dallas, SRI International in Menlo Park, CA, and ITT in North Amityville, NY. Includes C/NOFS funding for SSAEM risk reduction in FY10 and FY11.","4-6fddf9bf1dc35ec89ba530de0997a91dba4b753b6b556542e549e883a1ca89df","root.record.ProgramElement.ProjectList.Project"
"Support","2013-BASE_RDTE-2013-AIRFORCE_V2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","88d424fd64c1cd062b0fa54aa989018e6b515c524e84c1b21a1a150fc8b47d62","1-ec0c8b53f88e92da3195509524873ce359c6778e3923000cbaaf94f2a51d7a2d","","4-6fddf9bf1dc35ec89ba530de0997a91dba4b753b6b556542e549e883a1ca89df","root.record.ProgramElement.ProjectList.Project"
"Test and Evaluation","2013-BASE_RDTE-2013-AIRFORCE_V2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","88d424fd64c1cd062b0fa54aa989018e6b515c524e84c1b21a1a150fc8b47d62","2-efc7b8ae120358ed0cb51a2b9516f8843a8e04b5449c01dcf658f592a6563a40","","4-6fddf9bf1dc35ec89ba530de0997a91dba4b753b6b556542e549e883a1ca89df","root.record.ProgramElement.ProjectList.Project"
"Management Services","2013-BASE_RDTE-2013-AIRFORCE_V2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","88d424fd64c1cd062b0fa54aa989018e6b515c524e84c1b21a1a150fc8b47d62","3-dbfb3339698aa20650131e9158d63354748035c175d1be764433be95ee20ccd9","","4-6fddf9bf1dc35ec89ba530de0997a91dba4b753b6b556542e549e883a1ca89df","root.record.ProgramElement.ProjectList.Project"
"Product Development","2013-BASE_RDTE-2013-AIRFORCE_V2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","dcf55648dae24b072d4bbf259e70f2d12d16eee6bb29a0f91717f6e93ade3d82","0-bf4a24a4684179fb24a63eb83881f290e9c8fbbd21db4b47dc9dfb4277b3028d","SBIRS EMD includes SBIRS EMD prime contract with Lockheed Martin, Program/Mission Support and Host SPO efforts. Award dates represent date of award of the funds for that fiscal year.","0-4949c8cc1b164548324de85a957db4ad836f30eca07382ea835b44ae1db0d20c","root.record.ProgramElement.ProjectList.Project"
"Support","2013-BASE_RDTE-2013-AIRFORCE_V2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","dcf55648dae24b072d4bbf259e70f2d12d16eee6bb29a0f91717f6e93ade3d82","1-18d08f70cb299720d0a08ac629c2f8ad5d6fe8ef7bc1059583e664c954b2c524","Award dates represent date of first award of the fiscal year.","0-4949c8cc1b164548324de85a957db4ad836f30eca07382ea835b44ae1db0d20c","root.record.ProgramElement.ProjectList.Project"
"Test and Evaluation","","2013-BASE_RDTE-2013-AIRFORCE_V2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","dcf55648dae24b072d4bbf259e70f2d12d16eee6bb29a0f91717f6e93ade3d82","2-a0a7fe6c26f5f7639ecab67e8d589a342df94a2697c72b4868257ac17846e87a","","0-4949c8cc1b164548324de85a957db4ad836f30eca07382ea835b44ae1db0d20c","root.record.ProgramElement.ProjectList.Project"
"Management Services","2013-BASE_RDTE-2013-AIRFORCE_V2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","dcf55648dae24b072d4bbf259e70f2d12d16eee6bb29a0f91717f6e93ade3d82","3-964dcca385e3ec5fbf8925d4ef366c2c29b49dc53386c974ab680f09a60fe01a","Management service contracts will be recompeted prior to FY13.","0-4949c8cc1b164548324de85a957db4ad836f30eca07382ea835b44ae1db0d20c","root.record.ProgramElement.ProjectList.Project"
"Product Development","2013-BASE_RDTE-2013-AIRFORCE_V2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","dcf55648dae24b072d4bbf259e70f2d12d16eee6bb29a0f91717f6e93ade3d82","0-5f69284ff1256290ebaf444d7681135ecca9a8966a05818da3ce74c0c7ae7301","","1-ee1fa8b9b0215f2910dea6c91bdf7ec0d94af4534e0932e07d1984e66ab8102a","root.record.ProgramElement.ProjectList.Project"
"Support","2013-BASE_RDTE-2013-AIRFORCE_V2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","dcf55648dae24b072d4bbf259e70f2d12d16eee6bb29a0f91717f6e93ade3d82","1-f66f0f55d6dc6e14fd261967eacaad908a2095627f37138b24d2fb2abb5ec7fb","","1-ee1fa8b9b0215f2910dea6c91bdf7ec0d94af4534e0932e07d1984e66ab8102a","root.record.ProgramElement.ProjectList.Project"
"Test and Evaluation","","2013-BASE_RDTE-2013-AIRFORCE_V2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","dcf55648dae24b072d4bbf259e70f2d12d16eee6bb29a0f91717f6e93ade3d82","2-afba866cfa0ce2bb9963a46f44b8ae90039dfaa4e93d76a8a0f726401e03e1a6","","1-ee1fa8b9b0215f2910dea6c91bdf7ec0d94af4534e0932e07d1984e66ab8102a","root.record.ProgramElement.ProjectList.Project"
"Management Services","2013-BASE_RDTE-2013-AIRFORCE_V2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","dcf55648dae24b072d4bbf259e70f2d12d16eee6bb29a0f91717f6e93ade3d82","3-6a468c346c4ee6fb0ae8ca8043b25dc776130242f367c14be4086602efaafee6","","1-ee1fa8b9b0215f2910dea6c91bdf7ec0d94af4534e0932e07d1984e66ab8102a","root.record.ProgramElement.ProjectList.Project"
