EventTitle_val,Schedule_Start_Quarter_val,Schedule_Start_Year_val,Schedule_End_Quarter_val,Schedule_End_Year_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"Global Crisis Situational Awareness – POP, IOC, MUA","1","2013","4","2016","2013-BASE_RDTE-2013-DISA-JustificationBook_Defense_Information_Systems_Agency_PB_2013.zzz_unzipped-JustificationBook_Defense_Information_Systems_Agency_PB_2013.xml","a374b2ca7684d9d2429796fda2dd8240d4b14f292e69a3868fb365963475f125","10-ae1c6d892825e1d0b8b353f4d79235f030ecbf16161c16d91ec69490f13f241c","0-df4931a42f2e1048f77be86195bd90e02c6d528b3cc5ebdda40364adf1634ad2","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Transnational Information Sharing Cooperation (TISC) POP, IOC, MUA, Transition","1","2011","4","2011","2013-BASE_RDTE-2013-DISA-JustificationBook_Defense_Information_Systems_Agency_PB_2013.zzz_unzipped-JustificationBook_Defense_Information_Systems_Agency_PB_2013.xml","a374b2ca7684d9d2429796fda2dd8240d4b14f292e69a3868fb365963475f125","0-566b09fa1745c212fb5c904ce6aff5ddf802c84c24163b2ac3dd6a246b7f2375","1-c8d27f182588a00e2bed2a8708f4c4ccd7adfc1f1429f4d75518586cfb25568c","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Event Management Framework (EMF)","1","2011","2","2011","2013-BASE_RDTE-2013-DISA-JustificationBook_Defense_Information_Systems_Agency_PB_2013.zzz_unzipped-JustificationBook_Defense_Information_Systems_Agency_PB_2013.xml","a374b2ca7684d9d2429796fda2dd8240d4b14f292e69a3868fb365963475f125","1-bda4f13cc6dd94190adf2eed93c865564e0391498e8e6a5e6af688b73cfd799d","1-c8d27f182588a00e2bed2a8708f4c4ccd7adfc1f1429f4d75518586cfb25568c","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"IS FY 2010 JCTD - POP, IOC, MUA & Transition","1","2011","4","2012","2013-BASE_RDTE-2013-DISA-JustificationBook_Defense_Information_Systems_Agency_PB_2013.zzz_unzipped-JustificationBook_Defense_Information_Systems_Agency_PB_2013.xml","a374b2ca7684d9d2429796fda2dd8240d4b14f292e69a3868fb365963475f125","2-1cb76ec9ab099eb6f8858ac751bfd43f468b4e79639a0e497c07722440bf520d","1-c8d27f182588a00e2bed2a8708f4c4ccd7adfc1f1429f4d75518586cfb25568c","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"IS FY 2011 JCTD - POP, IOC, MUA & Transition","1","2011","4","2013","2013-BASE_RDTE-2013-DISA-JustificationBook_Defense_Information_Systems_Agency_PB_2013.zzz_unzipped-JustificationBook_Defense_Information_Systems_Agency_PB_2013.xml","a374b2ca7684d9d2429796fda2dd8240d4b14f292e69a3868fb365963475f125","3-d1b17b22d45afa203d03036aeaaa91603c6d4eec7f1e4aada0decd1e076bdfd9","1-c8d27f182588a00e2bed2a8708f4c4ccd7adfc1f1429f4d75518586cfb25568c","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"IS FY 2012 JCTD - POP, IOC, MUA & Transition","1","2012","4","2014","2013-BASE_RDTE-2013-DISA-JustificationBook_Defense_Information_Systems_Agency_PB_2013.zzz_unzipped-JustificationBook_Defense_Information_Systems_Agency_PB_2013.xml","a374b2ca7684d9d2429796fda2dd8240d4b14f292e69a3868fb365963475f125","4-de14e7f4fdb3c7220705c10dd69d51fcad4984ac47f36c63b3ec4df4e53d1f41","1-c8d27f182588a00e2bed2a8708f4c4ccd7adfc1f1429f4d75518586cfb25568c","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"IS FY 2013 JCTD - POP, IOC, MUA & Transition","1","2013","4","2015","2013-BASE_RDTE-2013-DISA-JustificationBook_Defense_Information_Systems_Agency_PB_2013.zzz_unzipped-JustificationBook_Defense_Information_Systems_Agency_PB_2013.xml","a374b2ca7684d9d2429796fda2dd8240d4b14f292e69a3868fb365963475f125","5-083b16c1cee2aa7be6f80864f385c1166aa30e1af66755ebaba3575c1c0b1131","1-c8d27f182588a00e2bed2a8708f4c4ccd7adfc1f1429f4d75518586cfb25568c","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"IS FY 2014 JCTD - POP, IOC","1","2015","4","2016","2013-BASE_RDTE-2013-DISA-JustificationBook_Defense_Information_Systems_Agency_PB_2013.zzz_unzipped-JustificationBook_Defense_Information_Systems_Agency_PB_2013.xml","a374b2ca7684d9d2429796fda2dd8240d4b14f292e69a3868fb365963475f125","6-d55913c528f88d9ad772119296329e73ec2b9d5f38b4c6e04eda54678470502e","1-c8d27f182588a00e2bed2a8708f4c4ccd7adfc1f1429f4d75518586cfb25568c","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"IS FY 2015 JCTD – POP","1","2015","4","2016","2013-BASE_RDTE-2013-DISA-JustificationBook_Defense_Information_Systems_Agency_PB_2013.zzz_unzipped-JustificationBook_Defense_Information_Systems_Agency_PB_2013.xml","a374b2ca7684d9d2429796fda2dd8240d4b14f292e69a3868fb365963475f125","7-a0fd0107e31ba78fd278e41501b9dd810f5c5af8a205b83b0567d8aafaae3499","1-c8d27f182588a00e2bed2a8708f4c4ccd7adfc1f1429f4d75518586cfb25568c","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Communications Web","1","2011","4","2012","2013-BASE_RDTE-2013-DISA-JustificationBook_Defense_Information_Systems_Agency_PB_2013.zzz_unzipped-JustificationBook_Defense_Information_Systems_Agency_PB_2013.xml","a374b2ca7684d9d2429796fda2dd8240d4b14f292e69a3868fb365963475f125","8-94c29cfe35d1077c7685f99ce02f03cb55f632442a42105983c7bc0bc3e5bb24","1-c8d27f182588a00e2bed2a8708f4c4ccd7adfc1f1429f4d75518586cfb25568c","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Transformational Coalition Information Sharing","1","2012","4","2014","2013-BASE_RDTE-2013-DISA-JustificationBook_Defense_Information_Systems_Agency_PB_2013.zzz_unzipped-JustificationBook_Defense_Information_Systems_Agency_PB_2013.xml","a374b2ca7684d9d2429796fda2dd8240d4b14f292e69a3868fb365963475f125","9-192ca1dfbf115dd9ec13b2bc3d5bfd216240c7118d57847f8bb09c0ce4c3884c","1-c8d27f182588a00e2bed2a8708f4c4ccd7adfc1f1429f4d75518586cfb25568c","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Tactical Collaboration Support","1","2014","4","2016","2013-BASE_RDTE-2013-DISA-JustificationBook_Defense_Information_Systems_Agency_PB_2013.zzz_unzipped-JustificationBook_Defense_Information_Systems_Agency_PB_2013.xml","a374b2ca7684d9d2429796fda2dd8240d4b14f292e69a3868fb365963475f125","10-3fab58896001e373db539dcd2bf1ce840e119c7f363e3f5d2a5010f67f73a4bb","1-c8d27f182588a00e2bed2a8708f4c4ccd7adfc1f1429f4d75518586cfb25568c","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Intelligence Community Storage JCTD POP, IOC, MUA, Transition","1","2011","4","2012","2013-BASE_RDTE-2013-DISA-JustificationBook_Defense_Information_Systems_Agency_PB_2013.zzz_unzipped-JustificationBook_Defense_Information_Systems_Agency_PB_2013.xml","a374b2ca7684d9d2429796fda2dd8240d4b14f292e69a3868fb365963475f125","0-df08c027192cbbdc809b4587e5fcecce0a0bb07f4d989f38cf33f264912a1007","2-558f42b7853b9de0c8c66259deeea480b3e081a6cad3f9b82817cc8e42c25be9","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Intelligence Community Transfer JCTD POP, IOC, MUA, Transition","1","2012","4","2014","2013-BASE_RDTE-2013-DISA-JustificationBook_Defense_Information_Systems_Agency_PB_2013.zzz_unzipped-JustificationBook_Defense_Information_Systems_Agency_PB_2013.xml","a374b2ca7684d9d2429796fda2dd8240d4b14f292e69a3868fb365963475f125","1-5209fc83cf6df9a969c912b3ef05cd1ab365a3b4dac9f508c9787aaf1d18b3d8","2-558f42b7853b9de0c8c66259deeea480b3e081a6cad3f9b82817cc8e42c25be9","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Intelligence Community Content Staging JCTD POP, IOC","1","2014","4","2015","2013-BASE_RDTE-2013-DISA-JustificationBook_Defense_Information_Systems_Agency_PB_2013.zzz_unzipped-JustificationBook_Defense_Information_Systems_Agency_PB_2013.xml","a374b2ca7684d9d2429796fda2dd8240d4b14f292e69a3868fb365963475f125","2-6b2e42b525ae69de289272768c27b5284047be35dab9a5a151a1603faeb1a594","2-558f42b7853b9de0c8c66259deeea480b3e081a6cad3f9b82817cc8e42c25be9","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Intelligence Community Services JCTD POP","1","2016","4","2016","2013-BASE_RDTE-2013-DISA-JustificationBook_Defense_Information_Systems_Agency_PB_2013.zzz_unzipped-JustificationBook_Defense_Information_Systems_Agency_PB_2013.xml","a374b2ca7684d9d2429796fda2dd8240d4b14f292e69a3868fb365963475f125","3-a09e6b6189c3e13ce29b38061b33fdef38252b68e9af212a461f597da2ecdc3e","2-558f42b7853b9de0c8c66259deeea480b3e081a6cad3f9b82817cc8e42c25be9","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Global Security Hub","1","2011","4","2013","2013-BASE_RDTE-2013-DISA-JustificationBook_Defense_Information_Systems_Agency_PB_2013.zzz_unzipped-JustificationBook_Defense_Information_Systems_Agency_PB_2013.xml","a374b2ca7684d9d2429796fda2dd8240d4b14f292e69a3868fb365963475f125","4-b78f7b463ef483aaa4701feeac0d6a867e51f7a2edb8287bd8592fa3c5a39b64","2-558f42b7853b9de0c8c66259deeea480b3e081a6cad3f9b82817cc8e42c25be9","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Authenticated and Attribute-based Access","1","2012","4","2015","2013-BASE_RDTE-2013-DISA-JustificationBook_Defense_Information_Systems_Agency_PB_2013.zzz_unzipped-JustificationBook_Defense_Information_Systems_Agency_PB_2013.xml","a374b2ca7684d9d2429796fda2dd8240d4b14f292e69a3868fb365963475f125","5-f1990aa73169a548f4a8037e541d37c13c2bd04b3d967340a46d5b1d054b8e93","2-558f42b7853b9de0c8c66259deeea480b3e081a6cad3f9b82817cc8e42c25be9","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"GIG Enterprise Service Management) ESM POP, IOC, MUA, Transition","1","2011","4","2012","2013-BASE_RDTE-2013-DISA-JustificationBook_Defense_Information_Systems_Agency_PB_2013.zzz_unzipped-JustificationBook_Defense_Information_Systems_Agency_PB_2013.xml","a374b2ca7684d9d2429796fda2dd8240d4b14f292e69a3868fb365963475f125","0-b5cdfbe557a7a52e01a6c7aa80d150e82bbbd0dddfad362a8e08a504e27c72bd","3-e4b893e8031c7e201a9f3ce7ad2effac390c909ce4df245243db185d8cba480a","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Mission Assurance Decision Support Systems (MADSS) POP, IOC, MUA1, MUA2, Transition","1","2011","4","2013","2013-BASE_RDTE-2013-DISA-JustificationBook_Defense_Information_Systems_Agency_PB_2013.zzz_unzipped-JustificationBook_Defense_Information_Systems_Agency_PB_2013.xml","a374b2ca7684d9d2429796fda2dd8240d4b14f292e69a3868fb365963475f125","1-9fceed7f077e40ad8fb7d773257e59d7994c58e0752fc4038aff61d7e3d33a12","3-e4b893e8031c7e201a9f3ce7ad2effac390c909ce4df245243db185d8cba480a","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"GIG Content Management POP, IOC, MUA, Transition","1","2012","4","2014","2013-BASE_RDTE-2013-DISA-JustificationBook_Defense_Information_Systems_Agency_PB_2013.zzz_unzipped-JustificationBook_Defense_Information_Systems_Agency_PB_2013.xml","a374b2ca7684d9d2429796fda2dd8240d4b14f292e69a3868fb365963475f125","2-d36aa993b3788da94edf7eddfdbd28f30b2f747541b4668f52141d326ee39bd0","3-e4b893e8031c7e201a9f3ce7ad2effac390c909ce4df245243db185d8cba480a","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"GIG Risk Management POP, IOC, MUA, Transition","1","2013","4","2015","2013-BASE_RDTE-2013-DISA-JustificationBook_Defense_Information_Systems_Agency_PB_2013.zzz_unzipped-JustificationBook_Defense_Information_Systems_Agency_PB_2013.xml","a374b2ca7684d9d2429796fda2dd8240d4b14f292e69a3868fb365963475f125","3-cb4aa7e6f5d6cbdb0180755160e641141b37a92453a3c2cd2bf0c2dbb92689b0","3-e4b893e8031c7e201a9f3ce7ad2effac390c909ce4df245243db185d8cba480a","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"GIG Net Defense POP, IOC, MUA, Transition","1","2014","4","2016","2013-BASE_RDTE-2013-DISA-JustificationBook_Defense_Information_Systems_Agency_PB_2013.zzz_unzipped-JustificationBook_Defense_Information_Systems_Agency_PB_2013.xml","a374b2ca7684d9d2429796fda2dd8240d4b14f292e69a3868fb365963475f125","4-3651a9004176b5d493fa14ee2f8ed9b2c8df8802d3394868609df19902f12519","3-e4b893e8031c7e201a9f3ce7ad2effac390c909ce4df245243db185d8cba480a","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"GIG Services POP","1","2015","4","2016","2013-BASE_RDTE-2013-DISA-JustificationBook_Defense_Information_Systems_Agency_PB_2013.zzz_unzipped-JustificationBook_Defense_Information_Systems_Agency_PB_2013.xml","a374b2ca7684d9d2429796fda2dd8240d4b14f292e69a3868fb365963475f125","5-5d82698ca463fd4d8df1d275ab63cf592da44d68f63701197b412984c97c15d4","3-e4b893e8031c7e201a9f3ce7ad2effac390c909ce4df245243db185d8cba480a","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Assured Services for Decision Superiority","1","2011","4","2014","2013-BASE_RDTE-2013-DISA-JustificationBook_Defense_Information_Systems_Agency_PB_2013.zzz_unzipped-JustificationBook_Defense_Information_Systems_Agency_PB_2013.xml","a374b2ca7684d9d2429796fda2dd8240d4b14f292e69a3868fb365963475f125","6-2e8e786a68026d2674175975f1e6413c4532a22f1556592fef02f5f457fadabb","3-e4b893e8031c7e201a9f3ce7ad2effac390c909ce4df245243db185d8cba480a","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Cyber Threat Discovery","1","2012","4","2012","2013-BASE_RDTE-2013-DISA-JustificationBook_Defense_Information_Systems_Agency_PB_2013.zzz_unzipped-JustificationBook_Defense_Information_Systems_Agency_PB_2013.xml","a374b2ca7684d9d2429796fda2dd8240d4b14f292e69a3868fb365963475f125","0-7331245a4a7c28d9282330226c49e6f503138ddcf3541bb32542ee2042575236","4-b7f0320f337305725989645b0fe0741ef1e81c98a1b1f23751ed7563898adc43","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Generation Two-FD","2","2011","2","2011","2013-BASE_RDTE-2013-DISA-JustificationBook_Defense_Information_Systems_Agency_PB_2013.zzz_unzipped-JustificationBook_Defense_Information_Systems_Agency_PB_2013.xml","5660a38a5a241cbd5cee0cc93bc65498fda569c6b5899a976b4e8915017f37a6","0-3f6d9a989ebc02ca3055fbeb971c79482b2b0d621df442b49b21b04cf24c48fc","0-a31e300828d98f20f1a75207bb1460103ce9d9670299bec48f05965b0ad34e64","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Technology Refresh-Generation Three","2","2011","2","2014","2013-BASE_RDTE-2013-DISA-JustificationBook_Defense_Information_Systems_Agency_PB_2013.zzz_unzipped-JustificationBook_Defense_Information_Systems_Agency_PB_2013.xml","5660a38a5a241cbd5cee0cc93bc65498fda569c6b5899a976b4e8915017f37a6","1-2328e8d41c3dd1fcf62cf8c183110f5f46efd44188879949a24939cd07018b83","0-a31e300828d98f20f1a75207bb1460103ce9d9670299bec48f05965b0ad34e64","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Generation Three-Phase 2 Milestone C WGS X/Ka","2","2012","3","2012","2013-BASE_RDTE-2013-DISA-JustificationBook_Defense_Information_Systems_Agency_PB_2013.zzz_unzipped-JustificationBook_Defense_Information_Systems_Agency_PB_2013.xml","5660a38a5a241cbd5cee0cc93bc65498fda569c6b5899a976b4e8915017f37a6","2-58c08f1938c0e4fa93057b0c0618f3c1db0a65c451194ff46f2ff1d213b180eb","0-a31e300828d98f20f1a75207bb1460103ce9d9670299bec48f05965b0ad34e64","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Generation Three-Phase 3 Milestone C MUOS – Legacy","2","2013","3","2013","2013-BASE_RDTE-2013-DISA-JustificationBook_Defense_Information_Systems_Agency_PB_2013.zzz_unzipped-JustificationBook_Defense_Information_Systems_Agency_PB_2013.xml","5660a38a5a241cbd5cee0cc93bc65498fda569c6b5899a976b4e8915017f37a6","3-784f61501f7984a629b0ce60faa33b4d1c571269882c7d72ced858f78a17d661","0-a31e300828d98f20f1a75207bb1460103ce9d9670299bec48f05965b0ad34e64","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Generation Three-Phase 3 FDD MUOS - Legacy","4","2014","2","2015","2013-BASE_RDTE-2013-DISA-JustificationBook_Defense_Information_Systems_Agency_PB_2013.zzz_unzipped-JustificationBook_Defense_Information_Systems_Agency_PB_2013.xml","5660a38a5a241cbd5cee0cc93bc65498fda569c6b5899a976b4e8915017f37a6","4-7081dacc94265f8ca13103ffd6a902a036d5ccf6bcd5ed29a1c94af1b140cf2e","0-a31e300828d98f20f1a75207bb1460103ce9d9670299bec48f05965b0ad34e64","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"MLGC Contract award","1","2011","1","2011","2013-BASE_RDTE-2013-DISA-JustificationBook_Defense_Information_Systems_Agency_PB_2013.zzz_unzipped-JustificationBook_Defense_Information_Systems_Agency_PB_2013.xml","5660a38a5a241cbd5cee0cc93bc65498fda569c6b5899a976b4e8915017f37a6","0-63e49b95003a6435ab98b52491ca4b4210a6bc3d887286dfd7a8a42097eeff29","1-9c9139c4e87eb3d63e798be9d902bcf881f8039a7c430830c7f5ece26c7c24d7","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"SRR","2","2011","2","2011","2013-BASE_RDTE-2013-DISA-JustificationBook_Defense_Information_Systems_Agency_PB_2013.zzz_unzipped-JustificationBook_Defense_Information_Systems_Agency_PB_2013.xml","5660a38a5a241cbd5cee0cc93bc65498fda569c6b5899a976b4e8915017f37a6","1-33ba0b06e34c917a0ecf81db64b581d7319685f07a32a15438e0bd3eea347d45","1-9c9139c4e87eb3d63e798be9d902bcf881f8039a7c430830c7f5ece26c7c24d7","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"PDR","3","2011","3","2011","2013-BASE_RDTE-2013-DISA-JustificationBook_Defense_Information_Systems_Agency_PB_2013.zzz_unzipped-JustificationBook_Defense_Information_Systems_Agency_PB_2013.xml","5660a38a5a241cbd5cee0cc93bc65498fda569c6b5899a976b4e8915017f37a6","2-b2058ee899150553866618a5e274dfe9823cb780cf19919321da0eb67447c236","1-9c9139c4e87eb3d63e798be9d902bcf881f8039a7c430830c7f5ece26c7c24d7","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"CDR","1","2012","1","2012","2013-BASE_RDTE-2013-DISA-JustificationBook_Defense_Information_Systems_Agency_PB_2013.zzz_unzipped-JustificationBook_Defense_Information_Systems_Agency_PB_2013.xml","5660a38a5a241cbd5cee0cc93bc65498fda569c6b5899a976b4e8915017f37a6","3-6bdf8547811cde29546e73f0af586817cc031a5f1f9c786fbd98111c85abc033","1-9c9139c4e87eb3d63e798be9d902bcf881f8039a7c430830c7f5ece26c7c24d7","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
"Phase 1 Testing – Vendor Site","4","2012","1","2013","2013-BASE_RDTE-2013-DISA-JustificationBook_Defense_Information_Systems_Agency_PB_2013.zzz_unzipped-JustificationBook_Defense_Information_Systems_Agency_PB_2013.xml","5660a38a5a241cbd5cee0cc93bc65498fda569c6b5899a976b4e8915017f37a6","4-c468b045dde3d237bf085106852fd0ddf6f9615e536da61708369cda0ff63b50","1-9c9139c4e87eb3d63e798be9d902bcf881f8039a7c430830c7f5ece26c7c24d7","root.record.ProgramElement.ProjectList.Project.R4aExhibit.SubProjectScheduleList.SubProjectSchedule"
