val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"0305220F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","3b2e00ec75dc955eb111427604a0e56572cfd0805f449e949eb9670ddd359c0d","0-f8cce8f0277635d2598239e8c84b732bd0ba57d4f90f9573628674ebdf2ba71a","116-0c63f89441b68d5324ae775fe47c9392f3106452e24f952e190287ed11011844","root"
"0101126F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","3d684684b0a57d8cc588b06b6b38523cdb4e52e3d7fa9f4641c870561404831b","0-f09abc1ac0bdfe5cb0e510355644e82a237f29a653c1700ee8853bfe69612c86","124-45fa0abb4400a26e681e12d697c7482543d015f194a09bd7f29ad9503d31788b","root"
"0101127F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","e01a1d75ce1bf389da923d4521524fd76674c82d604e703ceb49fcf685c612fb","0-afa7e1dd9be7834efb2d166dbc14d081d572d3cd053151c0bf0417cabb871d66","125-6a84bac9b4a05b8037f659bf88adad75dac7a608e80181fd390fb688a02b6d39","root"
"0401897F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","dff8c35ca0588a9a0edfab295e46a4e7cdc841b7c82f1efedd218b249f565db6","0-8307c0f1b8525e1d62405e353c5cb8f8ec2a0d6144ec2f5ce2ed4ef9d3dde949","128-33d2156bee11876fbc56c576603a83c8ed54e6e77f16ed12089e44ed96e246a5","root"
"0401115F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","03d215c74bdaa0d12ccdffdc19181cd7329d9c6cedd518ab9c0c9053d6a9686c","0-5ff4537dafd037b401c0a3721a1e0146c5469f47dae82e9acf74db61fa2a8480","130-22638468f7bb9c502675e5891800737df368c6ecbd10683fb9e01c3244bb6c6d","root"
"0401897F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","03d215c74bdaa0d12ccdffdc19181cd7329d9c6cedd518ab9c0c9053d6a9686c","1-8b943992023fb5cfebcc727791b9ff63e4443df50347e9dcd9813d6b3413d483","130-22638468f7bb9c502675e5891800737df368c6ecbd10683fb9e01c3244bb6c6d","root"
"0401897F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","c700fd6e9bad9f33645f162b4677a88285a42bcaf22d4699cc97d584e278e1e5","0-472331e15cfab4261b39b8867249cbabd0a755ac6f1c1154e175f185dd50cdf9","131-4e1664d03ecd61d8eaefd1701666b2003dfb6e41a55ee84a687729a012a49256","root"
"0401132F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","9a2ba94a217d82096f332eb52ba7ddeaf76b99a2e5a89a7ed11986588d44548b","0-67928b9f9d72b596bd2d72b51cfb9542818233bdccb24cce5897deaf806f6d97","141-d3c031e2749c801417754f7ef0e25fcf8cf0942860d1056e56d38f02e7ad5857","root"
"0207219F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","9dd66c90956de6fb6fc18d284df72a8cc1caab1358115d5f2865730d167b4a3b","0-9f30034e6e8d13b41159204f53c3152121549898e4485e024220a0d231776ca3","158-58567ce940fca9c9a1cf0b3caddbcf112219aeac0ba5b6c6c35bc298357b3d2f","root"
"0305220F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","a7c6bab01f0a3102b466c221b8193722f8b6637d9b29cc98c18c29fc94b0ad9b","0-05964d9a28b123fc201091dd4009c899a655b807ac1993943d15fa225917eeac","163-e52a8213da2d3972cea2b6651e960d5578e0943bb8a6fd76e7037aa3f3dd3934","root"
"0305220F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","aaed585149a656d63a58d4f01cfc8c99e83ebcb21465c529b23eb833abcb3d68","0-823b1225e35b262d64e210d6080a025eb199c0e86dc1674394519927a2b9c5ed","164-cd9675378737a0961f81913a8a723c6fcb3f787aa952d54f12f16750c228efc5","root"
"0101126F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","50d281b7a64db9714c777b0672d77cfc1de802d66a5aaf5438bc82645a631768","0-73cb00b0c226c135cf68a2b98e2a7c03043eb19ec41453a463a8a5412feac4d0","173-4a70e6f099d9696c2e2fb98815f556972292e366f42bd7c743bb47c79e8967eb","root"
"0101127F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","7b51d9e7c4fc63fad0257a31c0fc574c43978356f4f73ffd6df61242554011a2","0-0118457eaa962e95f527fd7014e4b44e1bce6af000f9aabe2bf94b20144d81f1","174-ea34e143962cb73b5657c5ff7a4ff4acdcd91845625062b538f1732b6993816d","root"
"0401897F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","e1efdf543484ee3b505a53e48dfd55258f64a99890bf751ea36fedd6dbc1c143","0-96810a416d27a65d7fc390a26122c12d9f8242a4a18bb567220535c4316ff25c","177-d027b25b6e1a849dd2230a7b6dee4d5f82b4e2a44cf352d903bd793e9e536402","root"
"0401115F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","932589774b5af24082b216dae63fa350487db6e66eeff53ea2ef1006e2787199","0-a0ee51ef6306bd7d28c641b08cb237d2ed7cc18f0871bc73abfc6b5583993c57","179-ec5d43f68d7b2543952497be137c598355c15726985c765dfbc391fc24222e5f","root"
"0401897F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","932589774b5af24082b216dae63fa350487db6e66eeff53ea2ef1006e2787199","1-302df039a56126a1dc4eeb7f1ad456b2f48b5a8754c3adc0461555a554a73c8e","179-ec5d43f68d7b2543952497be137c598355c15726985c765dfbc391fc24222e5f","root"
"0401897F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","6e42679277010c39c640065128df44de8f4d0e99d1df3db64a876fb2e467384a","0-37543cb5a746f8a6f3b3eaa08acc7a4bdf0aaaefd9dcdddab9ed58f50ac39114","181-cb191a2c164437ca3c1e08d2b3256949688282384ce708b4ff446d55e6095f78","root"
"0401132F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","6d2a5a5d589018a44e3cbf52cb1c912bfc2ae7ebfa3167c185f32baeccefdb83","0-f4b715dac50fcbe8af6e16dac70be3ba63353e6f84eaf34e11e1471dbe1e5458","191-0b7cdad460e77e104f998e064624603485bb3587e17cd9b769f1328032662162","root"
"0207161F","2013-BASE_PROCUREMENT-2013-AIRFORCE_MISSILE-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","8dae3db13d08cf6bae22952387d39b872a6723768b722901fc54c0d66573e52f","0-49ecffecac2d6f08905044c9e0540feac0b56949a0b5f9798d85946e9bf59949","330-c7de770f6ae4013a0828509f155d8482a83d6051cac1707652090037a3d430d7","root"
"0207163F","2013-BASE_PROCUREMENT-2013-AIRFORCE_MISSILE-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","106bb334f249b7849830fc2a8d9b750d80968554ae54c7c032df86229d9dc8d5","0-2caffa71a012881a10b19ab9ad6232825db956d0b674924f20d272802e05b312","337-a9c97c125b2d1c1af8e65dbf99669293561bd7c08dfa1a844cc6b2bba5c8707b","root"
"0201109F","2013-BASE_PROCUREMENT-2013-AIRFORCE_MISSILE-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","6b65213e0cc1b684387ddd85a60107f122d812b22fa29b2c6edeb96708a1c806","0-283aebb4cc4886472603a4fe114bba4a20a79da9ae9ada5217355d35c9a1b6c5","338-334e18fe7f0e7e6d2fa6bea33550bec777772d9bda562d70b83e80f069ad1c79","root"
"0604329F","2013-BASE_PROCUREMENT-2013-AIRFORCE_MISSILE-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","72a21931791f893e26f835ce9a2657d31de541bb27b47e7acc3b5c6d4c5fa0df","0-fca845b5614d720c3f5fa87994d4ff295d2dae9bfb13c52269fe08edcf4261c1","339-722e98eb1975d7b9d08f66642afcc186a5efdca2deed913b22a53ef418b7b4c3","root"
"0207161F","2013-BASE_PROCUREMENT-2013-AIRFORCE_MISSILE-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","b59085466dd5e913b48412ac5b92463d4bc7563b8d00212750b70963a637457a","0-979a11301e963955f799f1dc95b4f1525696dbeedc4c663f6c5c9a811915632d","356-a40643f1eaddcd44bcfdc794b0a284c08f907f6ba4e023473f60da9cee119f9d","root"
"0207163F","2013-BASE_PROCUREMENT-2013-AIRFORCE_MISSILE-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","bd94e016655fb7e8c18ca6cbc8a1281d2289738dab2784f61b0c5091b6f90251","0-66834207a6df72b2ef0469f10051db3fa9f6021f3ff40cfae14ac6c56aff4305","363-8ab210a9174e352c582150a5a17be8a3ec51c20793d3cd8f792c6ad075e3ead1","root"
"0201109F","2013-BASE_PROCUREMENT-2013-AIRFORCE_MISSILE-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","b049ab5b05f0aa22ad3d812cf284c78dab2c3ca6f621401f96762108f5c194a8","0-626f95ead5e7a03bea9c8498ee10728c8a07eb0c5d06939b547f86a04ca0b691","364-99270740893e7cb3f3576309118be45f6988eb0c76d2a16be8426369d5e5d3bc","root"
"0604329F","2013-BASE_PROCUREMENT-2013-AIRFORCE_MISSILE-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","dfde2ebd17ecbc558c036041b46d8cc770650dd127bc765bbec80d05d34d3d6f","0-1473b1d48eb5bf5fed69d1dc52858903ec2fd1b12fe74aba66bd7d3c7c1fc631","365-3886ba09b271fb3af5ccf6c12db108bda173368ad2692f699d832dbfb100444a","root"
"0604865A","2013-BASE_PROCUREMENT-2013-ARMY_MISSLE-JustificationBook_Army_PB_2013.zzz_unzipped-JustificationBook_Army_PB_2013.xml","a067171d8964ffb89dea3415a97e6225d66438600b2ed3ba37690c54df7714e5","0-9733cf1be2186b6a09300a9e3c9be81ac66974985ce4bab105d69554e7a2df5d","542-1d5bba01050d7fb70845793a0c5a8c3623165e57868a8f7c88703e6cb003556b","root"
"0603869A","2013-BASE_PROCUREMENT-2013-ARMY_MISSLE-JustificationBook_Army_PB_2013.zzz_unzipped-JustificationBook_Army_PB_2013.xml","a067171d8964ffb89dea3415a97e6225d66438600b2ed3ba37690c54df7714e5","1-e9bfa5522a28a90b4fb10ced283a1e53b92467e2a8c58583bd2191016dfd4ce4","542-1d5bba01050d7fb70845793a0c5a8c3623165e57868a8f7c88703e6cb003556b","root"
"0604869A","2013-BASE_PROCUREMENT-2013-ARMY_MISSLE-JustificationBook_Army_PB_2013.zzz_unzipped-JustificationBook_Army_PB_2013.xml","a067171d8964ffb89dea3415a97e6225d66438600b2ed3ba37690c54df7714e5","2-4908994164046b96a39b9330be23abdc0de12bbe6130aa1b0c3e995f4fc642db","542-1d5bba01050d7fb70845793a0c5a8c3623165e57868a8f7c88703e6cb003556b","root"
"0605456A","2013-BASE_PROCUREMENT-2013-ARMY_MISSLE-JustificationBook_Army_PB_2013.zzz_unzipped-JustificationBook_Army_PB_2013.xml","a067171d8964ffb89dea3415a97e6225d66438600b2ed3ba37690c54df7714e5","3-4ebf0e9584ac72e057ed408cfb3a9b54d35e7764da1a82acafdfa0f5780bb83b","542-1d5bba01050d7fb70845793a0c5a8c3623165e57868a8f7c88703e6cb003556b","root"
"0207142F","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","1288b883893273510b75dc53601fb827cfb919d1c2894f3c7c2c5ee15ab63c4a","0-88c28c7882b959040e7527f8620e4454f61c97409584724983bd03f8fb84b5be","661-d8a44b9718367e29085c17acd7967d9e6ae44e2bb65f1c4f01a87e91ee2c8e97","root"
"0207142F","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","9b61234d81d63166f24ad258b5e55dffeec409e2dd27bb2645028bc0cc61d668","0-860750616176cbe94c454c4510ac586030fb8af69923205d92f47999efefa981","662-172e17db2b76d80ba2837ee82697e0c1f3a00fb24a234a4b081fb20a87a813b6","root"
"0305116F","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","b45a446809597212d152ebf6a03874721f34cff525f6215105d72c06596f4c7a","0-dc388e28d252d813cd5f7d95b7e32e1c3fdb5adc44d73b553af087e4f1a3ca4f","672-17a16e6e88ac65c7eeb409ea5743da79fa3e882bd312dcd239d40865986ed2a1","root"
"0207219F","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","2499385314dda2f044f58afdb60d539c0ee96cf4b3297edd2576c40e65a925f7","0-e3d1b6374cfe742614f5a7c5a43e4a1b0f482ea55cc84a2c86b1f5eab8cece10","673-806b286bbda9f8dc059f7ca53ad3ad111d573fe274739af3652bd9967be698af","root"
"0305220F","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","6344ffaffcd0dcf02df1b26345df842a688214ceb4388fac2c0f9d260faa4e49","0-e3c660c1be3eee7504a83f879bcd319e8f4e43b71301e14379ff1442a13650e5","677-520d1080a995df56cedc7f712d2580cd01cc4549524c3d251cbbf4d18a9eefe2","root"
"0305220F","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","7d6024d0805daa28a288cfe9e56a9395294a4bb690e51891da9ecc5630b114e6","0-9af08298c836ccd9b5593d456bea346a1c2f838cbef1bb684e58a6ced104e761","678-8d037050915057900d2ee290f6210e70dc72ac727c45e1794551dc113b879d91","root"
"0205219F","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","dc8aa65a82754d44f4affda9776740a031654ab87581c0849e543054c8c24839","0-7c43d554fe782f9b0d8ac6f6c7c31c1aae3799fe498bb7d2a529ea21cdd797ce","679-e9aef4779e79046ac386042cdafddcc38282db6fc7e6522a659c1c5b09dc6a6a","root"
"0101127F","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","869f0791fb85be81ed376e4fb7144837b1c4d64803897c2343a58e8783a4cf38","0-5a4db585c4ba5b0d859cb840f380cdaaea033e73b674596399f8a0ba949b8eb9","686-23f84056240d0c35af698e8fc63c88defb15fd2818c1b0a1e9ad88ccd97dad4b","root"
"0401132F","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","87fe378a0d0a4ac2bd7f5599a847577c8b84352d788084ef2c6af33bc809e3d3","0-cd016e3edf2c181e9639893e0ca35793467b92bf33eeea615e100d9165a7e409","703-8042ce277aa9bd5ab9f5806eb2fcf662d18499f17e247acea5e7e998839eecbb","root"
"0207142F","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","7bf5c0e233931728ad1b0b1c9962c56ab21427f4e497fb214302afae09dcf7b0","0-390420e9c933d6be4226ef262cfd27c72899f1df86926be0f444953f5dc2c07d","708-8dafa447c32972e69913df5c1579dd01824eba55def4013d9300b895f0be4532","root"
"0207142F","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","49e6ebb877c28b1a5a5ad3ec630e9669d0f205b4790c66bd50e69d037f2b0687","0-97b69654b6c3dd97327c2c09b5a7b0f8228db3162754af2fdd52ae64c91b9733","709-def9cbc81c3c29da7d517c042140e3031483cdc8ce9c5272e70e350d4cc54299","root"
"0305116F","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","19521bfead2ca42f4a6c5ebafecf978932fb90ec09d2a81a727ecf974aafda2a","0-f498fd3eaac4e840ef9af2bc66347dd7b41c8559334cc549dbdfc132e88edd40","719-13197acf1efed845beabbe8ee0b7e344d1a0be7c025504b6775dd49b9efd28a4","root"
"0207219F","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","95b008b2886e43ca72942c957d3fb6eb3924003991d1464470ce65d082325064","0-91a34905bf9bb598d4e1f08f7509f2c30f07550d3f956114cce2e4ef22c4a7d0","720-66e138b7d2ac3e863b241ef76b20b573aa3e110ce1413b760351a3fa65f09c67","root"
"0305220F","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","4b41aab551dd5963369d5d6c772fbe316cd8c2c012a1e3a665053b2726d13344","0-1b02cdf432e7901db996a3617e7dc313772f35e891b97605ffad2c5c5a4703bd","724-fc22530ffd75c8c9df60dcf4c7391660b7e4ba1b3050b0c7484729aacec2f952","root"
"0305220F","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","20f7907056336be4710ebeb3bc8594a8c51886c61c07ee8b10c3abad2debace8","0-639c4458fccd2cf56935f28c35b1b95e3ebe91ac3b797133dfb4d96ee2e63fbf","725-b065ad8d40a942d245344e5c9f8909864481eee22d3a2d606fe13454ff99ad41","root"
"0205219F","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","733336bf324f20dedd4718f00dffef33481f156568307d083925b389c2019d66","0-5fea5871409ac26d336cea2d3a2a84077d70bde94665f03b9d148809bf35f63d","726-04690fd47b57ab7dda5df61c23c0d246b91cb45a42d1642a3d4368c25004fe05","root"
