Name_val,Location_val,@SOURCE_FILENAME,@RECORDID,@ROWID,MinimumSustainingRate_val,MaximumProductionRate_val,Rate185_val,InitialQuantity_AdminLeadTimeBeforeOct1InMonths_val,InitialQuantity_AdminLeadTimeAfterOct1InMonths_val,InitialQuantity_ProductionLeadTimeAfterOct1InMonths_val,InitialQuantity_TotalLeadTimeAfterOct1InMonths_val,ReorderQuantity_AdminLeadTimeBeforeOct1InMonths_val,ReorderQuantity_AdminLeadTimeAfterOct1InMonths_val,ReorderQuantity_ProductionLeadTimeAfterOct1InMonths_val,ReorderQuantity_TotalLeadTimeAfterOct1InMonths_val,@PARENTROWID,@PARENT
"ROCKWELL","RICHARDSON, TX","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","f71f544339083af465350ace9c24e4f34c61dc147efc0afdba8734bd51778f89","0-8a3e86043604e2c3e43bc13623a083386c580b36ba577688876a57760e00df33","","","","","","","","","","","","6-394c49692eb3b91f391ebc8c480de469a9032184993ad75b973b828c6957bfea","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement"
"ROCKWELL","RICHARDSON, TX","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","f71f544339083af465350ace9c24e4f34c61dc147efc0afdba8734bd51778f89","0-b387f16b1a5452a92707aacda18604faeabd40469c23728a23dcb112dacad1d9","","","","","","","","","","","","7-b16ffbfea5efe1adea8ad54a2a9c51c493d4f5d1a505afe7a9b38fbbc9d62c77","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement"
"ROCKWELL","RICHARDSON, TX","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","f71f544339083af465350ace9c24e4f34c61dc147efc0afdba8734bd51778f89","0-934069e5deb04c004cd1f30545f35adc1a748778f8450414e038e247fe904430","","","","","","","","","","","","8-492196ed73f3abe6e5053f3183108dacd4dadfea7b002489634798b87773f9dc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement"
"ROCKWELL","RICHARDSON, TX","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","f71f544339083af465350ace9c24e4f34c61dc147efc0afdba8734bd51778f89","0-2556ddbd21cb6d46f0509cdd9abfe6489fa27eaed57701431a2001af44cc6adb","","","","","","","","","","","","9-a662bdcbc0dce7e6e5be5d580da038693efbecb69ebf26e48851bfe73a93cebf","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement"
"ROCKWELL","RICHARDSON, TX","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","f71f544339083af465350ace9c24e4f34c61dc147efc0afdba8734bd51778f89","0-285b5f27c338381a6739cef0cb93abc811b2343314a577a70818e82e2ca6657d","","","","","","","","","","","","10-6e13a4dd1e6017f2d34b20478d553e6e58ef768986520b67446e9ac8a23f2d58","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement"
"ROCKWELL","RICHARDSON, TX","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","f71f544339083af465350ace9c24e4f34c61dc147efc0afdba8734bd51778f89","0-690a18aabf34233c3cf307c95763b96d2fd58f0ca98e90a6c8d9b5da453857a3","","","","","","","","","","","","11-e148aefd63027d8edf299b8622b1f373207d2a2de917121bb12f2e65ecaa81e3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement"
"ROCKWELL","RICHARDSON, TX","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","f71f544339083af465350ace9c24e4f34c61dc147efc0afdba8734bd51778f89","0-4e13555329bbe8cf50bd00d329d14c33c2cae010337ba2c0bdc5991f748c56f4","","","","","","","","","","","","12-e457669a001cbb5cbb6dd7f1eb333fcae77d2208ad990ff0d6237ee184ea039e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement"
"ROCKWELL","RICHARDSON, TX","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","f71f544339083af465350ace9c24e4f34c61dc147efc0afdba8734bd51778f89","0-95c0e9eeb483875c1b471c7669c799fb7d913a56fb5ca93ff8c62af714bc478e","","","","","","","","","","","","13-ac5a67bf4ccce48ad98df582a29c21d6812a55fb1850f0127eb872db7bef6dc0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement"
"LONG WAVE COMMUNICATIONS","OKLAHOMA CITY, OK","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","f71f544339083af465350ace9c24e4f34c61dc147efc0afdba8734bd51778f89","0-3e385f3cd49038ca94f7207bd7fa77dca935903328a7672d281eac08c0c58435","","","","","","","","","","","","15-e19b68976b1573fb0f964ebfe631b862c51b5f8b3a29b2fc9b8c55dfbc354c2d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement"
"LONG WAVE COMMUNICATIONS","OKLAHOMA CITY, OK","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","f71f544339083af465350ace9c24e4f34c61dc147efc0afdba8734bd51778f89","0-ca478c3c11dc87b0613d340bf82e467115e16be2d1aa1b42837d77995fb3982b","","","","","","","","","","","","16-65e061b25571ad5245bad5deeb696144d05333933cf5a9ab3223bf6bc40e4f74","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement"
"Lockheed Martin Space Systems","Sunnyvale, CA","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","8a400c2fef47d9b788224f8887bcec41dd3e6a41b162e420da864434d320ae95","0-30a5782e0c36bbc0ddd41a2768dbd7e8e410c10590a22790f163ca923945482a","","","","","","","","","","","","0-33f2c3d275b98bca86ac8a62c89abbc4ddb35766d46934dc230cdd0161792666","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement"
"Lockheed Martin Space Systems","Sunnyvale, CA","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","8a400c2fef47d9b788224f8887bcec41dd3e6a41b162e420da864434d320ae95","0-a588905cf5a5d5bc075e07083cafe41195b0bba6851834bdadc470eb2784e5f7","","","","","","","","","","","","1-8060954c867287d9b104cc557d5c60953a1fa3ce3d7cc28452a78f0dd60770a1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement"
"Lockheed Martin Space Systems","Sunnyvale, CA","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","8a400c2fef47d9b788224f8887bcec41dd3e6a41b162e420da864434d320ae95","0-7b927f6aefa215c4ed0fc197ed0aea1a02f09b142acfb69ca671e400036b838b","","","","","","","","","","","","2-07069a49f8e3b3ca4d87bf48fda734bc7381347d8c202e74ed4f815439d76895","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement"
"Lockheed Martin Space Systems","Sunnyvale, CA","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","8a400c2fef47d9b788224f8887bcec41dd3e6a41b162e420da864434d320ae95","0-32c107734093cdc1e019d3e4ec0636a2c7e10e837b0c19b068689f14f51f00e3","","","","","","","","","","","","3-9d7dd8eb7593ab0188d551a8c23f89017dea141cd86070fde3139527c04687f2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement"
"Lockheed Martin Space Systems","Sunnycale, CA","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","8a400c2fef47d9b788224f8887bcec41dd3e6a41b162e420da864434d320ae95","1-d41eae4916da5924b313a463954ecc78240162287bf7e9123499d0a426e91d1b","","","","","","","","","","","","3-9d7dd8eb7593ab0188d551a8c23f89017dea141cd86070fde3139527c04687f2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement"
"Lockheed Martin Space Systems","Sunnyvale, CA","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","8a400c2fef47d9b788224f8887bcec41dd3e6a41b162e420da864434d320ae95","0-5c2483c0a1bd989862db6d0bdb1935fda5662ceb487b3a147670fe1bcd5b0e2e","","","","","","","","","","","","0-6c16d1cf7b6ef3fa89b102fc804ffa0777f573f45b7784814c2d283eab7f6d4b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement"
"ITT","Colorado Springs, CO","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","88b46961904815d0d0364584a26fb1b66eaa42ea170fe6f8d779c0476071f4cf","0-1b70398676ab04f900beec61a183d2f70b22a85ec1fbd3f1e8a313415a89152f","","","","","","","","","","","","1-0362d6539011668ac89d287f65ca3b7c77c91c8832ecdd315e368639b103dc67","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement"
"ITT","Colorado Springs, CO","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","88b46961904815d0d0364584a26fb1b66eaa42ea170fe6f8d779c0476071f4cf","0-e4efc99733b817c2690e9d029db95b1667389a6c7144970f7d0af774f9e5d426","","","","","","","","","","","","2-d60278cbc7de2766cdf3ba7882654acdee189911b2c8a54cf0182f33a859f835","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement"
"ITT","Colorado Springs, CO","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","88b46961904815d0d0364584a26fb1b66eaa42ea170fe6f8d779c0476071f4cf","0-9d48679d5556b9d8e72d1c41688c3cf788bf19691ea82e12108b58abca11f483","","","","","","","","","","","","7-243afa739a6d840f34c66076d1d8b77720fc4b60ce26b19bd4e9894b1584d9b8","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement"
"Integral Systems Inc","Columbia, MD","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","3a6b6ddadd2b1fb33edf79ab24a09b291e6820d766a584de8641975cf358da21","0-90bda6025f33fac4b42b0d4366aeb1ceb01c807f60d3364f70b2d4cfc66288c7","","","","","","","","","","","","0-e244bdade0cd4048bd035098f2b714f7d2e99b90a31836ad427bf8fa5b68fe45","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement"
"Harris Corporation","Melbourne, FL","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","3a6b6ddadd2b1fb33edf79ab24a09b291e6820d766a584de8641975cf358da21","0-e4258625a65dc7a5c0adbea276f41c968c916877709ba4a6e231c0dd336732ae","","","","","","","","","","","","0-f713eec51b263ae9eaa07ee8458921e20bf7cb2020166f6ce4dc2469c0da06e2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement"
"Harris Corporation","Melbourne, FL","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","3a6b6ddadd2b1fb33edf79ab24a09b291e6820d766a584de8641975cf358da21","0-c5ace74af847af7deed4acf6941195812aa8b30ecb50b8897191074ca8a090a1","","","","","","","","","","","","1-a53f5f2c9764fd5b38407d8ba5b7ce57038b1ee0883b99f2e218b9dbc442bd69","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement"
"Other","San Antonio, TX","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","3a6b6ddadd2b1fb33edf79ab24a09b291e6820d766a584de8641975cf358da21","0-2c2e64470542dbed6b22ce9f5b47be6cd60941f3bc9fb7e767a40267040d3ba1","","","","","","","","","","","","0-00a1014bde72df35b4904a11287664760b4c9bf3df3e56fd716ff792ad154322","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement"
"ROCKWELL","RICHARDSON, TX","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","b7694af45eed8c64bfbb78bc8b9d222723727fa3f1fb265c97c1f2a2488e330a","0-774a3ebebd2f8f58147533cce334169e5b86621a629cde75e56d81f2fb7a3b3c","","","","","","","","","","","","3-e97e985442309cc16c8904711946c64d1303572fd0f92dd1aabd75b21360dfe2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement"
"ROCKWELL","RICHARDSON, TX","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","b7694af45eed8c64bfbb78bc8b9d222723727fa3f1fb265c97c1f2a2488e330a","0-3608beeeb85b1e54e57114819928f5457ff41efeb4517af7b2701ccedef5c0f1","","","","","","","","","","","","4-c7a20fadb5601102b630ee451bc19e086e9ff2461bda755200528ba01d13a7ce","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement"
"ROCKWELL","RICHARDSON, TX","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","b7694af45eed8c64bfbb78bc8b9d222723727fa3f1fb265c97c1f2a2488e330a","0-663a6d9514aba3d87ddeb38233f7fb91d9ab8d30f12859123534fda08555ed30","","","","","","","","","","","","5-aacaa22125b2462b862700c2ffddc36e50c1330ff8730d228a2c202656a3bb08","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement"
"ROCKWELL","RICHARDSON, TX","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","b7694af45eed8c64bfbb78bc8b9d222723727fa3f1fb265c97c1f2a2488e330a","0-df3099b6c6a4faef797cc0fa5fa10c2a7a281bb6b8b05e442d6e8eeae22a253b","","","","","","","","","","","","6-f079641e2f2b67fb1d892179d19d72cf51296682bce382e0b2a734b0681c3943","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement"
"ROCKWELL","RICHARDSON, TX","2013-BASE_PROCUREMENT-2013-AIRFORCE_OTHER-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","b7694af45eed8c64bfbb78bc8b9d222723727fa3f1fb265c97c1f2a2488e330a","0-b6ac7ae1dd7236ea8832ad77e45d8cebcabc48b6d0698103e5a7ee2bcb2cc17a","","","","","","","","","","","","7-fb3b0cfedf1d1a43452f3f366b25a44b39c74a84e16704bd7e0cc2c2ff9776be","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList.CostElement"
