val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"0401130F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","8bf976c6accd36e8559c03d97b294c8902aa574e2ece552803d86400bfc66807","0-0ad6b3dc67b7ca60970a6678cf06f2df18d51892b5f001df40573fe807cb0cf8","0-11dc8fb84f68effe20ce176d7995f5d2626a18f17a8b83768faf1b5eaf73a65d","root.record.ItemExhibitList.P3AModificationItemGroup"
"0401897F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","8bf976c6accd36e8559c03d97b294c8902aa574e2ece552803d86400bfc66807","0-d81806a0800e3572886667e95fb0dfc6123582161b6ac6f9fe8ed0e3bbfb5e3f","1-4d3cbe6d4ec91e614efb97896e1c6be3a2093981002fc41169b0cf5119685fdc","root.record.ItemExhibitList.P3AModificationItemGroup"
"0401130F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","8bf976c6accd36e8559c03d97b294c8902aa574e2ece552803d86400bfc66807","0-21e26c89a03425a21b86aaba8fc2662b6e76ef24fcc1ea9c692bc49d1fc09f0d","2-3d4e7bc4ac3d62089bafbc3dbc8ddcdf7b0c817989fbe704071f6c2ef88f41b5","root.record.ItemExhibitList.P3AModificationItemGroup"
"0401130F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","8bf976c6accd36e8559c03d97b294c8902aa574e2ece552803d86400bfc66807","0-faeeded847d72e0ce559402fe0dad1180dd1a952af7f5f0a9d03b6ce01308f70","3-8d09b35a6c6e9dec4f5ed56943a2f2e7f28ac9b8c67b4c8cf00b80737ed99033","root.record.ItemExhibitList.P3AModificationItemGroup"
"0401130F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","8bf976c6accd36e8559c03d97b294c8902aa574e2ece552803d86400bfc66807","0-24dead493d503a4d69dbd71a626bc0230bb5155dfbfc153cae7c837bd84a2c02","4-3d23de8ae156a0b410312732b384f7bf95d2a4384deb3d49eaa4d0fec07e8c4c","root.record.ItemExhibitList.P3AModificationItemGroup"
"0401130F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","8bf976c6accd36e8559c03d97b294c8902aa574e2ece552803d86400bfc66807","0-b9927f4c967a28ddd908f19cf8f55e668a0f326277173be72009e881b27ee965","5-bd1532354997f20f95bcc613743f35cc6e2fb69b162afe39ab36c5894f02ccb4","root.record.ItemExhibitList.P3AModificationItemGroup"
"0101113F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","b2d8afccacbbad6e360e0d83fc9b6f11326b8d6bde17f88d3c4e843f38ab51d9","0-af730392422f07cc667f18c8df7b65c7586065ec447286175bf09d49ebf66b63","0-235deebf52c9517cdbb64c28b0e19b30951e055591fa42360d8e0d97ec2a54cd","root.record.ItemExhibitList.P3AModificationItemGroup"
"0804740F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","66a2e813f9095cffeaf362a268485559e78bdf9106ddd06206eb478ca0f810f9","0-7c2b5d36bfe22d55ec0746b7559a81cfda6a6053023bbc873a3b5d5d4404ef6b","0-a1b47f9e274f5d5540743b31b662bd8b53c4e994e0d79db1a1ec824829f88cac","root.record.ItemExhibitList.P3AModificationItemGroup"
"0804741F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","b4a0a1f5bffbc93a1b835110e4fd293de1a2d0177a43de726dcfaa581bb20cdc","0-f0e3fa4694f252c5f9c389918eb5f08890965ad7cd1e790af43b5271a9e1795e","0-4dc172785aec679902c1d41e83bc8c4ec8a08e0893e1ed9931b55e6270cbad8d","root.record.ItemExhibitList.P3AModificationItemGroup"
"0305202F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","f9967fa42b57731954068ef520219961b9e7c3b2bb4bc4a87f98c5625c6ba5a0","0-5201e2dcaf599994cbfc43c99b2c21c54e54f3f9cfe741e5e2e11b44a04a8a8e","0-70aa6b698f804db3da5d6be36b54b7b2fa801aebb17bee284972651f1036e938","root.record.ItemExhibitList.P3AModificationItemGroup"
"0401219F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","7f95dd75bf2114bf4d2e64dc73bf59014a2f5703906050baadffa60e23e7eafd","0-e15ab73ce3d60f9aaae520de1d3a5c9098ec9a7ab30e11a31af41dc2daf07570","0-9a1834d9c5353ec9fb96550db0176ce60c120008d8003b7bef797cfb1c920f9d","root.record.ItemExhibitList.P3AModificationItemGroup"
"0401219F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","7f95dd75bf2114bf4d2e64dc73bf59014a2f5703906050baadffa60e23e7eafd","0-fa643bad40b7d0dbff21557ccdd7d2c29bdb6c0366ab0d2bed586f45d2800000","1-56ae8cbfe465cece97dd3d255ae1a2d91c62f02a09abfee931f8ed3d7079b37f","root.record.ItemExhibitList.P3AModificationItemGroup"
"0401219F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","7f95dd75bf2114bf4d2e64dc73bf59014a2f5703906050baadffa60e23e7eafd","0-e765b61d573cee91254d3f8a1bdfd6da3ad7306bbae5acd6d8290a520da7872f","2-fea38c5a932228fe3f86100191917235123573f2762115db80c28b8c6af068a4","root.record.ItemExhibitList.P3AModificationItemGroup"
"0305230F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","cba0cd297e6be791ef2bcfeb4e56f5ff9e6fbc950d55bc245b5871e2429867bd","0-3cc088c2c01b83d1b8d8b7c4f0c2361c6b470ef47977fa63d43025379e87d01b","0-2469398a2c7a30e8e1b61afe41cc52c37fbf4bd393f9c39cad41c1308302071b","root.record.ItemExhibitList.P3AModificationItemGroup"
"0401314F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","7bcb6f6d45c43542b7f5ac6d84e9b8c61a05304670b11bf2fb4cbee320d2f60f","0-9842e9bef2d1a8f60ce58b74d994c4eba00b749824862a8cf5bcb570eb78f2b4","0-240b27c016e67c63821d0dc5894701dde65f376bb07754db3307b71de7c4cb3d","root.record.ItemExhibitList.P3AModificationItemGroup"
"0401134F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","2e1d78dbc8d2c1ac56746831c9e5727c31091ed30cb43e44e5083d349a5adfd7","0-f5a223f5abc80714d1b439f45845b0750acc68840071e5d9d20c4499021d4831","0-757a7624ca91518911f554e357c5789f29a1a256baeb8b083717231cd8f856cd","root.record.ItemExhibitList.P3AModificationItemGroup"
"0401134F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","2e1d78dbc8d2c1ac56746831c9e5727c31091ed30cb43e44e5083d349a5adfd7","0-d8f6633ab3224e4d803a9b4d5cd6203a3de27ca9e5dc9ccf9c0699fd42a6cfcb","1-28a6c8d30aba862bd2ea017b51ecaacf08df1bca77a71f67a537f14ce13c0812","root.record.ItemExhibitList.P3AModificationItemGroup"
"0401134F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","2e1d78dbc8d2c1ac56746831c9e5727c31091ed30cb43e44e5083d349a5adfd7","0-7c4ea5ae1a0512d0674d27f7ca22c990a76a19392e320b3170a2e825598d31c9","2-a839afa2669fc9eca19e290142d2d155690adbdd23f13dc1e1fd60d063e8867e","root.record.ItemExhibitList.P3AModificationItemGroup"
"0401134F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","2e1d78dbc8d2c1ac56746831c9e5727c31091ed30cb43e44e5083d349a5adfd7","0-f5946dd355376834ab562ea9796f478c226325f887b0608c2314956c7deff3cb","3-5ca1c095a57c325dc5a551f0f0420b6b2262cb0aa97d322f984aa04f65fab50a","root.record.ItemExhibitList.P3AModificationItemGroup"
"0401134F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","2e1d78dbc8d2c1ac56746831c9e5727c31091ed30cb43e44e5083d349a5adfd7","0-110d81f00640a50017a9f49800d3d413b55513580b7532290b6c2a79efa6018e","4-da8eff59c6b2cd7cd25ddd11fd7b20d0033d52e43047a85dcb9d80ff2d22c82f","root.record.ItemExhibitList.P3AModificationItemGroup"
"0401115F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","4d2f558fd3af0cbafb6ac42f2ee8588f85e0942e85da6af717ae34179a25fb62","0-32d3f6bd3b1a5741a52358cee35e2d90a4c6bd283e2e8180b4600494aad58c21","0-79c844a346fcac64b2a469b7c39b35eafec4a389060761b8f784ef4b5ea7cfb8","root.record.ItemExhibitList.P3AModificationItemGroup"
"0401115F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","4d2f558fd3af0cbafb6ac42f2ee8588f85e0942e85da6af717ae34179a25fb62","0-cde9a6a17c73bbda6b54cb66e3484bb7e4b743008ea3422508d79324f8be629c","1-1f7d8a4853221cb216a5b24733c419fd7351ffa1e23b80b0308b92cdd67f30f1","root.record.ItemExhibitList.P3AModificationItemGroup"
"0207224F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","4d2f558fd3af0cbafb6ac42f2ee8588f85e0942e85da6af717ae34179a25fb62","0-8db7f390a45ac9f814ce0378c3b96c483e8e2dccc94084f78ffdc1439d3b3fa8","2-985b47886c43da095cbe5127a4f081b823942b1acefc5ae677aa96c6b3dc2f1a","root.record.ItemExhibitList.P3AModificationItemGroup"
"0401115F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","4d2f558fd3af0cbafb6ac42f2ee8588f85e0942e85da6af717ae34179a25fb62","0-74a5362fedfb9fe1bb80d56085ef131fea2e52be43c5a51fe2060115cfe41d76","3-395e1764b77f20534783fab00664b0009fc6688a2ae1bf29c7c368a0c82b8457","root.record.ItemExhibitList.P3AModificationItemGroup"
"0401879F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","2735bdb4da25959b8b4abecc00898757f40a9e86e5f583f7a85fe0b1e7420326","0-3f5295d69207e2a29ed26b3f8a0fbc852cfda96b41117d12dbd5f2537be72252","0-ffd8f313e47b87062c7f5b82ac0caec1f058287db286788c949544d61100c1fe","root.record.ItemExhibitList.P3AModificationItemGroup"
"0401132F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","2735bdb4da25959b8b4abecc00898757f40a9e86e5f583f7a85fe0b1e7420326","0-2016e947edbb828d31abb977d54240811a86d45c5f586b2e13083ea43f22a2b9","1-65f5d14f3f56f2b1094f135b9435c18d0b96250bf04b6629399594a223034ec8","root.record.ItemExhibitList.P3AModificationItemGroup"
"0401132F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","2735bdb4da25959b8b4abecc00898757f40a9e86e5f583f7a85fe0b1e7420326","0-7746146d45a16220058de2df803bc0a442aee145e3efe150437ae624ba0a331f","2-2aa68b78f57e6a30769d6aa42c386647735b5be0fa2287e07c4f0d36f059368d","root.record.ItemExhibitList.P3AModificationItemGroup"
"0401218F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","78e2884d018f5c61b9f3aa102f3ee0123bfb3460e832ac75daa9d44670eb2be7","0-c40d388aa7cc9c793e673c7f0576e5761d3ddf9f6b4ad9cbf5ff754b59ed21f0","0-8c5ffa9bbf174fd7e1ede73521625759775135e74bcb3228d75aad529f62d6ae","root.record.ItemExhibitList.P3AModificationItemGroup"
"0207253F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","8a13fe62ec4f7c8fb1a395fe3c95a9da56a7659c28f1303bbf32769f2e9c4bbb","0-21192365e84e9413d1cedb3f73988eb17fea5b14515c02f2fd8d24d41baa51e6","0-9eed0c1c03aa5553299b8a549cc4cef357a5f6f25d8d5c0e85dc0d38138b1629","root.record.ItemExhibitList.P3AModificationItemGroup"
"0305207F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","028ffa7fcb4f7f7ad6864d6215a5a707b8bf3d6d8c656eb33777540924aa790a","0-1cb9eca2f3e92b68001119cf8f85c428cce6b55eccffb20b847f6ca587d68fb5","0-1e39390b2fbc857b2dfb237e88a459c4673f7a7ba8dd726a761aecfe4e00a576","root.record.ItemExhibitList.P3AModificationItemGroup"
"0305207F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","028ffa7fcb4f7f7ad6864d6215a5a707b8bf3d6d8c656eb33777540924aa790a","0-eb27464703afcaba11dabab71a3d85cd31ec64dc81e0ac902ffe02647618dcc5","1-14ac3e3dffe45f1a6345f7ef11ca839c1bc0b411324b142907c9eeed49d7b6f8","root.record.ItemExhibitList.P3AModificationItemGroup"
"0305207F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","028ffa7fcb4f7f7ad6864d6215a5a707b8bf3d6d8c656eb33777540924aa790a","0-996e5bd2a4cb8872b6beb016065a0b0e9d00f0e786b62e92dcf619ff406ba8d1","2-564747bfaef8162275a9ed48b25ebfb7e6fef86b51ed417035116c830c8e74b5","root.record.ItemExhibitList.P3AModificationItemGroup"
"0207417F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","b01865c9a4319b1f4459a7b6687c852884ba93995a0a60013558c68b2a00e34e","0-20b41649ad2273399a78caef5fbb78e8f06c3b273721069b66f8765297582a25","0-c5397e0a6ebf8db2b0879e0b32727c679337fd0f17d5fbb43b202e27cd5cbef8","root.record.ItemExhibitList.P3AModificationItemGroup"
"0207417F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","b01865c9a4319b1f4459a7b6687c852884ba93995a0a60013558c68b2a00e34e","0-a130757da2ec5f8f9228719ed4feb38ffcb6a037dde125ba9ee9dbc6604f10f9","1-dbde3fc61dbb92c2ce43b1c8eea5d4944640863e87f3204bcb0d27ea957aa066","root.record.ItemExhibitList.P3AModificationItemGroup"
"0207417F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","b01865c9a4319b1f4459a7b6687c852884ba93995a0a60013558c68b2a00e34e","0-ec5ea8f91355296d7f2d1fbc74fd38124bb1d8afe49268e4cff19a7c9f228631","2-97a6beb85c355a83cbd95f4a5f36f8ec22f18b2c4576a31fe77cd8cdaaa95f86","root.record.ItemExhibitList.P3AModificationItemGroup"
"0302015F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","1c2a9ee671cc6f00058c2f8fa9764b6b2a015936400e46ca5b2b2838e4ea8391","0-7db8378555b2a3827d885ac21f3b301c296386a4e6e4e690c7439579953ecef1","0-ff9f6eafc08259aad0fa4427ede77f54f88b07d4c22b29dee3993af83dfac7d5","root.record.ItemExhibitList.P3AModificationItemGroup"
"0302015F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","1c2a9ee671cc6f00058c2f8fa9764b6b2a015936400e46ca5b2b2838e4ea8391","0-17fa68e3c3b42b5c3a0ee56ba60f9a4b89e77b05be926b6e4d70107d5206857c","1-07e7be3e173d758fbcd7e40fbf03654ea878906da0e1e861be382a4c4ecd2671","root.record.ItemExhibitList.P3AModificationItemGroup"
"0302015F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","1c2a9ee671cc6f00058c2f8fa9764b6b2a015936400e46ca5b2b2838e4ea8391","0-0decadba1b3a47de28c18b9f74dc77da8a5006eed55840288e42c11eb007fb90","2-468de8e13d1c6495737a7784113a6ab9cc2c42cbdd29a641ddc5066f42d76757","root.record.ItemExhibitList.P3AModificationItemGroup"
"0302015F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","1c2a9ee671cc6f00058c2f8fa9764b6b2a015936400e46ca5b2b2838e4ea8391","0-4d97ec3088876201ad7781c6ee503b15fd532d56f10cbc04b7acc158129967f6","3-c4c704e6be3f408d47556c534b1cb6da8a1b87a8a016f32c0b91d8a50254b568","root.record.ItemExhibitList.P3AModificationItemGroup"
"0302015F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","1c2a9ee671cc6f00058c2f8fa9764b6b2a015936400e46ca5b2b2838e4ea8391","0-ef94927c65570fa0f35ba01d11065b33dceed4847e574e211b568b8e40b8ad00","4-2f42a087587f6ab6ce7199b740d4290e1669959cecf0586b30c57374d07319d0","root.record.ItemExhibitList.P3AModificationItemGroup"
"0207581F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","beedc27ca541947adf319bb5b1b581dfd5214e64502e92cc1fff70badf58b344","0-00653d299a4338a8a77d86db59aedebde797895e9bf4a5e819995412cc6fad26","0-f4021868df58c9e179e45fcb26e5acc52d4c6065bb4a59ac7acca4c8e3831685","root.record.ItemExhibitList.P3AModificationItemGroup"
"0207581F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","beedc27ca541947adf319bb5b1b581dfd5214e64502e92cc1fff70badf58b344","0-620cdc390d45cf5cb72c7c20dff8eb677e2fa6bf002a2fc7db23cb63f306e0f6","1-13b14b7e5d49d291d3d9f756e8770e2b78be95e45c0c0509112cb3883414a3bb","root.record.ItemExhibitList.P3AModificationItemGroup"
"0207131F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","2048a91e8b2edc0f698e78e8b71f08a4e3eac110261f374f4e322a358890a5d4","0-09f5556136e3b9a1a6452e1546c3788f30cccb65bb11fcd4e7f69d4651396985","0-147afbc1c00f3d81cdd1868e865a65034a688f95f1c5abc80846c2c2d3798f52","root.record.ItemExhibitList.P3AModificationItemGroup"
