Name_val,Cost_AllPriorYears_Quantity_val,Cost_AllPriorYears_TotalCost_val,Cost_PriorYear_Quantity_val,Cost_PriorYear_TotalCost_val,Cost_CurrentYear_Quantity_val,Cost_CurrentYear_TotalCost_val,Cost_BudgetYearOneBase_Quantity_val,Cost_BudgetYearOneBase_TotalCost_val,Cost_BudgetYearOneOCO_Quantity_val,Cost_BudgetYearOneOCO_TotalCost_val,Cost_BudgetYearOne_Quantity_val,Cost_BudgetYearOne_TotalCost_val,Cost_BudgetYearTwo_Quantity_val,Cost_BudgetYearTwo_TotalCost_val,Cost_BudgetYearThree_Quantity_val,Cost_BudgetYearThree_TotalCost_val,Cost_BudgetYearFour_Quantity_val,Cost_BudgetYearFour_TotalCost_val,Cost_BudgetYearFive_Quantity_val,Cost_BudgetYearFive_TotalCost_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"Air Force Active","0","14.151","0","1.999","0","0.000","0","0.383","0","0.000","0","0.383","0","2.585","0","2.615","0","2.681","0","2.723","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","322949cf2d0d36a65fa93b3511c8ec4b98c8c7d018be1d596ecc879710fd4f47","0-05f1bfb224c48523733ed3018fd4be870c4a465e946f4773172228087f2259ed","10-ebebbd19ca5aa5148eb0bffdaa8b982d1bf0f2d3e0531ba09b83ab5837a1c62c","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"Air Force Active","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","12","1.7","12","2.025","12","1.835","12","1.73","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","28cd559eb45d8d0cb7605d5de81c90900c108b27b19c49bdc83e811de5dcf373","0-039573b840a0cd6a4f7f4496d1f0c29eb87b822641fcded08f42b63bcc7cb53e","0-9b17e440b7584172cf7fa1e719b49b002e3452ee337e7810a6905217eaf622b0","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"Air Force Active","59","42.831","5","8.735","0","4.476","0","4.526","0","0.000","0","4.526","0","4.153","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","28cd559eb45d8d0cb7605d5de81c90900c108b27b19c49bdc83e811de5dcf373","0-06399cbb5aed2efb7450fc1c9635ff02b252c6c51fa2cdac25a0df0e500b788c","1-c6372dfe159066d5e9b0c162d28b91739c669c80610e964b7cec0f5161f25c27","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"Air National Guard","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","28cd559eb45d8d0cb7605d5de81c90900c108b27b19c49bdc83e811de5dcf373","1-0d25e40becaaef5d402e0b02fc52178ee285b5bea020bad1d65fc2d606083f18","1-c6372dfe159066d5e9b0c162d28b91739c669c80610e964b7cec0f5161f25c27","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"Air Force Active","66","8.911","0","0.618","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","28cd559eb45d8d0cb7605d5de81c90900c108b27b19c49bdc83e811de5dcf373","0-304b83eb97816b010ebc57d02b099cf0b6be71f4c48ba51eb298c8d9fd49f78b","2-8a65d1918233a43e0327709f98e2b41aef80567793d371e719cdc1493826f700","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"Air Force Active","66","0.635","0","0.884","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","28cd559eb45d8d0cb7605d5de81c90900c108b27b19c49bdc83e811de5dcf373","0-768f024e223bd25c0f8a1b4a1a0533f3848d3653b183fd63a5a775798a5adb5d","3-959b63aec7edcb4e0091f96dc2be8d4a4f585d362a932f1b58544a78013cf58e","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"Air Force Active","0","0.385","0","0.394","0","0.301","0","0.269","0","0.000","0","0.269","0","0.333","0","0.431","0","0.442","0","0.45","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","28cd559eb45d8d0cb7605d5de81c90900c108b27b19c49bdc83e811de5dcf373","0-6519c9cbd8e4072f4b22724d3a50cbaaf7537edae3ce7d6f0773835e93527b24","4-5d258a3d9b938b27a3785548d5fa621f3e5322f25dea9d2a0ac07accfdd96595","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"Air Force Active","64","27.491","0","5.257","0","1.6","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","28cd559eb45d8d0cb7605d5de81c90900c108b27b19c49bdc83e811de5dcf373","0-335c903700ba7bcb5a2a46dc7b604c5ea8588a42d5d56e2496958951daf07dba","5-b377aa8db9ac27247a5fe25325c185662a612b430d39fce60d546e4af15f6a23","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"Air Force Active","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","21","0.221","31","0.325","8","0.089","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","28cd559eb45d8d0cb7605d5de81c90900c108b27b19c49bdc83e811de5dcf373","0-6b7562f9dcb073f49ff0bf5bcc2e1c2c8efd2d0f74618daad7b0abc9d37eaa54","6-7fa247434e89e9f8d042f3181619e664eede3c8b08024e2460dcd65f6b5671ba","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"Air Force Active","66","61.776","0","4.882","0","1","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","28cd559eb45d8d0cb7605d5de81c90900c108b27b19c49bdc83e811de5dcf373","0-e0d9a1992dfc4873023e7f5093ee0565b433dafe1ff25ed92b5e7db46304ef37","7-e9f5e9a697819019d7196aa77113aa1d94c5e04397c35515560dd00245aecbe3","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"Air Force Active","55","33.505","3","8.5","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","28cd559eb45d8d0cb7605d5de81c90900c108b27b19c49bdc83e811de5dcf373","0-d4e44ca237c22e1d43239d3b6a2d1812f35e3c803231f936f2952b9ae22f1c3e","8-570c2d669a4adf796bad1e213c894e8c352ed6c675d2642e3a54a0b80c0fa8ca","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"Air Force Active","0","0.012","0","1.114","0","1.9","0","1.251","0","0.000","0","1.251","0","0.000","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","28cd559eb45d8d0cb7605d5de81c90900c108b27b19c49bdc83e811de5dcf373","0-424764c56876956bcbf76ab1eb179c7203868d76c9bc60c02f7f4049b573580d","9-d79261b44fe37192f97411a21bf8d3a7b4217a0579ef07692faa1e4bd8e75dea","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"Air Force Active","0","0.005","0","0.000","0","0.005","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","d5cc488945a5f6aa5c27e0ca29235120943f05f6600a33ae3c9fd9af49c5ce13","0-67c1bfd007f91d8502d7b98e4b5d9d6cfc68541338b45249cd4770c956f23291","0-3b00f6b44b8367210fdac035588fafa0bdc61c5787404c186ae9d98f4508e799","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"Air Force Active","0","0.005","0","0.000","0","0.004","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","d5cc488945a5f6aa5c27e0ca29235120943f05f6600a33ae3c9fd9af49c5ce13","0-a6762c751c3a6ebd05214dd85060c462aa220f38a5a6f8a2ef86dc452b8e4647","1-217f1243670c0728e0103e5673433cd108167aa0a9c8230579f870371eabb674","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"Air Force Active","0","0.000","33","1.34","94","1.366","65","0.982","0","0.000","65","0.982","0","0.000","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","8bf976c6accd36e8559c03d97b294c8902aa574e2ece552803d86400bfc66807","0-666833337ff5adab9d1cd6bd61fdddc0525eb938c7ac1f9ba47f977ef5f99583","0-7cf0540b763d7b4ed3ec67d30e95f48bea0a84a743116e6de1b76ef91f688eff","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"Air National Guard","0","0.000","0","0.000","0","0.000","13","0.196","0","0.000","13","0.196","0","0.000","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","8bf976c6accd36e8559c03d97b294c8902aa574e2ece552803d86400bfc66807","1-ed6d705999d497c1e4c29fc27bcfd7ffdc815d5c2bb2e547b4342994f4d57594","0-7cf0540b763d7b4ed3ec67d30e95f48bea0a84a743116e6de1b76ef91f688eff","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"Air Force Reserve","0","0.000","0","0.000","0","0.000","16","0.242","0","0.000","16","0.242","0","0.000","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","8bf976c6accd36e8559c03d97b294c8902aa574e2ece552803d86400bfc66807","2-ab4d3b63773eb4ba6933234dbd2fdc39fa810cd4eace0fc0fe65c79474bff878","0-7cf0540b763d7b4ed3ec67d30e95f48bea0a84a743116e6de1b76ef91f688eff","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"Air Force Active","175","0.000","0","1.84","18","2.66","0","4.413","0","0.000","0","4.413","0","4.763","0","1.686","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","8bf976c6accd36e8559c03d97b294c8902aa574e2ece552803d86400bfc66807","0-92b7ea2d1538e9e11119bfe1db8f2a5d4b23adaad44ffdf9b9de496a19bca604","1-580b095e9daf96de3500c43f2e3dd3437ba99df28e84b21deaff3f010a4b0ea3","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"Air National Guard","0","0.000","13","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.989","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","8bf976c6accd36e8559c03d97b294c8902aa574e2ece552803d86400bfc66807","1-4afa026fbae0789c5ce60d9c22d39201c83503418da12faa19194e97a0584c34","1-580b095e9daf96de3500c43f2e3dd3437ba99df28e84b21deaff3f010a4b0ea3","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"Air Force Reserve","0","0.000","16","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","1.217","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","8bf976c6accd36e8559c03d97b294c8902aa574e2ece552803d86400bfc66807","2-9cb3b9e240072162d24ea18d4d250fc1ea64775a04dbfa61bbc455322e609ba4","1-580b095e9daf96de3500c43f2e3dd3437ba99df28e84b21deaff3f010a4b0ea3","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"Air Force Active","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","1","2.783","32","23.933","33","28.192","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","8bf976c6accd36e8559c03d97b294c8902aa574e2ece552803d86400bfc66807","0-04855a2803e55d8b8328803ca08608db7486d11d49231b8892f6731d2e69ecad","2-66e3f1ba3fee14353f92e7df002ed797e0e46f48df1df255b5e517889a56aa98","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"Air National Guard","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","8bf976c6accd36e8559c03d97b294c8902aa574e2ece552803d86400bfc66807","1-b04727ab26d113a115dba56f70bc85016736b30844330252d657be201a9a147e","2-66e3f1ba3fee14353f92e7df002ed797e0e46f48df1df255b5e517889a56aa98","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"Air Force Reserve","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","8bf976c6accd36e8559c03d97b294c8902aa574e2ece552803d86400bfc66807","2-0f274af0869eaa192a69a968b59264e40959dad79798eb31ea014d1c060cb92a","2-66e3f1ba3fee14353f92e7df002ed797e0e46f48df1df255b5e517889a56aa98","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"Air Force Active","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","1","1.162","85","4.714","88","8.356","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","8bf976c6accd36e8559c03d97b294c8902aa574e2ece552803d86400bfc66807","0-370f84bebc08513c213270bce2b3b96d78cd7265a3c0bdf9b939e46e151081d6","3-ad2bd218918f382479f5d3577aeeb5d679d5b8e4ba279b190309c72a61c77c77","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"Air National Guard","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","8bf976c6accd36e8559c03d97b294c8902aa574e2ece552803d86400bfc66807","1-49935751ed7a7564af4c4b4d4101bc85023a986b82f1d3fcf5a5e60cfbb42a10","3-ad2bd218918f382479f5d3577aeeb5d679d5b8e4ba279b190309c72a61c77c77","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"Air Force Reserve","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","8bf976c6accd36e8559c03d97b294c8902aa574e2ece552803d86400bfc66807","2-aab2163704c3dd85ecbe229b4da5ec7444a731fa943920686d9fdba6fa3b23f6","3-ad2bd218918f382479f5d3577aeeb5d679d5b8e4ba279b190309c72a61c77c77","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"Air Force Active","109","1007.694","29","220.285","0","32.672","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","8bf976c6accd36e8559c03d97b294c8902aa574e2ece552803d86400bfc66807","0-254cd13c4d4dfe9fccddc484693b4a57828086c0c39511ace03a8508fb58a38a","4-38e7998ba857338e6769f9327044b2ed14e8c7c23304a3bab605d604e6b2edad","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"Air National Guard","12","45.774","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","8bf976c6accd36e8559c03d97b294c8902aa574e2ece552803d86400bfc66807","1-4765fecc07083efb9746bb53cedc4400db422450405c54dddabcb28694c98399","4-38e7998ba857338e6769f9327044b2ed14e8c7c23304a3bab605d604e6b2edad","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"Air Force Reserve","15","39.966","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","8bf976c6accd36e8559c03d97b294c8902aa574e2ece552803d86400bfc66807","2-51af67bf16384059d404d6f125d7623dcbb359adacc61435091602c4cb383b81","4-38e7998ba857338e6769f9327044b2ed14e8c7c23304a3bab605d604e6b2edad","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
