Name_val,Location_val,Type_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"Iowa Army Ammunition Plant","Middletown, IA","GOCO","2014-BASE_PROCUREMENT-2014-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","22571fec5d9ba82ab8f3c2a31a2b924e78d401f24892005ac52d2984749f7e09","0-b1a6cfc6304b3f5643fe3fb6154aa5d217a4fad2863025afa4868b63f12d597a","1178-2d27b80ed6befc5b8a46070d511245e5f946104ac37a9e8936c2bb8f60baee70","root"
"Redstone Tech Test Center; White Sands Test Center","Huntsville, AL; White Sands Missile Range, NM","GOGO","2014-BASE_PROCUREMENT-2014-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","22571fec5d9ba82ab8f3c2a31a2b924e78d401f24892005ac52d2984749f7e09","1-1b51b85dac65f6b930b104aa8439b1240cc6a91506f71873404b19857d453ea1","1178-2d27b80ed6befc5b8a46070d511245e5f946104ac37a9e8936c2bb8f60baee70","root"
"Production Base Support - Lima","TACOM","GOCO","2014-BASE_PROCUREMENT-2014-ARMY_WTCV-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","2052bb7ca062844b30c14445c3b6f011cd16e26bd5a4e9e6cbf03aec46038a9b","0-79e8c337855ff590d8473399d542ccc51be81926356474f0d6f6d08e8d3d0a46","1192-eabf4dfe7cb4a689351eb9da3682ccaa2032d7a1efcc1daf9787d285325f0960","root"
"Production Base Support - Scranton","TACOM","COCO","2014-BASE_PROCUREMENT-2014-ARMY_WTCV-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","2052bb7ca062844b30c14445c3b6f011cd16e26bd5a4e9e6cbf03aec46038a9b","1-ce79137fa887ac5e21ce919abe8d3c9a1845efb50619e95cae031f150c28cf42","1192-eabf4dfe7cb4a689351eb9da3682ccaa2032d7a1efcc1daf9787d285325f0960","root"
"TACOM LCMC Production Base Spt Program","TACOM","","2014-BASE_PROCUREMENT-2014-ARMY_WTCV-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","2052bb7ca062844b30c14445c3b6f011cd16e26bd5a4e9e6cbf03aec46038a9b","2-9fccba894db2c123ce72cf04f4630200ea61783f4a52e7298dc6d9702421323a","1192-eabf4dfe7cb4a689351eb9da3682ccaa2032d7a1efcc1daf9787d285325f0960","root"
"GD-ATP/Watervliet/Rock Island PBS Provisioning of Industrial Facilities","Saco, ME","GOGO","2014-BASE_PROCUREMENT-2014-ARMY_WTCV-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","6bd4d70739297e36cb7d4d8f35300cbc0da9f764241398b1c9c046f0a81114d8","0-d9bb8fa112ab10a0dcb40737a975ec22d750d9099b66d9f906eb100da9eb0b6e","1216-7ecc57a7333da2582dbd258b7983d5d822fddd8e6fb63f43bc122d2daeac08de","root"
"Rock Island Arsenal - JMTC","Rock Island, IL","GOGO","2014-BASE_PROCUREMENT-2014-ARMY_WTCV-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","6bd4d70739297e36cb7d4d8f35300cbc0da9f764241398b1c9c046f0a81114d8","1-a15bbcf4d43bbbdc5973cd310143088fbf8fbf63d8bd720aae51607a7bc16e85","1216-7ecc57a7333da2582dbd258b7983d5d822fddd8e6fb63f43bc122d2daeac08de","root"
"Watervliet Arsenal","Watervliet, NY","COCO","2014-BASE_PROCUREMENT-2014-ARMY_WTCV-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","6bd4d70739297e36cb7d4d8f35300cbc0da9f764241398b1c9c046f0a81114d8","2-3fdb99119d8b1c917b8845882a128bba486ede9eaa703a4ffa316a3021baf122","1216-7ecc57a7333da2582dbd258b7983d5d822fddd8e6fb63f43bc122d2daeac08de","root"
"ATEC Test Range Instrumentation","Yuma, AZ; Aberdeen, MD; White Sands, NM","GOGO","2014-BASE_PROCUREMENT-2014-ARMY_WTCV-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","6bd4d70739297e36cb7d4d8f35300cbc0da9f764241398b1c9c046f0a81114d8","3-eb8699ce0d76c6b0edab03d88f2771c6ee158818e7556eae847bb0cd1adb3cae","1216-7ecc57a7333da2582dbd258b7983d5d822fddd8e6fb63f43bc122d2daeac08de","root"
"Holston Army Ammunition Plant","Kingsport, Tennessee","GOCO","2014-BASE_PROCUREMENT-2014-ARMY_AMMO-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","e88f3661ea6cf14fda0467552ead014351215debdd83ba533521d2174718f5f2","0-03aeb4ab5ecaa51c5bc064585006631e1257f8bd166c9f260fe5dd9522c2cf10","1251-dff4fb00c2089513293a2293739c8d332ad0434596f4ec1215f913fa0ed1c5f4","root"
"Iowa Army Ammunition Plant","Middletown, Iowa","GOCO","2014-BASE_PROCUREMENT-2014-ARMY_AMMO-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","e88f3661ea6cf14fda0467552ead014351215debdd83ba533521d2174718f5f2","1-75636b5d134206edb93fb794aa2b9ceb953c7218c9e2e8e1a976d461aaaa18d6","1251-dff4fb00c2089513293a2293739c8d332ad0434596f4ec1215f913fa0ed1c5f4","root"
"Lake City Army Ammunition Plant","Independence, Missouri","GOCO","2014-BASE_PROCUREMENT-2014-ARMY_AMMO-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","e88f3661ea6cf14fda0467552ead014351215debdd83ba533521d2174718f5f2","2-daeaceeb5f6134a1f6cc2c8ac31dc79264046f9d7f82f069ab51f75ad6428584","1251-dff4fb00c2089513293a2293739c8d332ad0434596f4ec1215f913fa0ed1c5f4","root"
"Milan Army Ammunition Plant","Milan, Tennessee","GOCO","2014-BASE_PROCUREMENT-2014-ARMY_AMMO-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","e88f3661ea6cf14fda0467552ead014351215debdd83ba533521d2174718f5f2","3-6f9de1ec0b83a5a1dc741a55f168dca8aa4c440b174394c7557dd6566b043782","1251-dff4fb00c2089513293a2293739c8d332ad0434596f4ec1215f913fa0ed1c5f4","root"
"Radford Army Ammunition Plant","Radford, Virginia","GOCO","2014-BASE_PROCUREMENT-2014-ARMY_AMMO-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","e88f3661ea6cf14fda0467552ead014351215debdd83ba533521d2174718f5f2","4-c23ea0af07419ba9f31f726a7934b3a7e659ecc0ad49a8fd4e13c1e0b0c9c608","1251-dff4fb00c2089513293a2293739c8d332ad0434596f4ec1215f913fa0ed1c5f4","root"
"Scranton Army Ammunition Plant","Scranton, Pennsylvania","GOCO","2014-BASE_PROCUREMENT-2014-ARMY_AMMO-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","e88f3661ea6cf14fda0467552ead014351215debdd83ba533521d2174718f5f2","5-0367fa7785a3337b3b36f58a1db5c748338b1a5ae1dc545d0ba23514d64a52c1","1251-dff4fb00c2089513293a2293739c8d332ad0434596f4ec1215f913fa0ed1c5f4","root"
"Various Army Ammunition Plants","Multiple","GOCO","2014-BASE_PROCUREMENT-2014-ARMY_AMMO-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","e88f3661ea6cf14fda0467552ead014351215debdd83ba533521d2174718f5f2","6-646c138600eecf420555614e3e36e266a666b210baa7068d06bf18da460b89e0","1251-dff4fb00c2089513293a2293739c8d332ad0434596f4ec1215f913fa0ed1c5f4","root"
"Yuma Proving Ground / Aberdeen Test Center","Yuma, Arizona / Aberdeen, Maryland","GOCO","2014-BASE_PROCUREMENT-2014-ARMY_AMMO-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","e88f3661ea6cf14fda0467552ead014351215debdd83ba533521d2174718f5f2","7-ec7cb22f28351043d12f4b55f6e88b9818ef867aa352f61a2bc4e6f5dd43390e","1251-dff4fb00c2089513293a2293739c8d332ad0434596f4ec1215f913fa0ed1c5f4","root"
"Iowa Army Ammunition Plant","Middletown, IA","GOCO","2015-BASE_PROCUREMENT-2015-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","1ce616cebd232fd2399463be858c2c7629ed2c1ff092641defc3185c397ef053","0-b78a91ea2410ee80bea65c4ad0821fe0d31268089f2ff4fa9b8a822c542021f2","2158-3ba6f5a177fd185c1e1fd4ac0cef72c2527bbda77773328ca16e8af2b66b068e","root"
"Redstone Tech Test Center; White Sands Test Center","Huntsville, AL; White Sands Missile Range, NM","GOGO","2015-BASE_PROCUREMENT-2015-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","1ce616cebd232fd2399463be858c2c7629ed2c1ff092641defc3185c397ef053","1-e12f4b236308c11c2624606c9ec180d10b666a6ae8daf5a545e9cd85d722351d","2158-3ba6f5a177fd185c1e1fd4ac0cef72c2527bbda77773328ca16e8af2b66b068e","root"
"Production Base Support - Lima","TACOM","GOCO","2015-BASE_PROCUREMENT-2015-ARMY_WTCV-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","3d4f4d92dbdc04b87379ee6112830051bb01b0139bba49aee717b216ec7372a1","0-69f3c5f129fff380da915f84a0b2e8128e3da09192f0993d32864a9ebd403531","2172-c294dbf851c9d63d6585e8a813497bb795ec73db27e0e72509821beaf70bc60f","root"
"Production Base Support - Scranton","TACOM","COCO","2015-BASE_PROCUREMENT-2015-ARMY_WTCV-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","3d4f4d92dbdc04b87379ee6112830051bb01b0139bba49aee717b216ec7372a1","1-d2e890d888a786eda143c91a28e2ffecc056be8e5fb2c7dc61e3b291a184bb33","2172-c294dbf851c9d63d6585e8a813497bb795ec73db27e0e72509821beaf70bc60f","root"
"TACOM LCMC Production Base Spt Program","TACOM","GOGO","2015-BASE_PROCUREMENT-2015-ARMY_WTCV-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","3d4f4d92dbdc04b87379ee6112830051bb01b0139bba49aee717b216ec7372a1","2-11147aecf6e40895cc795895dbf0535b74be015e525f22210df1ab79e963c064","2172-c294dbf851c9d63d6585e8a813497bb795ec73db27e0e72509821beaf70bc60f","root"
"GD-ATP/Watervliet/Rock Island PBS Provisioning of Industrial Facilities","Saco, ME","GOGO","2015-BASE_PROCUREMENT-2015-ARMY_WTCV-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","a584fd6a0f683eab067c59c742ba7f9404fce4832bc6cc82fa2133d9f128704f","0-1a9940fc8b724689c878de15b243aae296a69621154d4d687895b48271e04d34","2195-5a5ce12e728bb92e7ffbd1985e4b49d45159b28ba3b6d3147fe1758c3976c53f","root"
"Rock Island Arsenal - JMTC","Rock Island, IL","GOGO","2015-BASE_PROCUREMENT-2015-ARMY_WTCV-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","a584fd6a0f683eab067c59c742ba7f9404fce4832bc6cc82fa2133d9f128704f","1-7ee9a7215c43c0d7b1e4744695098247b7994c322a4b206cab486cb04f043910","2195-5a5ce12e728bb92e7ffbd1985e4b49d45159b28ba3b6d3147fe1758c3976c53f","root"
"Watervliet Arsenal","Watervliet, NY","COCO","2015-BASE_PROCUREMENT-2015-ARMY_WTCV-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","a584fd6a0f683eab067c59c742ba7f9404fce4832bc6cc82fa2133d9f128704f","2-07c4f17d19d43a706df073ea7cb9e5e5f50c3980650751a7758f191a0814ff7b","2195-5a5ce12e728bb92e7ffbd1985e4b49d45159b28ba3b6d3147fe1758c3976c53f","root"
"ATEC Test Range Instrumentation","Yuma, AZ; Aberdeen, MD; White Sands, NM","GOGO","2015-BASE_PROCUREMENT-2015-ARMY_WTCV-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","a584fd6a0f683eab067c59c742ba7f9404fce4832bc6cc82fa2133d9f128704f","3-5563e6b5c22bed0b66c3a1987c45605d391c6a82115fbe2c8fa13a960fadc37b","2195-5a5ce12e728bb92e7ffbd1985e4b49d45159b28ba3b6d3147fe1758c3976c53f","root"
"Holston Army Ammunition Plant","Kingsport, Tennessee","GOCO","2015-BASE_PROCUREMENT-2015-ARMY_AMMO-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","c4d5510aae3be623d3815177cb4b77718e913b16082d5e476d238e93060d9756","0-11b8b0173a32e230676f347bc33c09cadef44fca8eeff441e81d846aba56129c","2230-d9569370c6e5782e377ebb6ad7744f9145eae8d975c81ef8489672b4d8e387f2","root"
"Iowa Army Ammunition Plant","Middletown, Iowa","GOCO","2015-BASE_PROCUREMENT-2015-ARMY_AMMO-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","c4d5510aae3be623d3815177cb4b77718e913b16082d5e476d238e93060d9756","1-1fff6266bf5e4f49b42dd718067af16fc533cf535195973540c7f2112af53c0e","2230-d9569370c6e5782e377ebb6ad7744f9145eae8d975c81ef8489672b4d8e387f2","root"
"Lake City Army Ammunition Plant","Independence, Missouri","GOCO","2015-BASE_PROCUREMENT-2015-ARMY_AMMO-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","c4d5510aae3be623d3815177cb4b77718e913b16082d5e476d238e93060d9756","2-bdb488825994dc78d9ef35f3fd734cc5798caea8f636c8f4a3326a78074649c0","2230-d9569370c6e5782e377ebb6ad7744f9145eae8d975c81ef8489672b4d8e387f2","root"
"Milan Army Ammunition Plant","Milan, Tennessee","GOCO","2015-BASE_PROCUREMENT-2015-ARMY_AMMO-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","c4d5510aae3be623d3815177cb4b77718e913b16082d5e476d238e93060d9756","3-6c85f6acd83403595eb73198107a0c2472033f0fe3eeac688d57f72ec3c64087","2230-d9569370c6e5782e377ebb6ad7744f9145eae8d975c81ef8489672b4d8e387f2","root"
"Radford Army Ammunition Plant","Radford, Virginia","GOCO","2015-BASE_PROCUREMENT-2015-ARMY_AMMO-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","c4d5510aae3be623d3815177cb4b77718e913b16082d5e476d238e93060d9756","4-8c50206cf8f9be5ee4cac3762c3db41430a3d04a1a75081351c70089ad8cd563","2230-d9569370c6e5782e377ebb6ad7744f9145eae8d975c81ef8489672b4d8e387f2","root"
"Scranton Army Ammunition Plant","Scranton, Pennsylvania","GOCO","2015-BASE_PROCUREMENT-2015-ARMY_AMMO-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","c4d5510aae3be623d3815177cb4b77718e913b16082d5e476d238e93060d9756","5-84adffcc5c951320371386de862a8dd93d1392da457cc5dd7d6df32d4c55164a","2230-d9569370c6e5782e377ebb6ad7744f9145eae8d975c81ef8489672b4d8e387f2","root"
"Various Army Ammunition Plants","Multiple","GOCO","2015-BASE_PROCUREMENT-2015-ARMY_AMMO-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","c4d5510aae3be623d3815177cb4b77718e913b16082d5e476d238e93060d9756","6-10005eda83e870ee438f1c474b54d5186528ac02a9fa31e663c0119ed62d6d23","2230-d9569370c6e5782e377ebb6ad7744f9145eae8d975c81ef8489672b4d8e387f2","root"
"Yuma Proving Ground / Aberdeen Test Center","Yuma, Arizona / Aberdeen, Maryland","GOCO","2015-BASE_PROCUREMENT-2015-ARMY_AMMO-PROCUREMENT_JustificationBook_Army_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2015.xml","c4d5510aae3be623d3815177cb4b77718e913b16082d5e476d238e93060d9756","7-016440038a9baf9e1596b4653a086b3b16b83698ea63e50f1923bc01682271a3","2230-d9569370c6e5782e377ebb6ad7744f9145eae8d975c81ef8489672b4d8e387f2","root"
"Iowa AAP; Radford AAP","Middletown, IA; Radford, VA","GOCO","2016-BASE_PROCUREMENT-2016-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","28a3135044403b01620d12c43b04f24037276882219eb30fa6690b8ec089ad75","0-674640a4acbcb49aba74884e4d401c828ea2c537c232475326698483221043dd","3254-967c98c7ff2776a034d47c91d9e2c766247ca832e64423a1299fe6f297fa00d8","root"
"Redstone Tech Test Center; White Sands Test Center","Huntsville, AL; White Sands Missile Range, NM","GOGO","2016-BASE_PROCUREMENT-2016-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","28a3135044403b01620d12c43b04f24037276882219eb30fa6690b8ec089ad75","1-a20c0ede8de63694f208cad661389b35a6a18faca1fff50791aa6d9e1a8090b7","3254-967c98c7ff2776a034d47c91d9e2c766247ca832e64423a1299fe6f297fa00d8","root"
"Production Base Support - Lima","Lima, OH","GOCO","2016-BASE_PROCUREMENT-2016-ARMY_WTCV-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","efdaa413bc9b9d7b0d356815766b129a9ee35a6431900f7de46d31ccc17861b3","0-f731f4fa1d9fc3bf0bec11efac139157e6541923024c75edbc79067ab71eb76c","3268-a7f43a8dc29daed430f444f0d4df22f36d668134e4566e17018154d6519456ed","root"
"Production Base Support - Scranton","Scranton, PA","COCO","2016-BASE_PROCUREMENT-2016-ARMY_WTCV-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","efdaa413bc9b9d7b0d356815766b129a9ee35a6431900f7de46d31ccc17861b3","1-135a3553eb707a4ab00e6883ee9f55fc5c73119fd0746f0408c5af0bd08a283e","3268-a7f43a8dc29daed430f444f0d4df22f36d668134e4566e17018154d6519456ed","root"
"TACOM LCMC Production Base Spt Program","TACOM","GOGO","2016-BASE_PROCUREMENT-2016-ARMY_WTCV-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","efdaa413bc9b9d7b0d356815766b129a9ee35a6431900f7de46d31ccc17861b3","2-770092dcb3a2ade24019f92c03cb9f33082623e2e0872715be0ae3e2965c923c","3268-a7f43a8dc29daed430f444f0d4df22f36d668134e4566e17018154d6519456ed","root"
"GD-ATP/Watervliet/Rock Island PBS Provisioning of Industrial Facilities","Saco, ME","GOGO","2016-BASE_PROCUREMENT-2016-ARMY_WTCV-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","5d00c39c1e909eed2357826245a76a51310d03e9eaaa04439ab37437904c53fa","0-d240586285639ae8c516d9f624dde8dd979fa8f11138952910c2e8d82c04893d","3290-aa97b3130c27aea391698ef556dc95eb359487ff2bbcb8d3572f9a84dc299ae7","root"
"Rock Island Arsenal - JMTC","Rock Island, IL","GOGO","2016-BASE_PROCUREMENT-2016-ARMY_WTCV-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","5d00c39c1e909eed2357826245a76a51310d03e9eaaa04439ab37437904c53fa","1-4387b8dbb9e40c2e5ca09644df7b71ca812b6a2f6946078bc9d27faba1abbc7e","3290-aa97b3130c27aea391698ef556dc95eb359487ff2bbcb8d3572f9a84dc299ae7","root"
"Watervliet Arsenal","Watervliet, NY","COCO","2016-BASE_PROCUREMENT-2016-ARMY_WTCV-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","5d00c39c1e909eed2357826245a76a51310d03e9eaaa04439ab37437904c53fa","2-265d0ed91e30a4a4a764216934567ce181cef910d88fd358d88776e751a2c64c","3290-aa97b3130c27aea391698ef556dc95eb359487ff2bbcb8d3572f9a84dc299ae7","root"
"ATEC Test Range Instrumentation","Yuma, AZ; Aberdeen, MD; White Sands, NM","GOGO","2016-BASE_PROCUREMENT-2016-ARMY_WTCV-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","5d00c39c1e909eed2357826245a76a51310d03e9eaaa04439ab37437904c53fa","3-557f8f3dc61ef1dda526b8ab79da72d5e3e7f9b95e0b8c85982eeb3c8b579a54","3290-aa97b3130c27aea391698ef556dc95eb359487ff2bbcb8d3572f9a84dc299ae7","root"
"Holston Army Ammunition Plant","Kingsport, Tennessee","GOCO","2016-BASE_PROCUREMENT-2016-ARMY_AMMO-PROCUREMENT_JustificationBook_Army_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2016.xml","b8c74bded3f7e8d5becd320d034e0321c86f39aa744ca436c07c8d4430a61422","0-34a4d46a6001e0c78787a4863cce3b49c5cd6d49d5a4a8e8a884644bac97bdee","3320-50cb6f8dc2b42eec73ce3fd614d3a82960f63c49d03f1c8f3cdd41c13634ec9d","root"
