Name_val,Name_@footnote,Location_val,@SOURCE_FILENAME,@RECORDID,@ROWID,MinimumSustainingRate_val,MaximumProductionRate_val,Rate185_val,InitialQuantity_AdminLeadTimeBeforeOct1InMonths_val,InitialQuantity_AdminLeadTimeAfterOct1InMonths_val,InitialQuantity_ProductionLeadTimeAfterOct1InMonths_val,InitialQuantity_TotalLeadTimeAfterOct1InMonths_val,ReorderQuantity_AdminLeadTimeBeforeOct1InMonths_val,ReorderQuantity_AdminLeadTimeAfterOct1InMonths_val,ReorderQuantity_ProductionLeadTimeAfterOct1InMonths_val,ReorderQuantity_TotalLeadTimeAfterOct1InMonths_val,@PARENTROWID,@PARENT
"Ogden Depot","","OO-ALC","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","1a9075384ecf2407b8eddcdcb625b365ad3367e82b707f75f769b4483b21ec69","0-64dccfc491a554c0cd014e953374ef21dc0d0e325a942d24a6cb7543855e9d16","","","","","","","","","","","","0-b95cf6461726d7e995927c78442966a716a1d1326e7b88ce45b5169018048d71","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"GSA","","Unknown","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","1a9075384ecf2407b8eddcdcb625b365ad3367e82b707f75f769b4483b21ec69","0-7ebc6b9c744c394081d449fa6134970d0f1497cbf0cded7eb207947d6939f9ae","","","","","","","","","","","","0-d54c7629d883ea06077b27baebad1db4334c981141fbd25c116504b5736b2709","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"GSA","","Unknown","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","1a9075384ecf2407b8eddcdcb625b365ad3367e82b707f75f769b4483b21ec69","0-c9930c592ffaf05d9ad96a8de28dffc94e3bb4f8900b41c7a7ee19573f1b6afb","","","","","","","","","","","","0-84bed87e82d205ef89b0635c4e4862f02f004aa8779aa84131385829b7beaf8f","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"BOEING","","ST LOUIS, MO","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","1a9075384ecf2407b8eddcdcb625b365ad3367e82b707f75f769b4483b21ec69","0-c9fab61c6b31f7f82097f41e6c3fcdd8f792517e9c825005aa2ca03f168904b4","","","","","","","","","","","","0-755f52f92c59ce8a9ff570a7707d50f7ec41f42eaa3ddd2de144a85c75320978","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"BOEING","","ST LOUIS, MO","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","1a9075384ecf2407b8eddcdcb625b365ad3367e82b707f75f769b4483b21ec69","0-296a8220b2ece12cffc716bdbc84d78e2b50649b304a69ed3c8654e9aec47853","","","","","","","","","","","","1-8dce8aa98fa7285dfc834d6df90d25bc271c76b39a67fb49b742791ad6d221b6","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"BOEING","","ST LOUIS, MO","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","1a9075384ecf2407b8eddcdcb625b365ad3367e82b707f75f769b4483b21ec69","0-ced7100d1e63a8ae858a4921fac84129788ce24c3d009a2642ff71072e6f2721","","","","","","","","","","","","2-0d8a512e287991a6af0396e8175f98e5953d7044b98f3309c5362143c2a67bbd","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"KERN STEEL","","BAKERSFIELD,CA","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","73df3f1d29c542d66672d33a04d04b9e2dcc18b2ed6ea7ec6a4bd99b52f355e0","0-45a95d30f8a88c60413eda59bf473af652809fc0df9f2b5fb7ae586113553c80","","","","","","","","","","","","0-d106d49881fb08946ab04df502d9a5d98c7e4a5674185528fefe50f84b77a7d3","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"AAI CORP","","HUNT VALLEY, MD","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","73df3f1d29c542d66672d33a04d04b9e2dcc18b2ed6ea7ec6a4bd99b52f355e0","0-52196ed8098043ad39e46ae5ea8bcdf90016b097ffa73a276d7e3e4ac50955d1","","","","","","","","","","","","0-4cb7d4435c24fd438c98ea12357b09a261a5d4ec07576a23f710609bec94d379","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"Ogden Depot","","OO-ALC","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","73df3f1d29c542d66672d33a04d04b9e2dcc18b2ed6ea7ec6a4bd99b52f355e0","0-1cb65ef4f6e1f7d7382ea17bc0f2998f965130bd2ab97b86cf4143f15b0757fd","","","","","","","","","","","","0-ce5c66e6e7357b4f032b08eac17f0233bc8741db156cd3a3c95ed11416a667dc","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"GSA","","Unknown","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","73df3f1d29c542d66672d33a04d04b9e2dcc18b2ed6ea7ec6a4bd99b52f355e0","0-7b34e02e8d23ecc8ab4798b91f2f854ec031af6126b0f983df1bd44368cf9593","","","","","","","","","","","","0-7a1d47a0d2da39238f9ca472eee47fd334c23964cb4c7d6c726a631242d34766","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"GSA","","Unknown","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","73df3f1d29c542d66672d33a04d04b9e2dcc18b2ed6ea7ec6a4bd99b52f355e0","0-0e4e8ed5ed5d3614f9fb03e794ccf833b3baa6944b9d4148572c11558b1b161e","","","","","","","","","","","","0-c8f2088aeb10e297c637c2217233dc0297579dda4fb9602801696840434b8d89","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"BOEING","","ST LOUIS, MO","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","73df3f1d29c542d66672d33a04d04b9e2dcc18b2ed6ea7ec6a4bd99b52f355e0","0-bc67894281abcfbd485a4edc041f27ed3a7e6f38460b55a662ec350a56cede5d","","","","","","","","","","","","0-92f02a3cfa9e3cc9cabf236ac1fc0832d8851104b8e097c027e6466bbe048962","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"BOEING","","ST LOUIS, MO","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","73df3f1d29c542d66672d33a04d04b9e2dcc18b2ed6ea7ec6a4bd99b52f355e0","0-43f5c243e463a5fe783520735e82f993afe0801d9bd75a5f7a397dc275abed6c","","","","","","","","","","","","1-24e03ef413ec252d4f25d7ba8dfc1dcd0ec7da8dbe602b63748be0cb0f1c1fda","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"BOEING","","ST LOUIS, MO","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","73df3f1d29c542d66672d33a04d04b9e2dcc18b2ed6ea7ec6a4bd99b52f355e0","0-3bf3c88c3b41a3acc9749c74b13ae97278ecc59be22e16acee4b9e8cef338d74","","","","","","","","","","","","2-7edfb7b4d53d72c6cd7439e1544f41d5a255014e9355abecd4cd0667d52f1ad6","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"WINCHESTER","","EAST ALTON, IL","2013-BASE_PROCUREMENT-2013-AIRFORCE_AMMUNITION-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","707f02397a1e2bfe9d27940b6636bf80270ddc4ca86c22fd47d096957a6415e7","0-a1fa25121b0468c7f4471b247d9b369650506df65620135a420394afa2221f55","","","","","","","","","","","","0-c398c2e415492f16a2b6add6b9f761af0feecfc2fa37aae8b7fff37de91c6a8e","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"FEDERAL","","ANOKA, MN","2013-BASE_PROCUREMENT-2013-AIRFORCE_AMMUNITION-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","707f02397a1e2bfe9d27940b6636bf80270ddc4ca86c22fd47d096957a6415e7","1-875ef1b0a508eeb74d1720f6caf1fd524e651cb95c03d9f324178d1814ef0258","","","","","","","","","","","","0-c398c2e415492f16a2b6add6b9f761af0feecfc2fa37aae8b7fff37de91c6a8e","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"ALLOY SURFACES","","ASTON, PA","2013-BASE_PROCUREMENT-2013-AIRFORCE_AMMUNITION-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","2f1ebecc971e25b74dda9553e089878e02519bb8834541deb86c47de4bbb4e88","0-4970d079be0d0fea519d6e73f8026c43934f23078a83c758629ec8838556ebd0","","","","","","","","","","","","0-77beabadd9cf9f0d647a0743a05c881d7b804f22081bc05120ee7742c11ce7f4","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"UNKNOWN","","UNKNOWN","2013-BASE_PROCUREMENT-2013-AIRFORCE_AMMUNITION-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","2f1ebecc971e25b74dda9553e089878e02519bb8834541deb86c47de4bbb4e88","1-2ec3c4501d154f5ccf9659c900c7e67e57ffb859ddf32668e7b21f90fc0c4d40","","","","","","","","","","","","0-77beabadd9cf9f0d647a0743a05c881d7b804f22081bc05120ee7742c11ce7f4","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"ALLOY SURFACES","","CHESTER TOWNSHIP, PA","2013-BASE_PROCUREMENT-2013-AIRFORCE_AMMUNITION-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","2f1ebecc971e25b74dda9553e089878e02519bb8834541deb86c47de4bbb4e88","0-49b61d39c4550e72047fa20b624994a645af55d9c3ff391b89a52106602e3892","","","","","","","","","","","","0-52af86a83f9431855aa642c15b98b7cecb3c29bd56cb9cea0f7f73b0aa7bf3bb","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"UNKNOWN","","UNKNOWN","2013-BASE_PROCUREMENT-2013-AIRFORCE_AMMUNITION-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","2f1ebecc971e25b74dda9553e089878e02519bb8834541deb86c47de4bbb4e88","1-28f5bd7366742fda359320f781ae2e64ccf778e81311af99dea83ce054dba90c","","","","","","","","","","","","0-52af86a83f9431855aa642c15b98b7cecb3c29bd56cb9cea0f7f73b0aa7bf3bb","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"ARMTEC","","CAMDEN, AR","2013-BASE_PROCUREMENT-2013-AIRFORCE_AMMUNITION-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","2f1ebecc971e25b74dda9553e089878e02519bb8834541deb86c47de4bbb4e88","0-2c4f510fa9a2ff13f0df664447c97ef0c1d9c39237b99b543d53f13a6e3ef309","","","","","","","","","","","","0-ad9f06d7d144a56517409e19d37b6aa6095d072dc8ebd1350dd64e66354674de","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"Kilgore","","Toone, TN","2013-BASE_PROCUREMENT-2013-AIRFORCE_AMMUNITION-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","2f1ebecc971e25b74dda9553e089878e02519bb8834541deb86c47de4bbb4e88","0-3cbd0220f9e891873a965cb71eeec629e6b7a2414a92d9e04d9a5a4b7addb958","","","","","","","","","","","","0-706bb70da8f94c08c287e735d545be6d038ef4ed8465b4fc238816f84335b7d4","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"UNKNOWN","","UNKNOWN","2013-BASE_PROCUREMENT-2013-AIRFORCE_AMMUNITION-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","2f1ebecc971e25b74dda9553e089878e02519bb8834541deb86c47de4bbb4e88","0-8f2fe8060c051ec736207132763d07bbbe23173dbe354a2599b237a07e64d972","","","","","","","","","","","","0-1432e376a989c64660b6b6267a50bde2d327dd423bfbcd7cd83a9074f94428f2","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"KAMAN PRECISION PRODUCTS, INC.","","Orlando, FL","2013-BASE_PROCUREMENT-2013-AIRFORCE_AMMUNITION-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","9147e50c7c29456aaf018dbb191dd8d496077b7efd4577c449c53432eb46d912","0-9f1eaeae18c54f5548fcfa53815824c0fc7f3cf4197968335ed5b2b2af17711d","","","","","","","","","","","","0-1e6a0a5e8930881046e8604dec0154d418930f6e83343c685a8607cdb0212aa4","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"ATK/ROCKET CENTER","","WV","2013-BASE_PROCUREMENT-2013-AIRFORCE_AMMUNITION-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","9147e50c7c29456aaf018dbb191dd8d496077b7efd4577c449c53432eb46d912","0-78e12a569e5cb9c000f0c799f2d0a093df2e360d89370b29be9d5d8f1904c356","","","","","","","","","","","","0-17865c8908af407e5abe9309effef989a7f19ad4412ee1ba757866562230d2ba","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"UNKNOWN","","UNKNOWN","2013-BASE_PROCUREMENT-2013-AIRFORCE_AMMUNITION-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","9147e50c7c29456aaf018dbb191dd8d496077b7efd4577c449c53432eb46d912","1-75a65063dfed4fb8faf3c9df9b60c1f7d0eb6a06e20b69012c41cc70d57be208","","","","","","","","","","","","0-17865c8908af407e5abe9309effef989a7f19ad4412ee1ba757866562230d2ba","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"UNKNOWN","","UNKNOWN","2013-BASE_PROCUREMENT-2013-AIRFORCE_AMMUNITION-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","8d6c224d9ddec7398476888d77187b6589876e92ee94d1d38a7d1cdd0dcf660c","0-0af9c9f2fa6c180d92adc9cda3a0589bebf57b423bb847eb953fbebd6d1bb588","","","","","","","","","","","","0-a133d7007ca897d8ea3bc7cb70b5038783c7c910279caf4c5f7101317687bb0b","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"LOCKHEED-MARTIN & RAYTHEON","","ARCHIBALD, PA / TUCSON, AZ","2013-BASE_PROCUREMENT-2013-AIRFORCE_AMMUNITION-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","8d6c224d9ddec7398476888d77187b6589876e92ee94d1d38a7d1cdd0dcf660c","0-1f04d999fee5f2b37106b4022481f38fe6e63a69d72402f25e459da50edddabc","","","","","","","","","","","","0-705b5bb080a4a6d9cb633f904bc73a0403c9ac348c44d0d42902b450610cc3f5","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"LOCKHEED-MARTIN & RAYTHEON","","ARCHIBALD, PA / TUCSON, AZ","2013-BASE_PROCUREMENT-2013-AIRFORCE_AMMUNITION-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","8d6c224d9ddec7398476888d77187b6589876e92ee94d1d38a7d1cdd0dcf660c","0-dbf70f98eae2020f8e6e2b51804d7d1703e7a902422113e5d299b0a4c2b1fa39","","","","","","","","","","","","0-6222b046f58aca5c28b487d7125b44ba246d4e2f198f930ccca79230b774b4ae","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"WINCHESTER","","EAST ALTON, IL","2013-BASE_PROCUREMENT-2013-AIRFORCE_AMMUNITION-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","e8ddbf24c267dae4645a915fe07794ca60208b44bf3131c61853940533173d06","0-f4bf35cb4a9612024600e355748f561ec06afc5929687d2b02edb424a2490be4","","","","","","","","","","","","0-17871544e216f0dd5e011751671831a576766a1baef70a4f0965ccaab400f523","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"FEDERAL","","ANOKA, MN","2013-BASE_PROCUREMENT-2013-AIRFORCE_AMMUNITION-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","e8ddbf24c267dae4645a915fe07794ca60208b44bf3131c61853940533173d06","1-ff5ea0629778f61ee605a54a2757cd23ae4d8854bd5df418bd3639919eea111b","","","","","","","","","","","","0-17871544e216f0dd5e011751671831a576766a1baef70a4f0965ccaab400f523","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"ALLOY SURFACES","","ASTON, PA","2013-BASE_PROCUREMENT-2013-AIRFORCE_AMMUNITION-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","c640744d36b504c67c31ad6740a353c5b8a7f8bc605f779a2ffbd172a4291162","0-0a31d9aaf85e6c6fd6dff461faee01e336919d811719cfd038c0af4bfc1a9b9f","","","","","","","","","","","","0-076133169804fed9a67b76e7acdfa5b18d1ddc0e2a3f5c9a728d1d33a806d1cb","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"UNKNOWN","","UNKNOWN","2013-BASE_PROCUREMENT-2013-AIRFORCE_AMMUNITION-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","c640744d36b504c67c31ad6740a353c5b8a7f8bc605f779a2ffbd172a4291162","1-78bcbcd158075c2c4392ba1e4873d353ccac98bb351bc7427b9097cbbce6bfc7","","","","","","","","","","","","0-076133169804fed9a67b76e7acdfa5b18d1ddc0e2a3f5c9a728d1d33a806d1cb","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"ALLOY SURFACES","","CHESTER TOWNSHIP, PA","2013-BASE_PROCUREMENT-2013-AIRFORCE_AMMUNITION-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","c640744d36b504c67c31ad6740a353c5b8a7f8bc605f779a2ffbd172a4291162","0-6f5be1cb0c10a684e73bd7547bd564eaf1e8e3531f9e0ffd1fb6098a79fb266e","","","","","","","","","","","","0-955f7237a7d5a73711b5c88f4e007c39490dc8587e0f4f3b2655061167a37848","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"UNKNOWN","","UNKNOWN","2013-BASE_PROCUREMENT-2013-AIRFORCE_AMMUNITION-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","c640744d36b504c67c31ad6740a353c5b8a7f8bc605f779a2ffbd172a4291162","1-84d2cdae5e24dc467f8b840601cbb7ccdebadb9a439bf8a664b3a419d2503aab","","","","","","","","","","","","0-955f7237a7d5a73711b5c88f4e007c39490dc8587e0f4f3b2655061167a37848","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
