Name_val,Name_@footnote,WhenRequiredInMonths_val,Cost_AllPriorYears_val,Cost_PriorYear_val,Cost_CurrentYear_val,Cost_BudgetYearOne_val,Cost_BudgetYearTwo_val,Cost_BudgetYearThree_val,Cost_BudgetYearFour_val,Cost_BudgetYearFive_val,Cost_ToComplete_val,Cost_Total_val,Cost_Continuing_val,@SOURCE_FILENAME,@RECORDID,@ROWID,QuantityPerAssembly_val,ForFY_val,SCNProductionLeadtime_val,@PARENTROWID,@PARENT
"F-35 Airframe Equipment","","0","971.486","228.852","264.836","227.666","342.27","412.277","407.3","388.222","14149.559","17392.468","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","72e89ccc766fe3f87d2e7ce15feb0d55fcd0fa99a93b32c43e51b37db5c84475","0-e8b7d7a5e008dd49852d7141b52d87e3914b324b2b4fbfbcd16f3791976e5999","","","","0-07a0fd9d12e138a7451abd07fbff691d7fc0fef3e858b88271f49112ec134ac7","root.record.ItemExhibitList.P5Item"
"Advance Procurement","","12","600.679","48","56","112","16","","","","","832.679","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","6ba238e5761c0b5cdb4005cd9d3b0ebd730c7a47c72ec72a3cb63b26a07450e3","0-c6577e357bbbd10e5bdc03afee002b3a75f4d35cfc793cea835dfec281cecbed","","","","0-362e0c59a0ff0a9bc49072ba15e1230633dee6b5bedd7e9a5e909f88d8daaa1a","root.record.ItemExhibitList.P5Item"
"Advance Procurement","","12","39.945","10","32","40","24","","8","","","153.945","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","565aa015362bd445cc082985b6e24c13e2957f8c30a9dfbe4c0bd8a663cbe70f","0-b54aa8dd137fb1ad02086f89ae9bc7b98949909deb6806e82fbb1aca95eaf56e","","","","0-4e189f7497dcaa89ac7fe2090e123971c45b4e9c3006109ed08b6870f1f7bfd3","root.record.ItemExhibitList.P5Item"
"Advance Procurement","","12","119.669","40","16","64","72","40","","","","351.669","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","17ab19c784929a028c69ad970f12cd0eee00de512acf9833a5336d1e8a33db11","0-6f334c07b28232a21886442c09eca5bac6587c9a92e759f2992af3bcfc37f992","","","","0-8fab09e7f1dd613f6ef75bc08e0e8622f13f57e0fecd801d69bb717f8ca07e42","root.record.ItemExhibitList.P5Item"
"AVIONICS","","12","137.656","15","0.000","0.000","0.000","0.000","0.000","0.000","0.000","152.656","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","ba7a55b890941cc9f4565d78cfacfc7950f69af2644c25b93e58b8043154ba13","0-c356584152e28f21eec90f05b2d95bd42180699d2e0318dc71070ee31fdb3444","","","","0-c280ea3be9f0fff5171570089c28b0f92b95fd6ea884d9cf357b3a7c2bbef7fd","root.record.ItemExhibitList.P5Item"
"Advance Procurement","","12","29.877","50","","","","","","","","79.877","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","d17d6ee2f2b2d7f3a6fe2a2b61898c3ff891fdea63f7b83d1db336a7c6f0ec04","0-6fa5619113bda5c8affed879fcbc4fbb6bad9c93430192b30dd09747df691a76","","","","0-8282c5db079c2e014d113257957fba0d8debf8bf354e6e5cd81dc82282ec5b1a","root.record.ItemExhibitList.P5Item"
"F-35 Airframe Equipment","","0","971.486","228.852","264.836","227.666","342.27","412.277","407.3","388.222","14149.559","17392.468","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","a90a3faa8661f0958a0901808890d67093da1edc0728f26e9236e37ed3b54059","0-d9928ae34bbedbc9ef0f21ffd0388cf27995836b9115fcf82352661866a11fac","","","","0-a80ea6ff2953a2335893454edae620587d8fcc59cfb475a5f1d04256cf4788a7","root.record.ItemExhibitList.P5Item"
"Advance Procurement","","12","600.679","48","56","112","16","","","","","832.679","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","8e9b86220f90ce455a14b686aeeb045957500e61279471fc35c4187b1270e5ed","0-7eac57ae5a5cdca058ef04a8d198235b662af036f8ba17dd5ec90a7a5e624514","","","","0-ffe58553144bc8d1807a78a2b2e1213f7c0f2a8c6834b49ea257c59183853e3c","root.record.ItemExhibitList.P5Item"
"Advance Procurement","","12","39.945","10","32","40","24","","8","","","153.945","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","9d38bc75efdc1bb24fa15dd6fdcc79dd0ddabb23d16bb5fb0fb72b4ecbbd10cc","0-b860e4d8bf6fe9e6b9ecf297018408399d1ef75276e7dafe68646ad65e167b4c","","","","0-54fabe0032e2cb0c09e1ebeede759217f422027785ef7bcf5144050edd7b770d","root.record.ItemExhibitList.P5Item"
"Advance Procurement","","12","119.669","40","16","64","72","40","","","","351.669","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","a97dfc5ffa5535857cd61c3c158de84a1441decc875ced08ad568ff95d020f85","0-438eedd8631ffd304faf2780d97de4f72a8428eb40360fe7b4c5243a70bbb919","","","","0-64afa44e88a2e1249ede6e23496adcd7e452c69304f5222e66d61d01de41d1ed","root.record.ItemExhibitList.P5Item"
"AVIONICS","","12","137.656","15","0.000","0.000","0.000","0.000","0.000","0.000","0.000","152.656","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","b1952ce40545e9f4efa9c33592b95ccb07e147da54dfcd401b9d7ac8ae77b263","0-03068b217ac07ab502e116f1e7e76c4e17177a35c9fa8e5f3880f6ff33e08195","","","","0-6e5ca76b7c21b91ef0f38979d51309e68d0568a0b2b587afdc159d110e202b30","root.record.ItemExhibitList.P5Item"
"Advance Procurement","","12","29.877","50","","","","","","","","79.877","","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","fa565585ea6b9180349b6eeae04250ac133fa69073cf4dd01888b01b70af6ea2","0-12af7dbd574741c3f8bee54585fe77b5bef83db3dd6250621f5588da0a4019dd","","","","0-d7c2911508380201b4ba94cc79aacb3ce3fcd4bfac6d5f80c6033103a1458067","root.record.ItemExhibitList.P5Item"
"Advance Procurement","","12","600.679","48","56","112","16","","","","","832.679","","2015-AMENDED_PROCUREMENT_AND_RDTE-2015-AIRFORCE_AMMO-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PBAmended_2015.xml","d27cefc2bb72e82de7748f7a1d1ff2a8ff7ad30cf7027a91e47ee29dad986610","0-73ebf07a9c38f344ce844accd5c2425f70a59692bea775467ce586a9e7b5e808","","","","0-d3a5095b971c16e13f807984426765a1b25d948eac8bc8e19b458bb1a071df0d","root.record.ItemExhibitList.P5Item"
"Advance Procurement","","12","600.679","48","56","112","16","","","","","832.679","","2015-AMENDED_PROCUREMENT_AND_RDTE-2015-AIRFORCE_AMMO-PROCUREMENT_MasterJustificationBook_Air_Force_PBAmended_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PBAmended_2015.xml","04277271467c34157fc353a716c1236673a9ef09c1f838c7ec2af5d1128b21cc","0-380802747c203401b70881dce221a356ead04e40f02959250cb5eb89e493779d","","","","0-7481f22ce384c7b993fa49c9fbb34f33e1820acf8ccfd541d80e70e7aeb45e61","root.record.ItemExhibitList.P5Item"
"Other (forgings, bearings, shafts, castings, bolts, pins, etc.)","","13","19.664","5.503","8.733","13.551","","","","","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2016.xml","eff48ca8dae347ca306f114bb715daec4def72353d74752d8add160f4080c2fe","2-172490fc37af7879843480f0af0b5ef4b223dc03d93e3bf1f19d5659cca8c67b","0","","","1-667339c04a3bf103c97e6c88c823505fca83a5a96e8ca17c87ce0b5aa44f0052","root.record.ItemExhibitList.P5Item"
"CFE - Airframe T.L.","","0","341.028","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2016.xml","4bdbb7354e1e70507249cc747b09f8fd7907f4cf56e22abbdf12370f311c34de","0-631040ecf1d572944af873d4e3dbd0b05c02867622745facea19f03a128bb316","1","","","0-f56d1f038d9c7265fdadba592494ada17bea1c0254c502664c84321ac983d45d","root.record.ItemExhibitList.P5Item"
"Airframe for FY13 EOQ/Long Lead","","0","24.053","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2016.xml","4bdbb7354e1e70507249cc747b09f8fd7907f4cf56e22abbdf12370f311c34de","1-82656223a9048557b1aeeff2d7f80d89bbb6bdd8522e188d9ed66a30ba7da63d","1","","","0-f56d1f038d9c7265fdadba592494ada17bea1c0254c502664c84321ac983d45d","root.record.ItemExhibitList.P5Item"
"Airframe for FY14 EOQ/Long Lead","","0","26.712","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2016.xml","4bdbb7354e1e70507249cc747b09f8fd7907f4cf56e22abbdf12370f311c34de","2-ab1392c90c946784631e6e80f8bc33784195d7ff2c39222772c887c8f464c4d4","1","","","0-f56d1f038d9c7265fdadba592494ada17bea1c0254c502664c84321ac983d45d","root.record.ItemExhibitList.P5Item"
"Airframe for FY15 EOQ/Long Lead","","0","1.846","11.157","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2016.xml","4bdbb7354e1e70507249cc747b09f8fd7907f4cf56e22abbdf12370f311c34de","3-703b17b030536e69b433a2f75b97a44b80d1075c4b0c4ca1a69422623eeee477","1","","","0-f56d1f038d9c7265fdadba592494ada17bea1c0254c502664c84321ac983d45d","root.record.ItemExhibitList.P5Item"
"CFE - Airframe T.L.","","0","376.326","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2016.xml","afefd55792744e93c1b9205df9cd5d381b13defa796d484ff20f8ff4ce98bc59","0-89a3260e73b9a657ef3ff38a6d4b375c5400b89123eb2436d3a580a3b74e6d1a","1","","","0-b509a81a371185c9859128564a373d018479b914c38e66811bd60708cecc94ae","root.record.ItemExhibitList.P5Item"
"CC/Avionics - T.L./Other","","0","554.46","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2016.xml","afefd55792744e93c1b9205df9cd5d381b13defa796d484ff20f8ff4ce98bc59","1-5d9241155325718c5c5330b1b2bdc0b02edd0d8e6646b8e2a4492ec6b02724f4","1","","","0-b509a81a371185c9859128564a373d018479b914c38e66811bd60708cecc94ae","root.record.ItemExhibitList.P5Item"
"CFE - Airframe T.L.","The P-8A Multi-mission Maritime Aircraft (MMA) program provides the replacement systems for the aging P-3 aircraft. The Advanced Procurement funds the long lead time items required for production of the aircraft.  PLT reflects the production of the aircraft as reflected on P-21.  Advanced procurement (AP) funding is required in FY 2016 for long lead requirements associated with the procurement of 12 aircraft in FY 2017.  FY16 Regular Aircraft Procurement funds to execute long lead requirements associated with the procurement of 16 aircraft in FY 2016.  The Advance Procurement (AP) funding will be used to procure long lead CFE items such as basic commerial aircraft long lead requirements (35 months); mission/weapons systems components and P-8A unique airframe components (24 months or greater production lead time). All of these long lead items are essential to maintaining the current schedule in support of the US Navy Fleet Martime Patrol and Reconaissance (MPRA) force transition from P-3C to P-8A.  Unit costs reflect prime vendor only and do not include GFE production costs.","0","979.441","0","0","0","","","","","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2016.xml","04275f5297ca2dc751c219d4cc23d8452c8a0adfb94b511a38e3133d11bbe7a2","0-154eae0b57c6fedb5c86c508276a9902b109a07f5b67c5a26be3baee0bd86d57","0","","","0-a8b05d65575aca72cfa54c0cc82c7a580cbe296c63794aa2822be2678ef01a56","root.record.ItemExhibitList.P5Item"
"For FY 15 CFE - Airframe TL","","0","","153.984","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2016.xml","04275f5297ca2dc751c219d4cc23d8452c8a0adfb94b511a38e3133d11bbe7a2","1-ed3885af96ed3cbf21ec8663591ab5fbe102eda36fe7ce5b98cda27ac9d20c88","0","","","0-a8b05d65575aca72cfa54c0cc82c7a580cbe296c63794aa2822be2678ef01a56","root.record.ItemExhibitList.P5Item"
"For FY 16 CFE - Airframe TL","","0","","152.044","24.929","","","","","","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2016.xml","04275f5297ca2dc751c219d4cc23d8452c8a0adfb94b511a38e3133d11bbe7a2","2-bb3f5d6d5f305dd355b8b6fd9a99abdd09c97223a9d110628dae9d1f43452b2b","0","","","0-a8b05d65575aca72cfa54c0cc82c7a580cbe296c63794aa2822be2678ef01a56","root.record.ItemExhibitList.P5Item"
"For FY 17 CFE - Airframe TL","","0","","","","245.021","","","","","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2016.xml","04275f5297ca2dc751c219d4cc23d8452c8a0adfb94b511a38e3133d11bbe7a2","3-96a3c7b5a7e39066918ea3738a003ddd2340f034ee8849472e393109667552a4","0","","","0-a8b05d65575aca72cfa54c0cc82c7a580cbe296c63794aa2822be2678ef01a56","root.record.ItemExhibitList.P5Item"
"GFE - Mission/Weapons Systems T.L.","AP funding will be used to procure long lead mission/weapons systems GFE components due to the change in acquisition strategy as part of the program's overall Should Cost Plan to reduce costs per the DoD's Better Buying Power initiative. FY16-FY18 procures EOQ items for the GFE APY10 Radar Multi-year Procurement. All of these long lead items are essential to maintaining the current schedule in support of the US Navy Fleet Martime Patrol and Reconaissance (MPRA) force transition from P-3C to P-8A.","0","","7.132","3.632","6.482","","","","","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2016.xml","04275f5297ca2dc751c219d4cc23d8452c8a0adfb94b511a38e3133d11bbe7a2","4-b054cf107632ad9a412c5ac79507539b95a3ecdecf40ee61cd0723a601f6199b","0","","","0-a8b05d65575aca72cfa54c0cc82c7a580cbe296c63794aa2822be2678ef01a56","root.record.ItemExhibitList.P5Item"
"CFE - Airframe T.L.","","0","761.495","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","bec6313d5bee6d883174a59057b6b16a52500dd76355e6279347031224d8b2f7","0-ea5a2bb3845bb4e92dcdfd67a3b08d3fa6b94b8d538a075c7403d959c6fc0616","1","","","0-acfef7fc7ff9918a985a5bf85621fee9cbb5b22d0c0f8c016831d263bf9e3627","root.record.ItemExhibitList.P5Item"
"Prior Years EOQ/Long Lead","","0","538.598","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","bec6313d5bee6d883174a59057b6b16a52500dd76355e6279347031224d8b2f7","1-0d20ad68e397c91ac15edd82ef3d8dfa6958b99728caac32e0567a17b2c2c2a6","1","","","0-acfef7fc7ff9918a985a5bf85621fee9cbb5b22d0c0f8c016831d263bf9e3627","root.record.ItemExhibitList.P5Item"
"For FY 2015 EOQ/Long Lead","","0","","125.5","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","bec6313d5bee6d883174a59057b6b16a52500dd76355e6279347031224d8b2f7","2-e17922a8b1e821d2e437c943a359ad4fc5747221cca4f943ff2bb9d47055774f","1","","","0-acfef7fc7ff9918a985a5bf85621fee9cbb5b22d0c0f8c016831d263bf9e3627","root.record.ItemExhibitList.P5Item"
"For FY 2016 EOQ/Long Lead","","0","","51.007","124.17","","","","","","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","bec6313d5bee6d883174a59057b6b16a52500dd76355e6279347031224d8b2f7","3-e29bfbe8001934a6277ba6867b81e4c4819ab266fe27b846c872ad0bd885967f","1","","","0-acfef7fc7ff9918a985a5bf85621fee9cbb5b22d0c0f8c016831d263bf9e3627","root.record.ItemExhibitList.P5Item"
"For FY 2017 EOQ/Long Lead","","0","","44.108","50.797","143.181","","","","","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","bec6313d5bee6d883174a59057b6b16a52500dd76355e6279347031224d8b2f7","4-1266c52df04592c550ec72e682e07cc52e92239e8624fb6fe4227588c5d58847","1","","","0-acfef7fc7ff9918a985a5bf85621fee9cbb5b22d0c0f8c016831d263bf9e3627","root.record.ItemExhibitList.P5Item"
"For FY 2018 EOQ/Long Lead","","0","","43.008","50.798","52.155","","","","","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","bec6313d5bee6d883174a59057b6b16a52500dd76355e6279347031224d8b2f7","5-9093e5bab555834213abf84ae509a45aea93103e6372dff9ac1fe2d616d6a21a","1","","","0-acfef7fc7ff9918a985a5bf85621fee9cbb5b22d0c0f8c016831d263bf9e3627","root.record.ItemExhibitList.P5Item"
"CFE - Airframe T.L.","","0","216.799","10.4","0","20","","","","","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","fdb5509255916dc762eb364f6b01aadf36a262d558a694a34c9c99e9cd8f4062","0-92d755784822b26f2b3fb98499594e83fb41dac7ec1beb1970ef5b8fab8749f6","0","","","0-2290cd9208998cfc292d9b05408794dd5d0ea9da3bae0060af9755e8bf9a88fa","root.record.ItemExhibitList.P5Item"
"CFE - Airframe T.L.","","0","","","67.67","54.577","","","","","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","3410200373ea9fe9c4efba9db402d34840ec9bb1fa4244be902715eac744ab22","0-e3649ba2f2e4f8992151caadcf8d16e075c1e7329c7b79039015c990e46be43c","0","","","0-a29769b3d23a9532253251cb422bd89db4b53733a39140ceaa3012315052340f","root.record.ItemExhibitList.P5Item"
"CFE- Airframe Termination Liability","","0","1165.457","69.539","27.04","44.021","","","","","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","1c9093d833008ab1c40b6138d5cc12fe4b84134a7c6b8a34a4f19f1ecabb7a33","0-fa16b44b7a20d01c7f6874c7735047e0b60398e873a1d8a617a93230fe6344f1","1","","","0-d5220d3b1d409dd01346a0ffb214c4df0756cd35f77ee5d6937d1336809c7bbd","root.record.ItemExhibitList.P5Item"
"CFE-Airframe Termination Liability","","0","620.226","82.556","106.455","149.878","","","","","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","1586ae96a586a4998f5468620b6804b2f86debc9d1c28602349ac5d979401a39","0-3cc62184e0f4625b3613d405622d2b22fc7ffc25099a56200163a6d41406a98a","1","","","0-95c42adc88f163d9de484461a1dafe4e12c52152212001e3cd57573df748fa03","root.record.ItemExhibitList.P5Item"
"FY17 Long Lead","","0","","","","41.3","","","","","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","465de97e4ad4b6bd9437c6ef7396f9ae0803e77171b5e991e2b627bd821988fd","0-855c3850e67294ae196549332c81a932426a548ea1a749f10ff8629cbee96ac2","0","","","0-cde26dfab4d9d681cecdc00ec5a34dbed5bf678b1ee4e0ccd28c1dc2d4f1f576","root.record.ItemExhibitList.P5Item"
"Prior Years EOQ/Long Lead","","0","1128.53","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","a16d93903f5bfd29d2eb616959fa9a8c7d4bb9d6164840dd25fc6bcf14a6559f","0-df18255dfe378fd8b8a13389918e5dd038b3779b9f264cd501cc7afd313a6f2b","0","","","0-e7905d0a9cf8739ae7dc4dbcf8d6f606c40adabe57c1ec25f815b92835768823","root.record.ItemExhibitList.P5Item"
"FY13 Long Lead","","0","59.073","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","a16d93903f5bfd29d2eb616959fa9a8c7d4bb9d6164840dd25fc6bcf14a6559f","1-dc1020ae6f98a182c9179d4c0e9541815a6d6f7efa70eea24cde1776c333b4cf","0","","","0-e7905d0a9cf8739ae7dc4dbcf8d6f606c40adabe57c1ec25f815b92835768823","root.record.ItemExhibitList.P5Item"
"FY14 Long Lead","","0","62.484","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","a16d93903f5bfd29d2eb616959fa9a8c7d4bb9d6164840dd25fc6bcf14a6559f","2-8ba9c993587c1f6f883088b766fa835714644749e229a815714e0b9d43813c54","0","","","0-e7905d0a9cf8739ae7dc4dbcf8d6f606c40adabe57c1ec25f815b92835768823","root.record.ItemExhibitList.P5Item"
"FY14 EOQ","","0","18.05","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","a16d93903f5bfd29d2eb616959fa9a8c7d4bb9d6164840dd25fc6bcf14a6559f","3-e4e1e13bfed8f3db2d2431f5217db6886809634fabe78dbdab86c6e829ea33ed","0","","","0-e7905d0a9cf8739ae7dc4dbcf8d6f606c40adabe57c1ec25f815b92835768823","root.record.ItemExhibitList.P5Item"
"FY15 Long Lead","","0","","40.017","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","a16d93903f5bfd29d2eb616959fa9a8c7d4bb9d6164840dd25fc6bcf14a6559f","4-e36f50689e9f3ec477764da14db7bc53b156c3b2fd2e1c37af05bee407ace752","0","","","0-e7905d0a9cf8739ae7dc4dbcf8d6f606c40adabe57c1ec25f815b92835768823","root.record.ItemExhibitList.P5Item"
"FY15 EOQ","","0","15.69","","","","","","","","","","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","a16d93903f5bfd29d2eb616959fa9a8c7d4bb9d6164840dd25fc6bcf14a6559f","5-2d7c75dbaf06e0cde303dea3f887f756a48979a3cf339fd4f9e4f945ca1eb731","0","","","0-e7905d0a9cf8739ae7dc4dbcf8d6f606c40adabe57c1ec25f815b92835768823","root.record.ItemExhibitList.P5Item"
