ServiceAgencyName_val,ServiceAgencyName_@footnote,ProcQuantity_val,ProcQuantity_@footnote,AcceptedBeforeOct1_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"Air Force","User software licenses as DEAMS deploys to various locations.","8000","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","b05d7972ef9187fa9c73ec4708d6dd5c7e041f70c8269714f2db39a5655fc197","0-922590f966445418e298920374bf60832bdd82a17f3aaa8a70bb07a29d17746b","0-746a14bc5ca2d4683c56376c848c68ecc3d1868daf770316ddf85658de9d47bc","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","Reference footnote (5)","18500","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","b05d7972ef9187fa9c73ec4708d6dd5c7e041f70c8269714f2db39a5655fc197","0-fdd0a8c47d2f84bcf803e42e696e3a7c9e92c770e6fda079d55cfdccfa620bc6","1-c5e6302fc38004c1fc66f0d8be659797c840c94b0e563442f6c2d76d9494cf83","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","User software licenses as DEAMS deploys to various locations.","200","","","2015-BASE_PROCUREMENT-2015-AIRFORCE_OTHER-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","b05d7972ef9187fa9c73ec4708d6dd5c7e041f70c8269714f2db39a5655fc197","0-b54df7850b1fece1c7371bcf02302621928693cfd361ca069c33a5620fda10c1","2-c84a8ef2e46dcfe6d874ed66f56b66bc54dff3b5e359d219d0937446afd2a42b","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Navy","","5","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","4e088e27c89fbb5276d31e07ad44bf0501898037e63f0743267d5bdaeb33aa22","0-a098473299beceb26569128781a81eabb032256e156a556a1151eaeab14bd28c","0-db69e6b8b922ec7c66d887915f94d956f6dcb9394014cc7fe4a35aece1f70eae","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Navy","","50","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","4e088e27c89fbb5276d31e07ad44bf0501898037e63f0743267d5bdaeb33aa22","0-78902775df3cd393e85b07b9ee9e4731178a5b1d16dd8957a42fadd81f175f6d","0-04e6e01d95f2e90070d8fb0ae6931febae81f897b2c0fc8faa724f29af84ae5c","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Navy","","75","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","4e088e27c89fbb5276d31e07ad44bf0501898037e63f0743267d5bdaeb33aa22","0-b99edc95d31ef6fe55246ac7403e93aea8846d8b97e8126cb335233c2e5e0047","1-c3262d22435c552f70ab452eaf0d4e918589159b1f6f15958b5b5c2b826229eb","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Navy","","8","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","4e088e27c89fbb5276d31e07ad44bf0501898037e63f0743267d5bdaeb33aa22","0-77b06d5105fde78c58123306cf0141d79e8c66cffebb6028566d7e43ad120870","0-bcd99f0ec333546717dd7cff4541224a7471deefbefd284b39cdd8e867e8e3df","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Navy","","80","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","4e088e27c89fbb5276d31e07ad44bf0501898037e63f0743267d5bdaeb33aa22","0-e667cf853f3f6662ae8cdd54233d20941c5a6849261735856ba00e70d19e36f9","1-4b0243e7614bcbac1825120a10337a340a90c251c21266b9a2e4e92a453e6dac","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Navy","","16","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","4e088e27c89fbb5276d31e07ad44bf0501898037e63f0743267d5bdaeb33aa22","0-abec3a0ab8d8289b56a22a2925e3b6c26f959ccab2f81ad8cf6e905058190dff","0-471d26121bb20390e020271cd382313cea76e66a42453fb9082a9aa5671d6ec6","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Navy","","16","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","4e088e27c89fbb5276d31e07ad44bf0501898037e63f0743267d5bdaeb33aa22","0-4e36fb9f9d090da113e4eb8ac54eba2a504270b3dccf2db6b172a1d93b73f283","1-0ff9ae504efb1a9a5c51bfd94ea7d0d8b538cd078effa915965fb20119d9804d","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Navy","","25","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","4e088e27c89fbb5276d31e07ad44bf0501898037e63f0743267d5bdaeb33aa22","0-bc46544a8403cf3be8f2c443a9bf5e2cb60fdd3c12230904f7896a7352c9d141","2-8c47781597836fef101750ed71dafe7dcbee03fcc17f09cb4b6532826ebee87c","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Navy","","8","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","4e088e27c89fbb5276d31e07ad44bf0501898037e63f0743267d5bdaeb33aa22","0-9ab9abc484b2484be258a1779c529440bc1865d0d42764d92ecc19c7497baa69","3-1f466b7826f91230b4e326fc63e95f8ffc7c57802224bd9118499137c946b06e","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Navy","","80","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","4e088e27c89fbb5276d31e07ad44bf0501898037e63f0743267d5bdaeb33aa22","0-cbbd331fb4cc8f2f7dea2ff56ff5755e8a72792c8012ba32db0ade1934285aa0","0-e66f941fae3871666791045281b27909f726cd9fcefc509f3f7ced1992ae5adc","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Navy","","100","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","4e088e27c89fbb5276d31e07ad44bf0501898037e63f0743267d5bdaeb33aa22","0-9c712ef2f3d32a78bdaa8d491f149dfee0d3d24acdbee56fdd125d28f582c7f5","1-7a09f181ece826147404d2aa2677b2e9d7c5bf8fabefa91b5a83d79343af754b","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Navy","","90","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","4e088e27c89fbb5276d31e07ad44bf0501898037e63f0743267d5bdaeb33aa22","0-fe9c352305fa613b88579e4f44511807e8235fdabd590b170bc2295b3fe95dca","2-89f7bcbc8121991b69ec690b5089d531792547b2a4c639d341e8f252fac3df5f","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Navy","","130","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","4e088e27c89fbb5276d31e07ad44bf0501898037e63f0743267d5bdaeb33aa22","0-b0e23a9f5322683191f9932bc95005c32696328fad29bd02c2e0b74afa93167a","3-05f26f9643aa556cfb50ab2094536706bcc65f899969e427492e7c671c294c42","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Navy","","304","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","4e088e27c89fbb5276d31e07ad44bf0501898037e63f0743267d5bdaeb33aa22","0-913fa3d92d78226f8e02cb8581e714fb8a535ae3fe191cbdfaef567b0bc9ced0","0-d45ee0058300f0b82d0252a8f13088818ecc6cf00120165aaedc46bac4fff006","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Navy","","10","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","4e088e27c89fbb5276d31e07ad44bf0501898037e63f0743267d5bdaeb33aa22","0-9ddcd34ec31ffd449387043c6f23b2dbc09579f942c35cdc03c9126d57b7ee7a","0-42db025781f058b1c13356809a043c4fb45b2daa4ceed942cf4ab453c3470d3a","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Navy","","13","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","4e088e27c89fbb5276d31e07ad44bf0501898037e63f0743267d5bdaeb33aa22","0-6f1514f2538b3fcb198624842cfe15a8fa9160a22778589a1f4c89fc68befce2","1-738448151b8436c8dabf60b24d503d87d370ed9f610c21de67be885995e52cd7","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Navy","","18","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","4e088e27c89fbb5276d31e07ad44bf0501898037e63f0743267d5bdaeb33aa22","0-895e032dd80185fc89448b355e85fcedafacdd70b778fbb99825c13824712f15","2-8ba1e286f402b38e2de9650ea9f332fe869969acd43ffb6eb79ca3057557e60a","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Navy","","4","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","4e088e27c89fbb5276d31e07ad44bf0501898037e63f0743267d5bdaeb33aa22","0-d4e355911f048a90c939f4431501a31e4982e55c3330a33a5b096d2c1318f877","0-c462f108a0f122d6562acff8a14c6ad88d0e25da1bfdd1655550588788eed031","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Navy","","99","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","4e088e27c89fbb5276d31e07ad44bf0501898037e63f0743267d5bdaeb33aa22","0-3874538f6c1119f728908562e81c2df3d354ab1eb7520d68372b4d55ae0a12b3","0-b97e1dea599e2b960c7a2e6926658abfb91209d5e0101884b1f1f306fd6d675c","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Navy","","40","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","4e088e27c89fbb5276d31e07ad44bf0501898037e63f0743267d5bdaeb33aa22","0-f8d11080bc0c515264fd17d12d130f651aafb1ecfce4de0c8842f7c17eac01ee","1-bc4d7293231c3831f887daa9f8535172e8723ed538c0c9f83e0ef53fe6c84b9e","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Navy","","90","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","4e088e27c89fbb5276d31e07ad44bf0501898037e63f0743267d5bdaeb33aa22","0-c23e470661be48408b1b40905a498ec4fd14b9cb79431cdddcf2f204564a20eb","0-b44a52169315f30595a73ab977baf3f6bddd7d64c1be4b9cd8b1b97d4ac1da03","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Navy","","51","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","4e088e27c89fbb5276d31e07ad44bf0501898037e63f0743267d5bdaeb33aa22","0-7d62dd4a957c113f5a75294e47b77f2afb6fd18429599c40b866b04280ff4e65","1-27f1583bf6852c47839739058ca6dd24863bb4d2cffb775643a1a388e10147d5","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Navy","","11","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","4e088e27c89fbb5276d31e07ad44bf0501898037e63f0743267d5bdaeb33aa22","0-8bcf3e0e8d0c02c8cfe120b31b43acf46afc9ee160eaa96ba893dbbe096eb186","2-8b81b7f3bdfe957aca33c5878b7db80b6544251d413dc7cec44486d83954149f","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Navy","","100","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","4e088e27c89fbb5276d31e07ad44bf0501898037e63f0743267d5bdaeb33aa22","0-f5a436b61cdfbfec77d9914b682c2ecbcebae203558c832f3001a2d3be8a85a2","0-8a59d37a24986e57ca97b07630e56a62a534c9c8a19dfe35926be0405cf93b22","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Navy","","113","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","4e088e27c89fbb5276d31e07ad44bf0501898037e63f0743267d5bdaeb33aa22","0-8eddae978d798de99ffaa663aa14a5ad0267f5a91ef7c59d5f7a855e2a3c1b58","1-d39fc1e0e3be68e2533431adf079ad68e0559113b21c7b794ecb2921e8277a7b","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Navy","","95","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","4e088e27c89fbb5276d31e07ad44bf0501898037e63f0743267d5bdaeb33aa22","0-683e5fb06598f13dd81db0152507c882e4a8f4de20582ac3b7d54f2dbe147a42","2-5204e48aa5b919a9305352b8844f8a19736447fd0717b05939019b3a8f95ec71","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Navy","","5","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","4e088e27c89fbb5276d31e07ad44bf0501898037e63f0743267d5bdaeb33aa22","0-e01058fbc39a9f98b2df127221490a957c63e3bd0af252007e063a571812d71b","0-43b16a606288452e602ed13cf9392550107ebc05713ca042315e077e6937c3d6","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Navy","","4","","","2016-BASE_PROCUREMENT-2016-NAVY_AIRCRAFT_BA5-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Navy_PB_2016.xml","4e088e27c89fbb5276d31e07ad44bf0501898037e63f0743267d5bdaeb33aa22","0-4f755c0546a7c4b9bad6d7ade729c15a05078b7c5e55ef5f807885b8b93435ff","0-fe7e324e3d82d525dde631278cb956eb62ce9085e0062f8edb73a5b8038ab847","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
