FiscalYear_val,PCOLocation_val,AwardDate_val,FirstDeliveryDate_val,Quantity_val,UnitCost_val,SpecsAvailableNow_val,RFPIssueDate_val,ContractMethod_val,ContractType_val,@SOURCE_FILENAME,@RECORDID,@ROWID,FundingVehicle_val,ItemNameSuffix_val,@PARENTROWID,@PARENT
"2014","WPAFB, OH","2014-03","2017-01","2","10.000","true","2012-10","SS","FPIF","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","8006d245bd699020fdba3c4b1cd620c2f5d69d075a47574c25b22402c14a21e8","1-cc8243d7e238261df42db6458e8a191226f9a6884d022e2ef1ec869aa0e7f5ca","","","0-9543e4e34e272aab6d4de007b490dfec6aee16145ae255982d3007aae269fc83","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement"
"2012","77","2013-03","2014-02","19","19.400","true","2012-04","SS","FPIF","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","49e6ebb877c28b1a5a5ad3ec630e9669d0f205b4790c66bd50e69d037f2b0687","0-a73ff117e2e77a2d948b58eed2bec55d9b0d16b048a98c3ab468d8251701cece","","","0-2a35f2fa772a70756bd1775454ee89a2bf8950c0bcff018cdaaa3ff87e7b3d27","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement"
"2013","77","2013-03","2014-12","19","12.045","true","2012-04","SS","FPIF","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","49e6ebb877c28b1a5a5ad3ec630e9669d0f205b4790c66bd50e69d037f2b0687","1-d25d44cb08c6a9be185bfea44ddcdbc577f644b0a326a95c3f97ad438fa0fe23","","","0-2a35f2fa772a70756bd1775454ee89a2bf8950c0bcff018cdaaa3ff87e7b3d27","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement"
"2014","77","2014-03","2015-12","30","9.458","true","2013-01","SS","FPIF","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","49e6ebb877c28b1a5a5ad3ec630e9669d0f205b4790c66bd50e69d037f2b0687","2-761b472161ff7ef444dfa0ecb3c1e29fe8e907c0d3f371378a51a3f0e0f14b65","","","0-2a35f2fa772a70756bd1775454ee89a2bf8950c0bcff018cdaaa3ff87e7b3d27","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement"
"2013","NAVAIR","2013-04","2015-01","3","5.000","true","2011-02","SS","FPIF","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","87e6219c53a6a0e21d8cd2ef48641c364c0940e3ebc418f58e09ce6611c01b96","0-e33e410859c0e69cc5a978782d8367636051c277e2d5c598dd853ce4669de1ad","","","0-2452633eb676498903ae356e268f1fac0cac1f0ed22437be131c12b1208b1807","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement"
"2011","WPAFB, OH","2011-07","2014-08","1","9.877","true","2010-12","SS","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","45f0be2dfff78b26486004bb5ff808ec4df07601617e528c9f2d0e3c0b68a716","0-8d2eec221984e4828da5b1802e5cc52e86c5cf374d1be2eddddd1012ca96214b","","","0-64184433377409ef6cecfbc3186ea20436801afd8a99989acefe54d0b35cc18b","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement"
"2012","WPAFB, OH","2012-03","2015-04","2","10.000","true","2012-02","SS","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","45f0be2dfff78b26486004bb5ff808ec4df07601617e528c9f2d0e3c0b68a716","1-24b527c9bfb1ae1386307cfb9310896b7f2bbcb0e34e197a853dd4832f572de1","","","0-64184433377409ef6cecfbc3186ea20436801afd8a99989acefe54d0b35cc18b","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement"
"2012","TBD","2013-07","2015-12","3","23.833","true","2013-05","SS","FPIF","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","20f7907056336be4710ebeb3bc8594a8c51886c61c07ee8b10c3abad2debace8","0-f39f981cf69d5206797f50094e505aa8655897c9779525b246c08a6775c28188","","","0-3dd02c23578063ab1c9821d88c8267e21319fc1be9f7ac1ef3f4bdad566320c7","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement"
"2011","WPAFB, OH","2011-07","2014-09","1","11.055","true","2010-12","SS","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","488edd08a4134d4ef47f67932aa0e770dd42909fc6ec080a1be4113faa890508","0-031f8f3649c4753cbcbf682edd0c298882e4a3167222ba79e8d3cc3c18bdf142","","","0-d1d47a203cca7b93511ce3b1950084afd745ce40592f9c61e916b6a928045e23","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement"
"2014","WPAFB, OH","2014-03","2016-09","7","10.000","true","2012-10","SS","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","488edd08a4134d4ef47f67932aa0e770dd42909fc6ec080a1be4113faa890508","1-5a37122f892c08a65296db24fbbbd43bd5717fd552696fd3a58cda385699a480","","","0-d1d47a203cca7b93511ce3b1950084afd745ce40592f9c61e916b6a928045e23","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement"
"2012","WPAFB, OH","2012-03","2015-05","4","10.000","true","2012-02","SS","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","568274f6da4ae741bf3451b1e4bd1ce95232308fe969b118463d712471e787ca","0-acb0ddc4082c6cdc32261d40ca4ee7eb0e2c7fac86d94884f598ee987b3a68d2","","","0-b11f9ff662406fd04136d307b294a536a043771a45c417fc9555dd7a51b40f21","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement"
"2014","WPAFB, OH","2014-03","2017-01","2","10.000","true","2012-10","SS","FPIF","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","568274f6da4ae741bf3451b1e4bd1ce95232308fe969b118463d712471e787ca","1-71e46499c3e953beaa95efd167a294dc2f014cb3d3709b849c82e2485ea77be9","","","0-b11f9ff662406fd04136d307b294a536a043771a45c417fc9555dd7a51b40f21","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement"
"2012","77","2013-03","2014-02","19","19.400","true","2012-04","SS","FPIF","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","6ab9e29ac3b8aded689164aba8dab423bb75c52b5172bcd81d5d2ac7eeafb8ff","0-bbd568b03c953a059eeba8caf08c62d4ba3e87dcaec1dc48e9305353da83b980","","","0-313be2e439cf21d70461ae4b48baf157f578f8ef23cfaad48d874badff9f7306","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement"
"2013","77","2013-03","2014-12","19","12.045","true","2012-04","SS","FPIF","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","6ab9e29ac3b8aded689164aba8dab423bb75c52b5172bcd81d5d2ac7eeafb8ff","1-b3f23ffef4379ec4b735b699374fa6c9a4a1bc8bdf40e75a08643e6af5aa3867","","","0-313be2e439cf21d70461ae4b48baf157f578f8ef23cfaad48d874badff9f7306","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement"
"2014","77","2014-03","2015-12","30","9.458","true","2013-01","SS","FPIF","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","6ab9e29ac3b8aded689164aba8dab423bb75c52b5172bcd81d5d2ac7eeafb8ff","2-3d8f639a17073ed29131ecf109b9c43295fe8cb1073c0c3d6834cbee7ef6059d","","","0-313be2e439cf21d70461ae4b48baf157f578f8ef23cfaad48d874badff9f7306","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement"
"2013","NAVAIR","2013-04","2015-01","3","5.000","true","2011-02","SS","FPIF","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","64862d5509d36b3dc25821d3aee2b698b642d9914a9acb94aba0df7947892b95","0-b46938c20c5be2db31240963b2e0d066c754ac65286d667c50b4b1bbd784be20","","","0-269afd9e849739cc4e78653d0d5ac59bad66aab663085bd2948a1e1493da9505","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement"
"2011","WPAFB, OH","2011-07","2014-08","1","9.877","true","2010-12","SS","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","df67eff3c686183f6dcf7d4101da8c03f51d7865cf70fd8211d6e348ea90397e","0-3c9dc753414aff63615cc1b482438cf5f4e242dc3af5f91354a4c9801e675337","","","0-b23fec6f1eeed1c5ad54542456c14f6dd55379928aa082aa0cbd2b3fb72df412","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement"
"2012","WPAFB, OH","2012-03","2015-04","2","10.000","true","2012-02","SS","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","df67eff3c686183f6dcf7d4101da8c03f51d7865cf70fd8211d6e348ea90397e","1-675a6b24f91cd55a3f98acc06b0b5bd507bc49d74027c0d02a73e555b2b52644","","","0-b23fec6f1eeed1c5ad54542456c14f6dd55379928aa082aa0cbd2b3fb72df412","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement"
"2012","TBD","2013-07","2015-12","3","23.833","true","2013-05","SS","FPIF","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","316c8a1eea6fda1117d3c520bf1b7b3c456a990002e7720ef4597a622b9eacd5","0-4f9ab2e9ab69b92f2df8c358a46ce6405513fdf82c778c30fc5a1368c8dd9e8d","","","0-3b67c835d513ccf915792a7eaf8f11064beb4800e7334802878684c169a3a079","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement"
"2011","WPAFB, OH","2011-07","2014-09","1","11.055","true","2010-12","SS","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","9de913aeb6567c0d4534e57110f9dda8f4ab9f2890ebec10995f16b0056b8d4a","0-1f095b4c1a02790e4a9ef99fe02fd2bfc4fb4d58eff5cc5b8c611789d9381ded","","","0-eb478d61da67cc9e2bef3f5d83d6019acee50ef12e231f8181d20dea78f63572","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement"
"2014","WPAFB, OH","2014-03","2016-09","7","10.000","true","2012-10","SS","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","9de913aeb6567c0d4534e57110f9dda8f4ab9f2890ebec10995f16b0056b8d4a","1-e9e6835361f3d2d21aa40af779e9368dd410d4c938ef4866da7c99a0cbd94043","","","0-eb478d61da67cc9e2bef3f5d83d6019acee50ef12e231f8181d20dea78f63572","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement"
"2012","WPAFB, OH","2012-03","2015-05","4","10.000","true","2012-02","SS","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1800a4a3cade962759517e8f30a849a8b21a34bb984d87d8abe05b8727f27625","0-a5de44ade78c032ea3ccc78cc35044d62c4fea39482c618fb35a3d7719ff9089","","","0-2d2b367eb4cea4202c5a50bd18f4c33b312e6b4927bd1b182d236e68be263e29","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement"
"2014","WPAFB, OH","2014-03","2017-01","2","10.000","true","2012-10","SS","FPIF","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1800a4a3cade962759517e8f30a849a8b21a34bb984d87d8abe05b8727f27625","1-ac258c497bca216045e169518ec89c06a7c7440b66ed6469c8d29d85b640dd90","","","0-2d2b367eb4cea4202c5a50bd18f4c33b312e6b4927bd1b182d236e68be263e29","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement"
"2013","See End Item P5A","0001-01","0001-01","0","0","","0001-01","","","2014-BASE_PROCUREMENT-2014-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2014.xml","59eb071a2b8c27825df619eb2437ee7c5c84f3ba541674a32571545b2cf94550","0-f8b0bfc300af1f5d3bc192263dfecc2a8bd638b5033ab3271e2285d252d90cc7","TBD","I think i","0-a2773ade06881fb94c48155e5e19887282944590272ee6830a2004f093f6b985","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement"
"2013","See End Item P5A","0001-01","0001-01","0","0","","0001-01","","","2014-BASE_PROCUREMENT-2014-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2014.xml","7fa98ebdf00716dac253784ec3c8e6d0fdbc0d8a1c13700e5d8d3eb0e6053267","0-83245e6966d6eff4f761c1bd468d4f77e83715a7d4095f86db239da0cea35e20","TBD","I think i","0-0118ff58de3bd68c6f7e1a5111aaae0f6c12667a559b2f7fee7657aa3169d09c","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement"
"2013","See End Item P5A","0001-01","0001-01","0","0","","0001-01","","","2014-BASE_PROCUREMENT-2014-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2014.xml","7fa98ebdf00716dac253784ec3c8e6d0fdbc0d8a1c13700e5d8d3eb0e6053267","0-8ca69f9f1db9170e7502c86e5933afeed1bfc41521d0d409079ae0e1e69b97f5","TBD","I think i","1-0eed10ef5e073fb88b7efbd3843c41b680ed27e7e09b7b2b7aaeea62df49031c","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement"
"2013","See End Item P5A","0001-01","0001-01","0","0","","0001-01","","","2014-BASE_PROCUREMENT-2014-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2014.xml","7fa98ebdf00716dac253784ec3c8e6d0fdbc0d8a1c13700e5d8d3eb0e6053267","0-c2508d695a61e7f9fbdf4eca541de2f948debf97b6620b7b8a79f7da4db9d9f8","TBD","I think i","2-90d3f1e1c3606950258ee0ebe4ca2d196d09e77179a79d6c7dd14c0d023642e0","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement"
"2013","See End Item P5A","0001-01","0001-01","0","0","","0001-01","","","2014-BASE_PROCUREMENT-2014-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2014.xml","7fa98ebdf00716dac253784ec3c8e6d0fdbc0d8a1c13700e5d8d3eb0e6053267","0-b0a3b474036a1fcbd2333e2852f4561bb33ef5ff2f128e7513c3ec13ebe87d14","TBD","I think i","3-50818d6a4c3dbaea82afaf68f35b6520e52e805c78745f5abd618e3e1b66fcfb","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement"
"2013","See End Item P5A","2013-12","2013-12","0","0","","2013-12","","","2014-BASE_PROCUREMENT-2014-NAVY_AIRCRAFT_BA1-4-PROCUREMENT_JustificationBook_Navy_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Navy_PB_2014.xml","d9f1e0fb0d1c8f37f7cf1fb8789cbe4e3f3cf2139c15aa9e23860a1278ea6cc4","0-0d5560c9174d7916bc2602bbae15ff5415420ac52197f4836da7691da8136249","TBD","I think i","0-cf553d10a87c38c79a01baee0b77a8a5b2bb7a3fa15f331b4fad1ccfbcc97a48","root.record.ItemExhibitList.P10AdvanceProcurementList.P10AdvanceProcurement.APCostElementCategoryList.CFE.APCostElement"
