@SOURCE_FILENAME,@RECORDID,@ROWID,Name_val,CategorySubtotal_TotalCost_AllPriorYears_val,CategorySubtotal_TotalCost_PriorYear_val,CategorySubtotal_TotalCost_CurrentYear_val,CategorySubtotal_TotalCost_BudgetYearOneBase_val,CategorySubtotal_TotalCost_BudgetYearOne_val,CategorySubtotal_TotalCost_BudgetYearTwo_val,CategorySubtotal_TotalCost_BudgetYearThree_val,CategorySubtotal_TotalCost_BudgetYearFour_val,CategorySubtotal_TotalCost_BudgetYearFive_val,CategorySubtotal_TotalCost_ToComplete_val,CategorySubtotal_TotalCost_Total_val,CategorySubtotal_TotalCost_BudgetYearOneOCO_val,CategorySubtotal_TotalCost_Continuing_val,@PARENTROWID,@PARENT
"2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","151cbabc5cab50e7685c243072d83b061ce0acd1f753dc40f1d47d3fbff117f7","0-77e22b325bd8de456e73d6f3a928ca28d098aaca7acef9dea8a28c0cbf80c101","","","","","","","","","","","","","","","0-adb2310b84d5a1ef0f081c896297bb2f60b1c8367901f00bab0592cdcf15bb7f","root.record.ItemExhibitList.P5Item"
"2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","b8fa5f8711ad2e5472ab82f8ae7a634c0ce171a77ff119a3b27bbb1b6f64f8eb","0-6af14255fe4cf3e4bec998ce60f96ce0d04a4c72e6d8d4a316faaa9211ee64e7","","","","","","","","","","","","","","","1-f18cff4509b7790c5f2e739076f35ba41877b420626bae4d52119e62039f04b5","root.record.ItemExhibitList.P5Item"
"2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","268080875a59f69f59d08ff7ec420975c591627aa2c33ed4d9603b68593f51e0","0-b4ede6229d4b6077a3d6df64721b61b68c35ca1606b9f5c64f2a30a96f56217f","","","","","","","","","","","","","","","0-c47a3618617dc88ad51fe4abe95ebb2da6b343267807e840dd788ef7c55f5f33","root.record.ItemExhibitList.P5Item"
"2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","b270148e08274208c171002d89170e1b5b4f8e87f5570ed71052cfa73e53bda2","0-f7ed5dc65701694dbf47a564b54c326d36afe6d1fa9f1f8878ed34063c63b3fc","","","","","","","","","","","","","","","0-f2103eda285bba3e613c7c8213419d07e9a472ce77becc542a95cee30c5cccbe","root.record.ItemExhibitList.P5Item"
"2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","3fcd3302e2a56aab9f3323c75acbe98156cafb50a444dd180cca3a72d5909b1e","0-deff30e946042938a96d4f345e4f7bfe9d65d23d0345e956b925428691d2e9f2","","","","","","","","","","","","","","","0-245e31a3e581fdae8e80a5940478c7b04d311361d8cfffa8cf9a49728e11e649","root.record.ItemExhibitList.P5Item"
"2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","620fbb0b98027694dc11a2a28a5c7115996b0a7a5f383c743233ef3260cec03d","0-77f91633891240fa4f8469e05831443e1026dcbe82e2a247e3d221301dc329c4","","","","","","","","","","","","","","","0-2295d5f407a9c51fbd86b8e22fe458b60bf5e8da1db694cf4371d0b19edcf1cd","root.record.ItemExhibitList.P5Item"
"2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","620fbb0b98027694dc11a2a28a5c7115996b0a7a5f383c743233ef3260cec03d","0-d8c648a77271467053813a521f2c851291c5f7b04a0ea5f0c034a827293d3f8f","","","","","","","","","","","","","","","1-0c3125a21cb77913e9c3dfcb9a0171f28e30e588d916a40e834cdd9b544bbd66","root.record.ItemExhibitList.P5Item"
"2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","620fbb0b98027694dc11a2a28a5c7115996b0a7a5f383c743233ef3260cec03d","0-e297d446d8829e19214fe0cd4de3a7b2245ca1e850c52585c7bd01b0e015c7c7","","","","","","","","","","","","","","","2-3a04bb97d44b6f9bf2725911132ecc1fd188ec47708ded90619530f18004dbdb","root.record.ItemExhibitList.P5Item"
"2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","620fbb0b98027694dc11a2a28a5c7115996b0a7a5f383c743233ef3260cec03d","0-e2be363d46338c338d3668a7c3302ee4d2d5ce16c36772302b670f2a7914c75f","","","","","","","","","","","","","","","3-cdaddd28b53499603dfa8a28d96eb06acba051a91fc218977293952f5e5f145f","root.record.ItemExhibitList.P5Item"
"2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","28a292ac186eda6ba4c4864abf7126463a5594143e3384ecc5b701722aca454a","0-1792e35403b69fae3836569868427b518f62c886029a9ee8d352b53a89103ad4","","","","","","","","","","","","","","","0-6dd82b042ecd63925da0426f6b11d610a33acd92e0a5d795f0df61ffdb0d832d","root.record.ItemExhibitList.P5Item"
"2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","1f1f752c553f532e596996bf4fb0f120508e4b658ec030cafb53789d3582e64e","0-43d04037ea81731e06b68dadf3bcc675ac470a339e06895955f2d5bb07417490","","","","","","","","","","","","","","","0-fe986d5e78641731cf6f9c4eb64c86e3b1c0b3aa95832dcf5b8ab5b347d5983e","root.record.ItemExhibitList.P5Item"
"2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","4514f885e09a56664f877e4001867ddf1e68d889e3b6fd9970c34470beea0fc5","0-c852c4db026aae743d39e9aef464b77e0e0e40f2c0a92990784c327a7dec7c7e","","","","","","","","","","","","","","","0-08a43f30d498f8a14110d527416a2fe689a4c4c5f6f4a357fcfee4d9de7d471d","root.record.ItemExhibitList.P5Item"
"2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","0d51770f5fe0f2bedfed7672ef19fc26fdab03ec01e0862857017ad049e29afc","0-ac17e8cdbd64c7ccbe34d91da0d461a5a485bd86c4501cb7f6907eef92f4f792","","","","","","","","","","","","","","","0-5f69db7de9e9097e90e5dd570fe73a9e2baf7f5895293ee0eb354d2af3947b54","root.record.ItemExhibitList.P5Item"
"2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","f016e0cd36dcdc2afe61cbffccd544d7497fd4a3f3d38f2a9226b72656757fb9","0-273efd0c11ce8d334080db74b42305c1b13c13160c88d86af8ba5847d4c78bf3","","","","","","","","","","","","","","","0-e75372a45593fe67259ecabaa9eef2db7e3b8a82e6309c3377056adc597a442d","root.record.ItemExhibitList.P5Item"
"2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","d4fb970686dd855f8cd0753f0d6917ba40dcc4ce26687be446d1ccc410c49b84","0-b169103e69499642cd18141e89a694be83651cfbb5fc7a2464bebf8758e85e76","","","","","","","","","","","","","","","0-902c5873eb0e073961002dce9cdff7790bd5b8a9a44213e0aefcb1f0fc01de06","root.record.ItemExhibitList.P5Item"
"2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","3118060a71da4dc2ba2a62bb33e2c77a6456300a63a01e76c96c2a3930aa721d","0-257c28bcb425119fdccdfd12a25452b474720a9bd9ecb07cd281463b8f5fd032","","","","","","","","","","","","","","","0-e637f3eaaf7025c047aa54029d2534430dc8537d1b19fdc241f75af0967761f6","root.record.ItemExhibitList.P5Item"
"2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","e378000dbb4b9a2952efec3d15f355437f8e20f686d0b579ca5e8dad0f1ff700","0-74cac0e9cdb7d16ef1670936aa184ee5c6c885fb700b5527a737da9f3a082ca2","","","","","","","","","","","","","","","0-398fe6c06a376d2624687140ac6a9c6e1908a952c11ec2a902f0a2a739b0fb8c","root.record.ItemExhibitList.P5Item"
"2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","64e1239dcbc4c7f9c867e4658b4d7712a50f6979db591eebd7e01e7898379fab","0-3f338320a89caffaec2c396ee3b632d88aba616f2b6734814f41c5e2d99e24a9","","","","","","","","","","","","","","","0-af599a1f5606d91190b724f2890b8b303c6fee38915c4ac28f3f5322787c4c21","root.record.ItemExhibitList.P5Item"
"2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","fcab240402b52e540757797eebc79cd920944563cb59b9817d0c18bf31f856b7","0-6d4e84fa432de872cd73ec68800e746e2ea0ef41a474ce9903db71c116c396e1","","","","","","","","","","","","","","","0-5510cc16e6a813809b16fa9521b11bee2ad5f99e8b08dd1e6639982bc59b8298","root.record.ItemExhibitList.P5Item"
"2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","d3e35916b2487aab0942c38f565c257c358d3a3a55e38572f0dbd07591a1ec13","0-65fce5c4ae0b12325c3a6fd7d652cb25404d3f52dcad9b77c9224f394aa7910b","","","","","","","","","","","","","","","0-7bf8f041a0cf9dc54bec857b82ea5bea70d8858fc6d11bd3408b2319ef9b86b1","root.record.ItemExhibitList.P5Item"
"2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","5f743c9c80c987f333801db6b3fc429b0b9082ad35a1981a597d15037d91fcd2","0-e9333091c31dde105c0ee506aae1d83412101ca2fd5b4dba69f52e4588bef093","","","","","","","","","","","","","","","0-064806124f5495540c5ac7b9ab9d95bc5913c4ad003e12814613ea0eb699e2f9","root.record.ItemExhibitList.P5Item"
"2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","ed1ce6cae14f0fe0bbdb23ffccfaf0f17d2e723a52c85ea95db6e629263c7f2e","0-cd9159853b680076da939481060c0cb7047e6f8b8bb379d8ce53b9f2cd695b96","","","","","","","","","","","","","","","0-a550606229464d09aa5a29c932aca17a6c5737356f2ea888a3db0c55765b5dab","root.record.ItemExhibitList.P5Item"
"2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","13edc5e5ea5b1fd49b7b9d460b10e3df627f12cf907a34d4d7eb5514731369ee","0-bae5c07d41e80fe1ab75534a137fa871145a7f7636caf0d5aa8559494eaabe16","","","","","","","","","","","","","","","0-f0f69aa0ba8c6226fd9f1517e1d5bc09e6a710d22566fb8247b348be442b34bf","root.record.ItemExhibitList.P5Item"
"2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","593818343681a663dc271cba846b3bcdb90ace1909beefa76491d4825b59a7ff","0-877396d6bd376162d80f90e98f6bd0befd229c9c50ee37aa53b1c7ac2450c948","","","","","","","","","","","","","","","0-51f90c663644784ce527b3e1ef630fed646142e0249353c5072369a2e3769e71","root.record.ItemExhibitList.P5Item"
"2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","593818343681a663dc271cba846b3bcdb90ace1909beefa76491d4825b59a7ff","0-c691c4e98a1ecd1de6a1970e7fc1f1f117c2dd68ec1d0a5e5b9c1dc1df00fe4b","","","","","","","","","","","","","","","1-8ff3bb26324844b773866aad702dafd5910a7448c2f17ab0bc0c0c2ca2f79341","root.record.ItemExhibitList.P5Item"
"2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","47e4f12a187adf0440c76ec21e7853dc493c0d1638201eede47c99a498fd97e1","0-5108247e60661887c7605e45e79978fdd0dce3751a8008cc30d82bfe86950619","","","","","","","","","","","","","","","0-03247e2e1b2269f7dbd09b12d672934b876e7e3aaf92653cc3c63e8a3efd8ee1","root.record.ItemExhibitList.P5Item"
"2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","3dc0cebf0f84c14949fb22f2ec0d13dae0e061a7e197dfe82bae65ef28be16ae","0-aff5bca5137839a1f2b3791ecb0068c4189740986a8febf22a8412b48c006697","","","","","","","","","","","","","","","0-2751e04c5f847405563bebb56b31f95ae69731646afd549f1b0bf812af037d91","root.record.ItemExhibitList.P5Item"
"2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","a7c231a729ecd9dc4ae9936eb487cb3e928861489d641113a76c375e9894e723","0-ee94e795811986a7fb4278ca047fd90fb8394994c38e2e28cc5e9f2bfbee0b3e","","","","","","","","","","","","","","","0-ec9de133f03aced7b746a0103b9a83440d47af99c13fa3dbab89a90877842272","root.record.ItemExhibitList.P5Item"
"2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","1bbb7d0b0130a1836400f4027edfb2b942cec98bfe7185e10fe5c4dd981ddb3c","0-a442543f940bc1353d5790c05b2ba24f46c5affc3dd535c685acdb519998b325","","","","","","","","","","","","","","","0-f699c78c026777ff077030579e8a02798164d925d720cac6dfe0cea0ba3db7f0","root.record.ItemExhibitList.P5Item"
"2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","e3a6cb100dfc9a0c9494b0fa7b2886e0d01a162c012ad43e770b6913d4c86d79","0-c9955b4d993c3535da43aeccf34e3e26c78b71d47efa7c2cc2faeeeed0232c15","","","","","","","","","","","","","","","0-699c46e428443febd0d377307db3efbf375f68388a1b09534f37ededc1f11e91","root.record.ItemExhibitList.P5Item"
"2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","c93b4a2be580fe501a7368ca798961b5dca0a56614da72f84696453bd9b3f7fa","0-b565a1b05566c196219974371a4feb1f6f68591db3b1ff51c3933366b587caba","","","","","","","","","","","","","","","0-314daf1decd508e84671f7d88751620cf943d9dc414d609cc715a974b5a5a4bc","root.record.ItemExhibitList.P5Item"
"2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","50275ed7d356f8737b9fdb6541c76e9072c3e4bb459bd299008e3918de531fb3","0-02f0ac113e6ac974251084023027b8440d2fad1f711765a32fe95354f2545d90","","","","","","","","","","","","","","","0-9484e98887d849059386f9cdd4504df467cb5546ebdbc9f0271ea932c50eb844","root.record.ItemExhibitList.P5Item"
"2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","6ed965294c5a47ffa9b26cc06cd3bf6766afe70d3b85611e8128472053c824c7","0-dc39d6cabfc3ecd41b9e4fa237df982e75a03e5570572740d23a599300a0fbac","","","","","","","","","","","","","","","0-2906d348388ccffa4d8a049617b7f7532633d628829ba66bac491441b7185fb6","root.record.ItemExhibitList.P5Item"
"2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","3038dfc3aa10a3c368ccbcf6965e17571d44fa8ae41f47acf948897329f5294b","0-b1f76b1c42eabbeeb43c3d47457dc2fb6ba1021bc306c6bd6ef52fcd9263602e","","","","","","","","","","","","","","","0-c6aff0588b62b12ae5bf2487a5124ef5e34904c5e2a51c7ba30cc26872c3c7e1","root.record.ItemExhibitList.P5Item"
"2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","48a0b4580ea5e8b5efd2441f8e2ce6da5da02a70d12dd7030573612cb4f7353f","0-e53e1f233bc53e2cad05e4bd50e3805be168ffe4c48e14106896f7a21124aeb0","","","","","","","","","","","","","","","0-4b45df72ff6b80844faa04717944dab978efa57c791db4f6481eedf7c2bab59d","root.record.ItemExhibitList.P5Item"
"2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","4309cd2ddae7a4b4a431b5a176dd4058f19ee820b5213cbfd8c5e33a571cdc5e","0-114a8f252db76fbdb009e54c689774fcc2bb56e723d51ee09062c32d892e7e44","","","","","","","","","","","","","","","0-bb139391d713df0901af5e6cfecfeb6dd063e0d9c666483b7a48b24e3f24915d","root.record.ItemExhibitList.P5Item"
"2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","601ae9dd8603462a448ce4d407a902973eb716363e80382a2192b3c80a95bac8","0-ba72719eba06a44759e3445bb67b82cfc307b8eea39fbb788e7d7e9a12b27fa6","","","","","","","","","","","","","","","0-6d983450dcb3cb342f1dea6abb48d150b04002884b639801753b56b6f03cd711","root.record.ItemExhibitList.P5Item"
"2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","49ea51a266d1f26fbb7e9540dcf13ac7edf6e0045e26abc78725de6f38f215f0","0-2a75a626817962c9b77c742c8d9b072c003dcb626311ca7a3fb98568ef1d8505","","","","","","","","","","","","","","","0-7a1a93732cc486aa0d8ed527836341582b605c70d93ae6af7ed5b2ca557d8332","root.record.ItemExhibitList.P5Item"
"2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","1f4f127078b801cf69bd1d343ce10449d87168a46400edc6f8142cdafd8b4153","0-ccb4fdeb8989bfc0c11143735957886b3352798bf859259a9a943d61dddd3efa","","","","","","","","","","","","","","","1-1e920f0695c1b31b543eb734f6e2a21dc52d3a9f310fd19a7304428e2912dd23","root.record.ItemExhibitList.P5Item"
"2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","6bd674c6f69c66eec2cda701be10a7e979689b59033588ea1a19b74f761b8e00","0-187ba6454ac015c0ee618368e5024f242d603077c765313f571fab30b22f6d77","","","","","","","","","","","","","","","0-9173f17b918b0252302d9d20dcea6de6c2917adb9bd4e1c08591ed86a0a093e4","root.record.ItemExhibitList.P5Item"
"2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","14dc5f210ef35c0cd0f1defdb74f0a5855aea895fcf8d898ab046beaec288d06","0-ea66b17633297784ba0b30c720cd900b66decf02ac84b0d4d1fc2ad1703b3e51","","","","","","","","","","","","","","","0-9b7f797dba443d3e157185d22b5ce59f16b041723349a30e90a2d40f13e0452e","root.record.ItemExhibitList.P5Item"
