Date_val,Title_val,Description_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"2013-12","Stinger Proximity Fuze Contract Award","Award of contract for Stinger Block I integration with Proximity Fuze.","2014-BASE_PROCUREMENT-2014-ARMY_MISSLE-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","292e1e2ebe98176487e1c2b0d8bd19f180474719ae34cb57c8ba882b55ef396e","0-a2cae892b07e6d6c1637d48b32bc67703edaa338eb235a9a1d7d651d74f97065","0-27abc474c8bbd50e1ab6844b7806e0c1708ec22edccc5fe9f28c288c7c5d38e1","root.record.ItemExhibitList.P3AModificationItemGroup"
"2012-01","Multiple RFPs Release (5)","M4 PIP Phase 1","2014-BASE_PROCUREMENT-2014-ARMY_WTCV-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","f0ba6b76eb18ee3d656a1456fab9a0dd08c280b750842e1a3c4d1b61363a91b0","0-f952723b8b128503bdea42398c1f7ec2c30e45846a29680c86719a187de38def","0-b522a7c6c21827a176900ff36c0c71aca7cb9dcff2986a74f5af13ed83106aed","root.record.ItemExhibitList.P3AModificationItemGroup"
"2012-08","Evaluation & Down Select","M4 PIP Phase 1","2014-BASE_PROCUREMENT-2014-ARMY_WTCV-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","f0ba6b76eb18ee3d656a1456fab9a0dd08c280b750842e1a3c4d1b61363a91b0","1-7484d64977c0aa69c7343d81fc67cca46c690f9fdc44c60a66737405f121cb10","0-b522a7c6c21827a176900ff36c0c71aca7cb9dcff2986a74f5af13ed83106aed","root.record.ItemExhibitList.P3AModificationItemGroup"
"2014-12","Contract Awards","M4 PIP Phase 1. Based on Heavy Barrel procurement from ACC-Warren, MI. Barrel protest filed 1/18/2013. Next award scheduled for 4/30/2013.","2014-BASE_PROCUREMENT-2014-ARMY_WTCV-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","f0ba6b76eb18ee3d656a1456fab9a0dd08c280b750842e1a3c4d1b61363a91b0","2-47b098161a0c29ec6421f35b9fd39f2f4f08440977f05d1091e5d8648455438b","0-b522a7c6c21827a176900ff36c0c71aca7cb9dcff2986a74f5af13ed83106aed","root.record.ItemExhibitList.P3AModificationItemGroup"
"2014-01","Initial Prod. Delivery","M4 PIP Phase 1. Based on Heavy Barrel procurement from ACC-Warren, MI.","2014-BASE_PROCUREMENT-2014-ARMY_WTCV-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","f0ba6b76eb18ee3d656a1456fab9a0dd08c280b750842e1a3c4d1b61363a91b0","3-d379a7eb77c3a2b6b4d1f59ce57bc39a667780ca0e40df9c9b8f03a4130a5f7b","0-b522a7c6c21827a176900ff36c0c71aca7cb9dcff2986a74f5af13ed83106aed","root.record.ItemExhibitList.P3AModificationItemGroup"
"2014-02","First Unit Equip","M4 PIP Phase 1. Based on Heavy Barrel procurement from ACC-Warren, MI.","2014-BASE_PROCUREMENT-2014-ARMY_WTCV-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","f0ba6b76eb18ee3d656a1456fab9a0dd08c280b750842e1a3c4d1b61363a91b0","4-d96a18c0414ce6928fdb8da1f856e7e5f9941ffb0da2299f3e9df95ba86b8884","0-b522a7c6c21827a176900ff36c0c71aca7cb9dcff2986a74f5af13ed83106aed","root.record.ItemExhibitList.P3AModificationItemGroup"
"2011-08","Production Verification Test","XM205 Tripod","2014-BASE_PROCUREMENT-2014-ARMY_WTCV-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","67dadf166da36bbdda44cabbef0bfedc97f28dce648ba05209020137d03e7bef","0-52ac4f1157ce6659ed911db08aeda429d38ae03f13cedb38d88615a89aa56425","0-ae40a158a0c6043bd5ffa3117e0c8d99f3abb25eefb72635184deab72a68afbb","root.record.ItemExhibitList.P3AModificationItemGroup"
"2011-08","Operational Test","XM205 Tripod","2014-BASE_PROCUREMENT-2014-ARMY_WTCV-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","67dadf166da36bbdda44cabbef0bfedc97f28dce648ba05209020137d03e7bef","1-9845973e05be235cbd46c4bc2e3e473ccf1dee414eb0fb2df4b6e9ae944511ec","0-ae40a158a0c6043bd5ffa3117e0c8d99f3abb25eefb72635184deab72a68afbb","root.record.ItemExhibitList.P3AModificationItemGroup"
"2012-08","Type Classification - Standard","M205 Tripod","2014-BASE_PROCUREMENT-2014-ARMY_WTCV-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","67dadf166da36bbdda44cabbef0bfedc97f28dce648ba05209020137d03e7bef","2-6ef8c81077bbe10a2d532c345c309aa0df88bc43fc965c2602abd50795479363","0-ae40a158a0c6043bd5ffa3117e0c8d99f3abb25eefb72635184deab72a68afbb","root.record.ItemExhibitList.P3AModificationItemGroup"
"2013-10","First Unit Equipped","M205 Tripod","2014-BASE_PROCUREMENT-2014-ARMY_WTCV-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","67dadf166da36bbdda44cabbef0bfedc97f28dce648ba05209020137d03e7bef","3-a9327f0aa29b5885e549f576b961ffd8bbb16a9aec3e10e079927ba9503e8742","0-ae40a158a0c6043bd5ffa3117e0c8d99f3abb25eefb72635184deab72a68afbb","root.record.ItemExhibitList.P3AModificationItemGroup"
"2012-02","Urgent Material Release","XM2010 Enhanced Sniper Rifle (ESR)","2014-BASE_PROCUREMENT-2014-ARMY_WTCV-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","301db6012dd4815f3ad7430acf441f57663cf9d0067fce625ac9e23677f48d24","0-72bae4ded3fb83f21cd6118187270f1c78166dbc854d1c9a455daef5bfc84a9d","0-b8ae47db24925df31777d257d3d877b2b18a598c60bccb93a6bb1b69a9adc2b9","root.record.ItemExhibitList.P3AModificationItemGroup"
"2013-03","Milestone C / TC Standard","XM2010 Enhanced Sniper Rifle (ESR)","2014-BASE_PROCUREMENT-2014-ARMY_WTCV-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","301db6012dd4815f3ad7430acf441f57663cf9d0067fce625ac9e23677f48d24","1-1a2667f7ab937755f00c9d30b017240c351390787bbe6727ade361a27b204b3f","0-b8ae47db24925df31777d257d3d877b2b18a598c60bccb93a6bb1b69a9adc2b9","root.record.ItemExhibitList.P3AModificationItemGroup"
"2013-03","Milestone C ADM","M110 Compact (CSASS)","2014-BASE_PROCUREMENT-2014-ARMY_WTCV-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","301db6012dd4815f3ad7430acf441f57663cf9d0067fce625ac9e23677f48d24","2-6edd4c043f053dafc72a9e8c25e22ea6b2853e76130ab06f07464083d1feda2d","0-b8ae47db24925df31777d257d3d877b2b18a598c60bccb93a6bb1b69a9adc2b9","root.record.ItemExhibitList.P3AModificationItemGroup"
"2015-02","Type Classification Standard","M110 Compact (CSASS)","2014-BASE_PROCUREMENT-2014-ARMY_WTCV-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","301db6012dd4815f3ad7430acf441f57663cf9d0067fce625ac9e23677f48d24","3-536a0e9a3a020cc7e64b05110085e1231e688e5c8d1d40642bedf7c3942521dd","0-b8ae47db24925df31777d257d3d877b2b18a598c60bccb93a6bb1b69a9adc2b9","root.record.ItemExhibitList.P3AModificationItemGroup"
"2013-03","Administrative Leadtime:  12 months","","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","8affc05290f1daca118294b5b52617ba11511aaef4586953358e19ea4f06c841","0-9ed07367115b70b8ea574444e018c438c28ebad1ff9b5507ee2f88ff10425898","0-f48e3d7a83c82f37516385b4def214621a5bf21290bb9de16a48d93ba56b7598","root.record.ItemExhibitList.P3AModificationItemGroup"
"2011-09","Improved Sentinel","Undefinitized Contract Action (UCA) awarded. Contract definitized on 5/14/12.","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","b1cee72ea1a15e94fc5254401b10f4b361eafeb73994f6ce9c486a2f497fd461","0-1f984e8edbf57d4a915b163ec00e9b0d2203898a1bd3fae5fb17e99ff5dea8c6","0-4ced50ff4959b25fa925cbd3b14dd907093fcbc71d72c93712386b96f12a1411","root.record.ItemExhibitList.P3AModificationItemGroup"
"2012-12","TPX-57 (Mode 5 IFF)","Contract award for Base year.","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","b1cee72ea1a15e94fc5254401b10f4b361eafeb73994f6ce9c486a2f497fd461","1-fcd43d6cc7e06adcd29f07be4d90b44e9f0084015aaa8793a6850dc6c18791dd","0-4ced50ff4959b25fa925cbd3b14dd907093fcbc71d72c93712386b96f12a1411","root.record.ItemExhibitList.P3AModificationItemGroup"
"2014-01","Common Platform Upgrade","Contract award for Base year.","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","b1cee72ea1a15e94fc5254401b10f4b361eafeb73994f6ce9c486a2f497fd461","2-1941ce67f7c62dab76b1f72868b686d80ac544645ee47e37f3f41661cdc78990","0-4ced50ff4959b25fa925cbd3b14dd907093fcbc71d72c93712386b96f12a1411","root.record.ItemExhibitList.P3AModificationItemGroup"
"2016-01","Cross Domain Solution Network Interface","Contract award for Base year.","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","b1cee72ea1a15e94fc5254401b10f4b361eafeb73994f6ce9c486a2f497fd461","3-c24bf3c2be1a95b706874d725e56498e69109ec1435d8aa0da00d7b48197f3f3","0-4ced50ff4959b25fa925cbd3b14dd907093fcbc71d72c93712386b96f12a1411","root.record.ItemExhibitList.P3AModificationItemGroup"
"2016-01","Signal Data Processor/North Finding Module Upgrade","Contract award for Base year.","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","b1cee72ea1a15e94fc5254401b10f4b361eafeb73994f6ce9c486a2f497fd461","4-eac746cfeca1f29eeeeb93399490771284695e1b3287afa06162b9e720962b37","0-4ced50ff4959b25fa925cbd3b14dd907093fcbc71d72c93712386b96f12a1411","root.record.ItemExhibitList.P3AModificationItemGroup"
"2012-10","AN/TPQ-36/37","Continue Software Enhancements","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","19d3db8cd3a660d8b625f1c6d3626ef99e262c5459cce1bf6a8b200aec9f0a9b","0-4168143f93b38a4213299ec49910a32f2dc45e6be945ee6e57c48628265bdadc","0-a2e47463984c656c2ce80bfff7ccf896aa0241656aea1438381eaaf5c0397a0d","root.record.ItemExhibitList.P3AModificationItemGroup"
"2012-03","AN/TPQ-36/37","Centerline Software Effort","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","19d3db8cd3a660d8b625f1c6d3626ef99e262c5459cce1bf6a8b200aec9f0a9b","1-31d56a000cd9b8f065573a09a575677ebb6bbb2a067539ab6d2aaf13729eacd8","0-a2e47463984c656c2ce80bfff7ccf896aa0241656aea1438381eaaf5c0397a0d","root.record.ItemExhibitList.P3AModificationItemGroup"
"2012-03","AN/TPQ-37","Initiate Production Receiver-Exciter (REX) Upgrade","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","19d3db8cd3a660d8b625f1c6d3626ef99e262c5459cce1bf6a8b200aec9f0a9b","2-4502ad282142c35c5aaad8f2f1cc7493905e11c9c3e7b32760f52bd30a74c785","0-a2e47463984c656c2ce80bfff7ccf896aa0241656aea1438381eaaf5c0397a0d","root.record.ItemExhibitList.P3AModificationItemGroup"
"2012-10","AN/TPQ-37","Continue fielding ATG/OC RMI Upgrade","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","19d3db8cd3a660d8b625f1c6d3626ef99e262c5459cce1bf6a8b200aec9f0a9b","3-9391f1d3ecf2470933da26e00dfec5b0da0e20a022696373d2b31147ce527683","0-a2e47463984c656c2ce80bfff7ccf896aa0241656aea1438381eaaf5c0397a0d","root.record.ItemExhibitList.P3AModificationItemGroup"
"2013-03","AN/TPQ-37","Procure Ruggedized Laptop Computers","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","19d3db8cd3a660d8b625f1c6d3626ef99e262c5459cce1bf6a8b200aec9f0a9b","4-e430551c21842c93711672733bc874b51fe66f812c462970d5ce4ddcd563e69a","0-a2e47463984c656c2ce80bfff7ccf896aa0241656aea1438381eaaf5c0397a0d","root.record.ItemExhibitList.P3AModificationItemGroup"
"2014-09","AN/TPQ-36","Complete Laptop Computer Refresh Fielding","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","19d3db8cd3a660d8b625f1c6d3626ef99e262c5459cce1bf6a8b200aec9f0a9b","5-69cdd77c77de12af2ac3c50f8ca8b9b30726d424c4a58310d52cac7a6892fc4a","0-a2e47463984c656c2ce80bfff7ccf896aa0241656aea1438381eaaf5c0397a0d","root.record.ItemExhibitList.P3AModificationItemGroup"
"2014-03","AN/TPQ-37","Complete Fielding ATG/OC RMI Upgrade","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","19d3db8cd3a660d8b625f1c6d3626ef99e262c5459cce1bf6a8b200aec9f0a9b","6-4bbb1452314c88afbc22cf6830211c6dcf0fb4071876761218c413c8bd5af2d6","0-a2e47463984c656c2ce80bfff7ccf896aa0241656aea1438381eaaf5c0397a0d","root.record.ItemExhibitList.P3AModificationItemGroup"
"2013-08","AN/TPQ-37","Begin Fielding REX and Laptop Computer Refresh","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","19d3db8cd3a660d8b625f1c6d3626ef99e262c5459cce1bf6a8b200aec9f0a9b","7-14ad46c0912a8c8f6f5d95804d196b75705d65761fbfd7beaa368b3467c6aace","0-a2e47463984c656c2ce80bfff7ccf896aa0241656aea1438381eaaf5c0397a0d","root.record.ItemExhibitList.P3AModificationItemGroup"
"2015-06","AN/TPQ-37","Complete Fielding REX and Laptop Computer Refresh","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","19d3db8cd3a660d8b625f1c6d3626ef99e262c5459cce1bf6a8b200aec9f0a9b","8-cae01fd05a00bc498ff4a079d6f369201e522b3dba2667217b7b8cc1b9ac567f","0-a2e47463984c656c2ce80bfff7ccf896aa0241656aea1438381eaaf5c0397a0d","root.record.ItemExhibitList.P3AModificationItemGroup"
"2014-09","LHD-8 (USS MAKIN ISLAND)","","2014-BASE_PROCUREMENT-2014-DEFENSE_CBDP-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.xml","1a66b67a7a6ee62af5e4945896bf7a4cc2c38d9181e3477bb5e3dc483be4b75d","0-b37f3e497edb1f312a7389da1e1a339d92a77c15f012989c7329a5e7057ed676","0-91db2db09feb12a72c58dfb4608ed3c05e69981981cfc3f86e9ed13c09744dc7","root.record.ItemExhibitList.P3AModificationItemGroup"
"2011-04","Production IPR","","2014-BASE_PROCUREMENT-2014-DEFENSE_CBDP-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.xml","97d306f3e37f2906a5001bc7c82dbaa23baf8de90825e377097cc280fffa115b","0-084ab8cbd706f099d15d874838c7a05eb72a61db1a22455deeee87f9df50f31b","0-9fbee93a80a4f954cace90e0871b6ebcd885a19ad3c37dd6e45e1c7a5e5b4f4a","root.record.ItemExhibitList.P3AModificationItemGroup"
"2014-09","LHD-8 (USS MAKIN ISLAND)","","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","b6e0fcd2d824ac8404627de0b115bf6d6c169183d635f59a4fbe450c7ad2495e","0-75b4a6c15f7e69dd1a7dd63ec5d406a38d4e5faf3f0b968ba716fe08047c20f4","0-14a1c38492b0c5db3b681f98c8214d58bd55b1d2cdbac2b51bcc1373cd2a59d6","root.record.ItemExhibitList.P3AModificationItemGroup"
"2011-04","Production IPR","","2014-BASE_PROCUREMENT-2014-DEFENSE_VOL1-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Defense-Wide_PB_2014.xml","2dc8b319e28774b8158e551f3de9ff70b9908792cce30b426a07033c4ab4c58f","0-2ebe05b304f1c8d5de2554e8a093abf24fc9fada8dfd640155b309341b7a36f9","0-3a11603d8371da2baaae7830cf9d3b65c831613a7d2419c4986c4abffd2ee6ad","root.record.ItemExhibitList.P3AModificationItemGroup"
"2005-09","Milestone C Acquisition Decision Memorandum Signed","","2014-BASE_PROCUREMENT-2014-DEFENSE_SOCOM-PROCUREMENT_JustificationBook_United_States_Special_Operations_Command_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_United_States_Special_Operations_Command_PB_2014.xml","4d9563a6f4db18b49940987483479cc6e587c2b095912f51f1d662f9b6bde98b","0-a4a6fcb77264efcd523a9ee3d91790d7700a8a0a3e19099ebc309f56c243e20e","0-740c245f46e3c340fd2264af26eb88bbdde7614addc86383b49b70f8e5198d39","root.record.ItemExhibitList.P3AModificationItemGroup"
"2005-11","Low Rate Initial Production (LRIP) Contract Award","","2014-BASE_PROCUREMENT-2014-DEFENSE_SOCOM-PROCUREMENT_JustificationBook_United_States_Special_Operations_Command_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_United_States_Special_Operations_Command_PB_2014.xml","4d9563a6f4db18b49940987483479cc6e587c2b095912f51f1d662f9b6bde98b","1-6ad0e5dbc4ea67673fb914e38098a86e35fda824e86e82461e74b0a05bc27a38","0-740c245f46e3c340fd2264af26eb88bbdde7614addc86383b49b70f8e5198d39","root.record.ItemExhibitList.P3AModificationItemGroup"
"2007-09","Initial Operational Test & Evaluation (IOT&E) Completed","","2014-BASE_PROCUREMENT-2014-DEFENSE_SOCOM-PROCUREMENT_JustificationBook_United_States_Special_Operations_Command_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_United_States_Special_Operations_Command_PB_2014.xml","4d9563a6f4db18b49940987483479cc6e587c2b095912f51f1d662f9b6bde98b","2-2c31182ffd69e8a10d7848bc03e9cfeafa3eeeb71fea0c2806badf6132a9e37b","0-740c245f46e3c340fd2264af26eb88bbdde7614addc86383b49b70f8e5198d39","root.record.ItemExhibitList.P3AModificationItemGroup"
"2008-04","Full Rate Production (FRP) Contract Award","","2014-BASE_PROCUREMENT-2014-DEFENSE_SOCOM-PROCUREMENT_JustificationBook_United_States_Special_Operations_Command_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_United_States_Special_Operations_Command_PB_2014.xml","4d9563a6f4db18b49940987483479cc6e587c2b095912f51f1d662f9b6bde98b","3-443ef0eb73984fa1b06c9e390a4a83ba9278b2a7969e702161f6c378a4c0320c","0-740c245f46e3c340fd2264af26eb88bbdde7614addc86383b49b70f8e5198d39","root.record.ItemExhibitList.P3AModificationItemGroup"
"2010-02","Program Initiation","","2014-BASE_PROCUREMENT-2014-DEFENSE_SOCOM-PROCUREMENT_JustificationBook_United_States_Special_Operations_Command_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_United_States_Special_Operations_Command_PB_2014.xml","4d9563a6f4db18b49940987483479cc6e587c2b095912f51f1d662f9b6bde98b","0-4ed29b9423aa0662fe2b30aeb7642fbe353c62dbc373683912ae13f90daccd3f","1-36905fad21e5bfb11e0e18dff910595425720c884f7bd5f818a430c8769bb2b2","root.record.ItemExhibitList.P3AModificationItemGroup"
