FiscalYear_val,PCOLocation_val,AwardDate_val,FirstDeliveryDate_val,Quantity_val,UnitCost_val,SpecsAvailableNow_val,RFPIssueDate_val,ContractMethod_val,ContractType_val,@SOURCE_FILENAME,@RECORDID,@ROWID,MonthlyDeliveryScheduleList_MonthlyDeliverySchedule,RevisionsAvailableDate_val,MonthlyDeliveryScheduleTotal_ProcQuantity_val,MonthlyDeliveryScheduleTotal_MonthlyDeliveryList_MonthlyDelivery,FundingVehicle_val,OCO_val,@PARENTROWID,@PARENT
"2009","AFLCMC Wright Patterson AFB","2010-01","2010-08","24","10.410","true","2008-09","SS","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","dc8aa65a82754d44f4affda9776740a031654ab87581c0849e543054c8c24839","0-31a1e1c699d42c68aa99d380387c8592ebfb6e1bebe7da2b4772546c5ea28beb","","","","","","","0-0910dd911e8dc40f32ec4184ba523010c6d60ac253c98c9dd59b2b3d4b0c369f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2010","AFLCMC Wright Patterson AFB","2011-12","2013-01","7","1.729","true","2011-02","SS","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","dc8aa65a82754d44f4affda9776740a031654ab87581c0849e543054c8c24839","0-12fccfdf643d9fcf661fc8cc06ef32f044154612a1ce58de8d76f2f52d96bc7f","","","","","","0-438c0430c1c3b43be35ca3c3b2c352ac8329940d7ea803d2c271a3a86a872087","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2011","AFLCMC Wright Patterson AFB","2012-08","2013-03","13","1.851","true","2011-04","SS","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","dc8aa65a82754d44f4affda9776740a031654ab87581c0849e543054c8c24839","1-5061ca18da60d791178a10f1ffc119f12efd68cf7dd5a74ec49eef01d8d54618","","","","","","0-438c0430c1c3b43be35ca3c3b2c352ac8329940d7ea803d2c271a3a86a872087","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","AFLCMC Wright Patterson AFB","2013-04","2014-09","20","1.883","true","2012-06","SS","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","dc8aa65a82754d44f4affda9776740a031654ab87581c0849e543054c8c24839","2-e3d3ca775c6c59a1231614f8cc5590c9a98a87d8aff19a36484e0fc0f25ba8fb","","","","","","0-438c0430c1c3b43be35ca3c3b2c352ac8329940d7ea803d2c271a3a86a872087","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","AFLCMC Wright Patterson AFB","2013-05","2015-09","10","1.785","true","2012-06","SS","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","dc8aa65a82754d44f4affda9776740a031654ab87581c0849e543054c8c24839","3-e27a44e2df3ccd2d276007355334b17cf7b978cbe9fdc46c254ee284bb7674fb","","","","","","0-438c0430c1c3b43be35ca3c3b2c352ac8329940d7ea803d2c271a3a86a872087","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","AFLCMC Wright Patterson AFB","2017-02","2018-07","14","3.496","false","2016-01","SS","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","dc8aa65a82754d44f4affda9776740a031654ab87581c0849e543054c8c24839","4-569ae15cc52628906aa0cc584478ac96b9d5e7ad507ad4fe4216838fe0dad22f","2014-11","","","","","0-438c0430c1c3b43be35ca3c3b2c352ac8329940d7ea803d2c271a3a86a872087","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2018","AFLCMC Wright Patterson AFB","2018-02","2019-07","5","3.597","false","2017-01","SS","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","dc8aa65a82754d44f4affda9776740a031654ab87581c0849e543054c8c24839","5-0cdc0c2c4eff68fab438348523a9ffffa15ed96fad86fc884e46bf408a272543","2014-11","","","","","0-438c0430c1c3b43be35ca3c3b2c352ac8329940d7ea803d2c271a3a86a872087","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2016","AFLCMC Wright Patterson AFB","2016-02","2017-07","5","3.398","false","2015-01","SS","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","dc8aa65a82754d44f4affda9776740a031654ab87581c0849e543054c8c24839","0-b29f7ee244f56314ecbfbb9cfd138600a406d15a369669c91c8355438bdfdf46","","2014-11","","","","","1-971c67bff1cb2ac5563c7d6d5f3e171df47e476b9278104ff2e107b5cd3e69b4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2011","AFLCMC Wright Patterson AFB","2012-08","2013-06","1","3.205","true","2011-04","SS","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","dc8aa65a82754d44f4affda9776740a031654ab87581c0849e543054c8c24839","0-ea457e20ea48ce2b4515cbdd36c1f2410fccafd96b8674b6c2d9d18c22f9ce18","","","","","","","0-428bba3dbb8db878dfa12a369f1d9351637586f98d5a70f8c5a58e2f1d5c0728","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","AFLCMC Wright Patterson AFB","2013-05","2013-12","10","2.287","true","2011-04","SS","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","dc8aa65a82754d44f4affda9776740a031654ab87581c0849e543054c8c24839","1-e016d26b01fa0ddc6a7b88e7bfb58c3fbf30aac030ed950308c93c21a351fef5","","","","","","","0-428bba3dbb8db878dfa12a369f1d9351637586f98d5a70f8c5a58e2f1d5c0728","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","AFLCMC Wright Patterson AFB","2013-05","2014-10","5","2.287","true","2012-06","SS","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","dc8aa65a82754d44f4affda9776740a031654ab87581c0849e543054c8c24839","2-ddab8003ad605b43d6c9e943d6bbf224bb4069148a536ed1db9e6555cc06fca2","","","","","","","0-428bba3dbb8db878dfa12a369f1d9351637586f98d5a70f8c5a58e2f1d5c0728","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2015","AFLCMC Wright Patterson AFB","2015-02","2016-07","4","3.866","true","2014-01","SS","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","dc8aa65a82754d44f4affda9776740a031654ab87581c0849e543054c8c24839","3-f1ec98eb483e67e94fc64f53c733003948ae21c2107d789ebbec39f387d05ebc","","","","","","","0-428bba3dbb8db878dfa12a369f1d9351637586f98d5a70f8c5a58e2f1d5c0728","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2016","AFLCMC Wright Patterson AFB","2016-02","2017-07","4","3.977","false","2015-01","SS","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","dc8aa65a82754d44f4affda9776740a031654ab87581c0849e543054c8c24839","4-41100b9425f626a28becf2a678b0b3aa5025e273a660154aef770383ccccf676","","2014-11","","","","","0-428bba3dbb8db878dfa12a369f1d9351637586f98d5a70f8c5a58e2f1d5c0728","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2017","AFLCMC Wright Patterson AFB","2017-02","2018-07","9","4.092","false","2016-01","SS","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","dc8aa65a82754d44f4affda9776740a031654ab87581c0849e543054c8c24839","5-5c4e18177d0186cb7f90a85b4e46352a29e833e2046e4b9d48456cd1b5ac5af7","","2014-11","","","","","0-428bba3dbb8db878dfa12a369f1d9351637586f98d5a70f8c5a58e2f1d5c0728","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2018","AFLCMC Wright Patterson AFB","2018-02","2019-07","5","4.210","false","2017-01","SS","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","dc8aa65a82754d44f4affda9776740a031654ab87581c0849e543054c8c24839","6-ec6fa3ac78459374e8f7cb8fb0529141c1598ecc46bbe9834f7f1e439da95dff","","2014-11","","","","","0-428bba3dbb8db878dfa12a369f1d9351637586f98d5a70f8c5a58e2f1d5c0728","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2011","AFLCMC Wright Patterson AFB","2012-08","2012-12","5","5.269","true","2011-04","SS","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","dc8aa65a82754d44f4affda9776740a031654ab87581c0849e543054c8c24839","0-e17137cafcce5c41adb8a7c3c6e4c4b20528092dbd68cff3cc17924365c033c9","","","","","","","0-cb3dbd973d7f70cc4a3a2995bba9c9d91fc20c973c896ee9ad53f0fde4394a2f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","AFLCMC Wright Patterson AFB","2013-04","2014-06","3","4.061","true","2012-06","SS","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","dc8aa65a82754d44f4affda9776740a031654ab87581c0849e543054c8c24839","1-89e4b6fb5c2f32ff6ec36dd0b700195dfe3bc4ced0d69ac83a7326296da3672c","","","","","","","0-cb3dbd973d7f70cc4a3a2995bba9c9d91fc20c973c896ee9ad53f0fde4394a2f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2013","AFLCMC Wright Patterson AFB","2013-05","2015-01","7","3.719","true","2012-06","SS","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","dc8aa65a82754d44f4affda9776740a031654ab87581c0849e543054c8c24839","2-5da478d2e1c4cbcfad917862e5fb0b4ccd86b89918bc31dac0b0cc257dc892c1","","","","","","","0-cb3dbd973d7f70cc4a3a2995bba9c9d91fc20c973c896ee9ad53f0fde4394a2f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2008","AFLCMC Wright Patterson AFB","2010-09","2011-10","60","0.321","true","2010-02","SS","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","dc8aa65a82754d44f4affda9776740a031654ab87581c0849e543054c8c24839","0-cd7d6ef0f5adb1c8b0290cf5f45e2f207f1a6e7dd2b1e05ee5245ce8de0c224e","","","","","","0-88d81203cacc3bd58bf7b3f8b9989b1c7504e732e9bd86c6d4e049990841bf14","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2010","AFLCMC Wright Patterson AFB","2011-03","2012-07","6","0.364","true","2010-02","SS","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","dc8aa65a82754d44f4affda9776740a031654ab87581c0849e543054c8c24839","1-44a40a49eabfc66a598da5870436c3cf29d75ae84f2ac44d8e64b8df9ce4a46e","","","","","","0-88d81203cacc3bd58bf7b3f8b9989b1c7504e732e9bd86c6d4e049990841bf14","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2012","AFLCMC Wright Patterson AFB","2013-10","2014-07","59","0.406","true","2011-01","SS","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","dc8aa65a82754d44f4affda9776740a031654ab87581c0849e543054c8c24839","2-bc1b3d8e12f0c45bd4066c90bfa35b2cedb736b9f2a5ddc469e3883b00ae64e8","","","","","","0-88d81203cacc3bd58bf7b3f8b9989b1c7504e732e9bd86c6d4e049990841bf14","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
"2009","AFLCMC Wright Patterson AFB","2011-08","2012-12","10","4.884","true","2010-04","SS","FFP","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","dc8aa65a82754d44f4affda9776740a031654ab87581c0849e543054c8c24839","0-64cd93118b1b547cd324c17cb8820a69c0801c6288535d5b94ffeafdf385e30f","","","","","","0-154060ef2599bf5f80e31cb39e0970680af0abb945146a310030c3358e1f90f1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer"
