Name_val,Location_val,MinimumSustainingRate_val,MaximumProductionRate_val,Rate185_val,InitialQuantity_AdminLeadTimeBeforeOct1InMonths_val,InitialQuantity_AdminLeadTimeAfterOct1InMonths_val,InitialQuantity_ProductionLeadTimeAfterOct1InMonths_val,InitialQuantity_TotalLeadTimeAfterOct1InMonths_val,ReorderQuantity_AdminLeadTimeBeforeOct1InMonths_val,ReorderQuantity_AdminLeadTimeAfterOct1InMonths_val,ReorderQuantity_ProductionLeadTimeAfterOct1InMonths_val,ReorderQuantity_TotalLeadTimeAfterOct1InMonths_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"General Atomics Poway","CA","0.33","8.00","4.00","9","6","17","23","9","0","0","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","733336bf324f20dedd4718f00dffef33481f156568307d083925b389c2019d66","0-a582ad605a17cea80126af24a6bb8d46699ee9293bf7cd88ab5913012202c127","3-8bc0c38564592319f16e06eb9d322b4c3ef0d7d2719a7569e96be90d9df43541","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement"
"General Atomic Poway","CA","0.00","0.00","0.00","0","0","0","0","0","0","0","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","733336bf324f20dedd4718f00dffef33481f156568307d083925b389c2019d66","1-d69b2a85bea441173bd73bc585069d3eebd0d613ecb08f3f5288f9e49c9c5dae","3-8bc0c38564592319f16e06eb9d322b4c3ef0d7d2719a7569e96be90d9df43541","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement"
"General Atomics Poway","CA","0.00","0.00","0.00","0","0","0","0","0","0","0","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","733336bf324f20dedd4718f00dffef33481f156568307d083925b389c2019d66","0-677df38a06a514a09a247db8130f1459ac633fd67d32c851042e95f310594cfe","4-bd64991f0294129ff6ebb2d1a36db5bab25afac7c7da3e1d4a461aaee7749150","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement"
"General Atomics Poway","CA","0.00","0.00","0.00","0","0","0","0","0","0","0","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","733336bf324f20dedd4718f00dffef33481f156568307d083925b389c2019d66","0-50855419fdba029c1951665701c2d1195c90cf39057bf9ac8aa5c064b193dced","5-6739ab1ded11e4dfc403fda962da58198da5b43e1b4f88fc74702577f2d92113","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement"
"General Atomics Poway","CA","0.16","6.00","5.00","9","1","10","11","3","0","0","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","733336bf324f20dedd4718f00dffef33481f156568307d083925b389c2019d66","0-84aaa0e07850d6f6e112d1b6ac4859821864e1630074569ad51f6fc4243a845c","6-a12d15c7fd5982e4ad20e91ce587fef297527726bc5b8a8c7a7a2456c06bc5a2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement"
"L-3 Comm Salt Lake City","UT/CA","0.08","1.00","0.08","1","0","0","0","9","0","0","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","733336bf324f20dedd4718f00dffef33481f156568307d083925b389c2019d66","0-ce87134addcf6bfcb5afc1aa1cb8834a8673e8d3091ccab359534e3f813afac9","7-17603d0352082e71d9c61148676c781bb6dfde822e3dd887bb8c1d8ddd265381","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement"
"General Atomics Poway","CA","2.00","5.00","4.00","9","7","19","26","12","0","0","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1081d29dcea112091b01ebd34b03ccf860c11b197b2d61df1dd61c17f3546d5e","0-7be5b6202b9b9d7b238a1200ef6e13f09adbabf0d8046554121e1dea9987fff3","0-1ce67880ffa0b998e331315a2db5b0e2cdeffeb85127ced6bc97a5b71cd7ddef","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement"
"Northrop Grumman","CA","0.50","3.00","1.00","4","0","0","0","2","0","0","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1081d29dcea112091b01ebd34b03ccf860c11b197b2d61df1dd61c17f3546d5e","0-2afec69d80571fcf9479531a386ba6906cd78aa4920dcd3f5ea720577408d482","1-2862e8fcd656ae8c65c8beceb1ca4ecceaca1eec538e71d4f797bc9711ef7d29","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement"
"General Atomics Poway","CA","0.33","8.00","4.00","9","6","17","23","9","0","0","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1081d29dcea112091b01ebd34b03ccf860c11b197b2d61df1dd61c17f3546d5e","0-27b3d13df61946370ccbdc03ef06cf0416b2568c6d023d689937b5e3078df46d","3-858f6a2963e923f6d3daf897009cd1cc05add004eb57cb3d672c7d90707b0369","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement"
"General Atomic Poway","CA","0.00","0.00","0.00","0","0","0","0","0","0","0","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1081d29dcea112091b01ebd34b03ccf860c11b197b2d61df1dd61c17f3546d5e","1-792e59074bc5fea1e6e6454d281c9d7b29ebf26888b5b3c4e5bb3a8fde6d4db6","3-858f6a2963e923f6d3daf897009cd1cc05add004eb57cb3d672c7d90707b0369","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement"
"General Atomics Poway","CA","0.00","0.00","0.00","0","0","0","0","0","0","0","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1081d29dcea112091b01ebd34b03ccf860c11b197b2d61df1dd61c17f3546d5e","0-3e12f0d4490408de7cc0989e28dc1b2f0ef99866a0e3cbd038d566edc9923536","4-9d3ef5a1f6a21446531678bab46c4aca8b3b3f82b9b00b893c277c22eebb17bf","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement"
"General Atomics Poway","CA","0.00","0.00","0.00","0","0","0","0","0","0","0","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1081d29dcea112091b01ebd34b03ccf860c11b197b2d61df1dd61c17f3546d5e","0-5aa326fe8efe80cc2c8cd67392e094cb887aa9fe49c92e10c9b31ce1b19fa94e","5-b5ab6a07886fc412580efae6482edb7d37a8b98fb311886671ba7b3028c1252b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement"
"General Atomics Poway","CA","0.16","6.00","5.00","9","1","10","11","3","0","0","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1081d29dcea112091b01ebd34b03ccf860c11b197b2d61df1dd61c17f3546d5e","0-c532ee5470186e505ad8a0178afd0c2244be27708f6ff17e06f695080cbd8376","6-5aa3497311b067a500701de1ca72d78bcd3d56e4cc03371cdff572dcbd481743","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement"
"L-3 Comm Salt Lake City","UT/CA","0.08","1.00","0.08","1","0","0","0","9","0","0","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","1081d29dcea112091b01ebd34b03ccf860c11b197b2d61df1dd61c17f3546d5e","0-5a3a0704604c583bfa3df7712baf6fc045156d63436ba2063317493cf23b06ce","7-1918b6e5b1830b48ebbe5222a87a38ced331d7e1e093131af6c97ad194b0f647","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement"
"Raytheon Missile Systems","Tucson, AZ","0.00","0.00","0.00","0","0","0","0","0","5","20","25","2014-BASE_PROCUREMENT-2014-AIRFORCE_MISSILE-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","4f4737b327e599c50bd8b5e43131c73100785cb29979237a4bc48b2a91a01b39","0-7fc62362595c68f79d5a2d66f0bdc8e3cb04a0fd1f8b46697ca357979d85f688","4-bdbe720887f119e1520c0a0134749a85a21c67db7bd85e5ae6f526ef8e31ad64","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement"
"Raytheon Missile Systems","Tucson, AZ","0.00","0.00","0.00","0","0","0","0","0","5","20","25","2014-BASE_PROCUREMENT-2014-AIRFORCE_MISSILE-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","a753a19215d75ef90c3a194a6a572c3178c5490c79934920f930a86cad1726b1","0-0ef7f9c0f1e85eb253d8e6e261f01afa54c65f988fbea79de3eab90c5a511e56","4-c7c1841f268702ba5329da00b1f4b6634e9a444e5fd9914e7a79f3adada9c55f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement"
"TBD","TBD","12","833","600","0","10","6","16","0","10","6","16","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","df1174508e31db49beb81909a5fa56b00bc8afeaf03b853d4fdb48fd86725c49","0-533bb6f2bcdded539413c4d0d81842a0ed244b914c98d9bab7c3b240f7c266a7","1-5c62744a0395f1bcfd8e4f9dab164c11b728bbb83bbdbe111d828142e2719c32","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement"
"TBD","TBD","12","833","600","0","10","6","16","0","10","6","16","2014-BASE_PROCUREMENT-2014-ARMY_OTHER_2-PROCUREMENT_JustificationBook_Army_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Army_PB_2014.xml","df1174508e31db49beb81909a5fa56b00bc8afeaf03b853d4fdb48fd86725c49","0-88abad5dae8b024bf873932460cdb80407d8397186fee30fd90d621515bb51f0","2-2185d0ee9577d2dfba934539ca9e209456e8a94be299e2d0032f151f681027ad","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement"
"General Atomics Poway","CA","24.00","60.00","48.00","9","0","0","0","12","8","23","31","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","2cd614d1418489ab3d0814dc0a2501ca519ce6c4a6258e09a315c10505d57b13","0-1271307cc0dae9946a88f11468c680777b3e7aa84cecf55cc18cf5572664c587","0-2008e2c99391315dc93118e6bd5bf6ba2a808d571b0fb51c70f49261820fe546","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement"
"General Atomics Poway","CA","1.50","18.00","4.00","9","1","19","20","9","0","0","0","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","2cd614d1418489ab3d0814dc0a2501ca519ce6c4a6258e09a315c10505d57b13","0-f0763eef9a80dee4c57b0bdfc752f54f7ae024d7b890bb6d25a9ab73df93a6d6","2-94cb573f8d0aaf2218609aa465fda1af0a18aee533174d0e39f5a793dcc2fb11","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement"
"General Atomics Poway","CA","1.50","24.00","1.50","5","1","19","20","5","0","0","0","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","2cd614d1418489ab3d0814dc0a2501ca519ce6c4a6258e09a315c10505d57b13","0-7ddc68b472a0c1aa53fc2bcd5f6f698fcc17a6b3d186d17e8c8f81abf482a085","3-e53c3e80d14160962436133094a4756a308ab6ba34fd51e97d0f9314301b6403","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement"
"General Atomics Poway","CA","0.00","0.00","0.00","0","0","0","0","0","0","0","0","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","2cd614d1418489ab3d0814dc0a2501ca519ce6c4a6258e09a315c10505d57b13","0-45a881e1e445e5d371135f6c86ca762b67963b0914135d88a5d7f69d8d3e887c","4-efb58180831a5240dd572c41c8a160beba16b6346997b7c6d3f4efa66d331b4f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement"
"General Atomics Poway","CA","4.00","72.00","60.00","9","7","15","22","3","0","0","0","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","2cd614d1418489ab3d0814dc0a2501ca519ce6c4a6258e09a315c10505d57b13","0-390171661e7f0cc9a7ca4f2f25f285f365b3bdecfec8ff14d12622d2ca3b69a3","5-8741eb94a15a3b846aa0c37316ca79cb28dc56d2bfdc6f86b78733c431c3ca3f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement"
"L-3 Comm Salt Lake City","UT/CA","6.00","24.00","6.00","1","9","19","28","9","0","0","0","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","2cd614d1418489ab3d0814dc0a2501ca519ce6c4a6258e09a315c10505d57b13","0-73cf10f8d22edd11967cb94ca08cd0d5d001edce7ad38c7a6010c90d2fa1f678","6-96ff3ea22f187ee464da7fa6aafb48c3b0b171a4f178ab91f967be7a4f28cc46","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement"
"General Atomics Poway","CA","24.00","60.00","48.00","9","0","0","0","12","8","23","31","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","adb5e510abf2114f09fbcae25f2df9157bffdf6d57f264f0c282c73115f52611","0-0218d27260d00cf78e8697f61a1fb98fe102bf23ae91e524f97878dc4e79f9df","0-42ff66d520967075a7d643b224d2052c52a5f368be85320a064a18fea5026922","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement"
"General Atomics Poway","CA","1.50","18.00","4.00","9","1","19","20","9","0","0","0","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","adb5e510abf2114f09fbcae25f2df9157bffdf6d57f264f0c282c73115f52611","0-581cf0df0363434be58868dfddb1443b4e270b8e4264f426ed2cd2b29a68fd0f","2-7d6342bdd87ce5087795bc268220653ecb3e70d104dce972bf31282edf75f1e4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement"
"General Atomics Poway","CA","1.50","24.00","1.50","5","1","19","20","5","0","0","0","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","adb5e510abf2114f09fbcae25f2df9157bffdf6d57f264f0c282c73115f52611","0-bf3417ba5add7cc86e1a885f5d094494de38be64ac5be5cd0992a8e54728799e","3-a1c1fcbd941bc56e5b2556bb7c8b2c856b947735659e3bcf51ad2cb1342c180c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement"
"General Atomics Poway","CA","0.00","0.00","0.00","0","0","0","0","0","0","0","0","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","adb5e510abf2114f09fbcae25f2df9157bffdf6d57f264f0c282c73115f52611","0-14b4b981507ab5baee29d7c1963087165515c16076042884c4bac78490095b58","4-8cdfedf64b3707e92c55138310f546b05f95b727fb0bc8e69bff3b590c6814da","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement"
"General Atomics Poway","CA","4.00","72.00","60.00","9","7","15","22","3","0","0","0","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","adb5e510abf2114f09fbcae25f2df9157bffdf6d57f264f0c282c73115f52611","0-c358a022df055a0acdd1aa27eeca821bffc2f7530d96670e14664f9fc9265997","5-dce976867aa5fd04fe186424db006054fd711ea9dd1538303f523acfae16397e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement"
