ServiceAgencyName_val,ProcQuantity_val,AcceptedBeforeOct1_val,@SOURCE_FILENAME,@RECORDID,@ROWID,Name_val,@PARENTROWID,@PARENT
"Air Force","9258","0","2014-BASE_PROCUREMENT-2014-DEFENSE_CBDP-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.xml","43fc7bb933e2b2c6cc2df7ac3453e3a5b4c13a29568a6866d825c80ff418c9ee","1-3a6c3a71e233ae16d8e4f35764db54b5697c815cdd9e65170c3cd2ad3cda636d","","0-27f87b9951a79a45e13fa42b35a1acf0120a0e52f8e5af8b259a446ac3d18eab","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule"
"Marine Corps","56928","0","2014-BASE_PROCUREMENT-2014-DEFENSE_CBDP-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.xml","43fc7bb933e2b2c6cc2df7ac3453e3a5b4c13a29568a6866d825c80ff418c9ee","2-a0741760b47f75d721542d4e2a61310b698b375b52a651056f9eb84347d3e119","","0-27f87b9951a79a45e13fa42b35a1acf0120a0e52f8e5af8b259a446ac3d18eab","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule"
"Navy","98814","0","2014-BASE_PROCUREMENT-2014-DEFENSE_CBDP-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.xml","43fc7bb933e2b2c6cc2df7ac3453e3a5b4c13a29568a6866d825c80ff418c9ee","3-4bbb59b08f668069fdb7f47b35822aad4eed4066921640f635b6844002e86f46","","0-27f87b9951a79a45e13fa42b35a1acf0120a0e52f8e5af8b259a446ac3d18eab","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule"
"Army","121268","0","2014-BASE_PROCUREMENT-2014-DEFENSE_CBDP-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.xml","43fc7bb933e2b2c6cc2df7ac3453e3a5b4c13a29568a6866d825c80ff418c9ee","0-e804fb7bada771ea1f347c8e95940bdd2046cf8b24c2539565bb766a8b47127d","","0-1653673418b59f9e3eb458941c32d873f8cd79d1b515a1148ba2019bd0a4d0a5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule"
"Army","174246","0","2014-BASE_PROCUREMENT-2014-DEFENSE_CBDP-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.xml","43fc7bb933e2b2c6cc2df7ac3453e3a5b4c13a29568a6866d825c80ff418c9ee","0-c159febeb669e263f97a638870399b33abbfd9e4f4267e04ad4ee9ebac4e3032","","0-0c032cfd3ff162832fc88ff8cc811ac1c589abb16c8ddced36511fc27a049abe","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule"
"Army","9000","0","2014-BASE_PROCUREMENT-2014-DEFENSE_CBDP-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.xml","43fc7bb933e2b2c6cc2df7ac3453e3a5b4c13a29568a6866d825c80ff418c9ee","0-d874fcc0637a02c3ae4b656123072ef8ef4e51992c51397c67598bb57e5e5309","","0-c0e9295a6ee0e82f908684fa70065d0b0ba6ea538cc207738cb13d0bc840df4e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule"
"Army","8214","0","2014-BASE_PROCUREMENT-2014-DEFENSE_CBDP-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.xml","43fc7bb933e2b2c6cc2df7ac3453e3a5b4c13a29568a6866d825c80ff418c9ee","0-ce277621d1ae17ac3684c199f9158c02f3286ad5fd35fe2ffe201532efee7e51","","0-c68831df33b8f9fc6018ad2c3b52b66be046149d363fc1b46f9ab01f61743717","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule"
"Army","11229","0","2014-BASE_PROCUREMENT-2014-DEFENSE_CBDP-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.xml","43fc7bb933e2b2c6cc2df7ac3453e3a5b4c13a29568a6866d825c80ff418c9ee","0-32c0557d41368199daa3df0c2ee87a4c34fdf84af82aa42e858fea02c05d4d00","","0-9651f098a2071da429cf17f7934354d65363a2ed48971a12df6ca7168b8ebad8","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule"
"Navy","2500","0","2014-BASE_PROCUREMENT-2014-DEFENSE_CBDP-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.xml","43fc7bb933e2b2c6cc2df7ac3453e3a5b4c13a29568a6866d825c80ff418c9ee","0-d60ea199bf31913eb4a6c3965a2b99c895d2b536816d05476f75f5f81b77906c","","0-a05d9618126d9199bb62d6359b1bb6e8a57c1a3b954c967b5b36185a2c4477e6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule"
"United States Special Operations Command","2949","0","2014-BASE_PROCUREMENT-2014-DEFENSE_CBDP-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Chemical_and_Biological_Defense_Program_PB_2014.xml","43fc7bb933e2b2c6cc2df7ac3453e3a5b4c13a29568a6866d825c80ff418c9ee","0-12bf533e136520a5ab132be6819946047072eff2d8bc894294e989cfe881bdf0","","0-e7eb67eda8867a0a2688ff05bdea3a73621cb102db5f764396fd1e6561a6329f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning.MonthlyDeliveryScheduleList.MonthlyDeliverySchedule"
