ServiceAgencyName_val,ServiceAgencyName_@footnote,ProcQuantity_val,AcceptedBeforeOct1_val,@SOURCE_FILENAME,@RECORDID,@ROWID,ServiceAgencySuffix_val,@PARENTROWID,@PARENT
"Air Force","","10","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","dc8aa65a82754d44f4affda9776740a031654ab87581c0849e543054c8c24839","0-4d659343eb93da5e16f75adda182b04cb6bd62af329c50a11724ee040d4386d0","","1-29bab5939d1617673aa43907baddc2578ce3687a36f29cd691006dd2c9e51e2b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","10","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","dc8aa65a82754d44f4affda9776740a031654ab87581c0849e543054c8c24839","0-732721b0ad49492333eec6c29880a30c33c425b7ca245085f5af5cdec687ad8f","","2-e829b22bd7d9b6ec8396058acf192eb2b9119bbba68306e12dfbc58cb4e75df4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","13","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","dc8aa65a82754d44f4affda9776740a031654ab87581c0849e543054c8c24839","0-f2b85604be90c2b17899829074971ef0d77fa84d3b33502d27ed9d2f7cd4069a","","3-7f2eb85514b21d5ba5a4013a27851a155134aa2bc488277b0001d6968444ce0f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","7","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","dc8aa65a82754d44f4affda9776740a031654ab87581c0849e543054c8c24839","0-8f54e3cd3cbc521ce7d6f09307b453e73468d98703843902394f6cfed0b67214","","0-12fccfdf643d9fcf661fc8cc06ef32f044154612a1ce58de8d76f2f52d96bc7f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","13","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","dc8aa65a82754d44f4affda9776740a031654ab87581c0849e543054c8c24839","0-1aaf067f1133e3ec15a11aba410804412a7044ff674dafc1eb33ce58164bcf48","","1-5061ca18da60d791178a10f1ffc119f12efd68cf7dd5a74ec49eef01d8d54618","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","20","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","dc8aa65a82754d44f4affda9776740a031654ab87581c0849e543054c8c24839","0-d4cbef239faf0377d5d2f5d1d36126b5185cfd0ba10595941106cdfea9f14849","","2-e3d3ca775c6c59a1231614f8cc5590c9a98a87d8aff19a36484e0fc0f25ba8fb","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","10","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","dc8aa65a82754d44f4affda9776740a031654ab87581c0849e543054c8c24839","0-3445b677b19cd66e43b7f2ee01283af692e8b84155352d03f57d306cfd9fd10e","","3-e27a44e2df3ccd2d276007355334b17cf7b978cbe9fdc46c254ee284bb7674fb","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","14","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","dc8aa65a82754d44f4affda9776740a031654ab87581c0849e543054c8c24839","0-5cc2d72f45ed1b55c91bf631c71002d91550fed8cc23d1120be9e46f47cb3bbb","","4-569ae15cc52628906aa0cc584478ac96b9d5e7ad507ad4fe4216838fe0dad22f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","5","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","dc8aa65a82754d44f4affda9776740a031654ab87581c0849e543054c8c24839","0-e2dcdd334f87ee3ef6077bda2bdea845d8ebd8d1968868bc4358d95007773129","","5-0cdc0c2c4eff68fab438348523a9ffffa15ed96fad86fc884e46bf408a272543","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","60","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","dc8aa65a82754d44f4affda9776740a031654ab87581c0849e543054c8c24839","0-c74825fefbd23ba62d3c3317c77c28ea900d2d946deada6c250f01e789e0c5c2","","0-cd7d6ef0f5adb1c8b0290cf5f45e2f207f1a6e7dd2b1e05ee5245ce8de0c224e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","6","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","dc8aa65a82754d44f4affda9776740a031654ab87581c0849e543054c8c24839","0-10100c8dac55a5f98095f29e925787fbe66c13c31aedf8653f593e851ed19bd9","","1-44a40a49eabfc66a598da5870436c3cf29d75ae84f2ac44d8e64b8df9ce4a46e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","59","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","dc8aa65a82754d44f4affda9776740a031654ab87581c0849e543054c8c24839","0-a60282697492e553f96567b5664a8af1da643979905a16c40d4cca768683b2c5","","2-bc1b3d8e12f0c45bd4066c90bfa35b2cedb736b9f2a5ddc469e3883b00ae64e8","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","10","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","dc8aa65a82754d44f4affda9776740a031654ab87581c0849e543054c8c24839","0-de023f77892b5757906224ef7b1fa417a89a73f3c9f7f97f4bf153e050931ea5","","0-64cd93118b1b547cd324c17cb8820a69c0801c6288535d5b94ffeafdf385e30f","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","1","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","dc8aa65a82754d44f4affda9776740a031654ab87581c0849e543054c8c24839","0-8e6883d9d3f6e3b030987e7e963ea8331bf19696cb7659fce3c728e927577736","","1-fafb2e6eb1382d2e91d0357754322fe04e8d5e521bfe92c5895fdf249810414d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","9","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","dc8aa65a82754d44f4affda9776740a031654ab87581c0849e543054c8c24839","0-f137509d5af2391f278bf7605e25d857b8fd4fd3a4b2f103d45223cbb39ce199","","2-bfe998d34aa72d308d80adfbb0ddd592632e44bba3bcbb069a671952ac9fb645","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","4","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL1-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","dc8aa65a82754d44f4affda9776740a031654ab87581c0849e543054c8c24839","0-6529f7e2991f463ccffa656830360c41614e702e3faed834218741fad523b916","","3-be703efa16e0dc7847fc4373a0df1e846eec01d4980ef8d2e6e65811f615cdd4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","24","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","733336bf324f20dedd4718f00dffef33481f156568307d083925b389c2019d66","0-2e2a6391693f93533b0daf4f6031da59b1b29089dd992dc961f3da32f09f6e5e","","1-aa144be031c9856d57534d28fc4ab150b867042ed058f187020fc83996c06f36","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","48","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","733336bf324f20dedd4718f00dffef33481f156568307d083925b389c2019d66","0-92a669ba19c1b7b16161fff074597f8a242606c3ba41dc8f1142c95b2cc074f3","","2-77581be0bb0863de672b7d97e5d10c0961969a6ec0fdb2d41ed8c7acc1ef8475","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","48","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","733336bf324f20dedd4718f00dffef33481f156568307d083925b389c2019d66","0-6da5c821dacfc7dcac479dd0c7bdf1e4bc230519d15e066a75f58d3982a54b7c","","3-4cb86fd3f92f7686619b47b95df004d6f15a64a863616583da4f7f85c90dfa67","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","24","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","733336bf324f20dedd4718f00dffef33481f156568307d083925b389c2019d66","0-2769b61f93484f2c5bf97194601c0b42128b1bdeaaad89adb3a7be28cee76f2a","","4-33ef72678b55ff677628d949ec03dac7c2db6178540872c207c4042b264f5175","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","12","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","733336bf324f20dedd4718f00dffef33481f156568307d083925b389c2019d66","0-7ce51d1e2a76c18bb99da2c370b329003f8224a75ed3d0a6d1726e89d0059370","","5-8c239b3bb3ee68776902cc868354d4d91852962553f78836b6b765a352768b51","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","24","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","733336bf324f20dedd4718f00dffef33481f156568307d083925b389c2019d66","0-b1b89a41210f18acdd49e007cc9c689beeff39296cf75af17eee8cb0cc83c845","","6-dfcc31607b1c2e8df766e1fbc53b31c5a5a6bd78e32012aab446acadde05d858","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","24","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","733336bf324f20dedd4718f00dffef33481f156568307d083925b389c2019d66","0-2b8d1a996f6f3df0840f6a67f9cb85ecf122602d999cdeef84bd09a2a259471e","","7-80a272d7ed7451db9a236c1eea94e58a026d2e5988af29acc25891c6cb2146d2","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","24","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","733336bf324f20dedd4718f00dffef33481f156568307d083925b389c2019d66","0-b1731e7f0d7252ef521b5bdade45b2d323b209e0b7a63e0e12fe4f81db2b7746","","8-e0a5659b86022c1fe7baa19180aac439481a0e8d196958dad8c8253a23d8bee9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","24","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","733336bf324f20dedd4718f00dffef33481f156568307d083925b389c2019d66","0-d9e34fd5d05d7d67ad1342d35cb545ae2f5f5426398b9efcfd975c70ef66f47c","","9-14968df35cffba1512be4454b01c09de31bc2a899caf361954d0a9aed88b15dc","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","8","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","733336bf324f20dedd4718f00dffef33481f156568307d083925b389c2019d66","0-3ec4fa51d8f2a70ccf11eddcd6224ec3dc8f047dc002184fe687f5e0efd284c4","","0-37b6c08e94c8ae67dd4c74a984e4a22fcb46d24fbe07c7946cc04eb325bce265","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","10","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","733336bf324f20dedd4718f00dffef33481f156568307d083925b389c2019d66","0-f03e3c6b673d3d49ef55adde6c5346d422be5528637161362060318f7ae56623","","1-95714f0795392d8858870d9bf9a76f20cfd72393dae69bc3d057603a1f71f080","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","10","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","733336bf324f20dedd4718f00dffef33481f156568307d083925b389c2019d66","0-88afdb8750770f4f38c10f56b6c36fb50583f210e442504e13da2bc3b869e75e","","2-ad6a9f03bcc05f3a2c34779c5701ec4f625e3dec2f4f532dbd39fd9f1cc9954e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","13","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","733336bf324f20dedd4718f00dffef33481f156568307d083925b389c2019d66","0-25fdd40b6a498f4cbfa0b6b1fb6fcfabdb96f20a51fea8d9e419658775db907b","","3-05bbe8aa7779889abbf3bb5e23d1f05b1508b4872e4485e75ad1307adf2366e1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","7","0","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2014.xml","733336bf324f20dedd4718f00dffef33481f156568307d083925b389c2019d66","0-4b82d46d24a42248422e47cc126321fa21cfafc47ad76a2c79e60519273a48b1","","0-ce11ddd87e465c138d380c00c332ef40564d64f8ab987d993f95f4abaf39d7a4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
