Name_val,Location_val,MinimumSustainingRate_val,MaximumProductionRate_val,Rate185_val,InitialQuantity_AdminLeadTimeBeforeOct1InMonths_val,InitialQuantity_AdminLeadTimeAfterOct1InMonths_val,InitialQuantity_ProductionLeadTimeAfterOct1InMonths_val,InitialQuantity_TotalLeadTimeAfterOct1InMonths_val,ReorderQuantity_AdminLeadTimeBeforeOct1InMonths_val,ReorderQuantity_AdminLeadTimeAfterOct1InMonths_val,ReorderQuantity_ProductionLeadTimeAfterOct1InMonths_val,ReorderQuantity_TotalLeadTimeAfterOct1InMonths_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"United Launch Alliance (ULA)","CO","1.00","10.00","10.00","0","0","0","0","0","1","25","26","2015-BASE_PROCUREMENT-2015-AIRFORCE_MISSILE-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","04ba31003147d065bb7b0469d96856c0e467991933cc18cbefa9e3616265b178","0-9758a26d5b8655011000ab7c1e4007ba5e5e80240b6ab4fa7b680a98ea56fff8","0-1cf009b97ed89fba464008ee9da1aa93cbbdbcd7f9788ee88ae3f64452051a80","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement"
"United Launch Alliance (ULA)/SpaceX","CO/CA","1.00","10.00","8.00","0","0","0","0","1","4","25","29","2015-BASE_PROCUREMENT-2015-AIRFORCE_MISSILE-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","04ba31003147d065bb7b0469d96856c0e467991933cc18cbefa9e3616265b178","1-c23b5705d82e4ef956d31dadb1fe93e71af183acfca62aef3df016492f500329","0-1cf009b97ed89fba464008ee9da1aa93cbbdbcd7f9788ee88ae3f64452051a80","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement"
"United Launch Alliance (ULA)/New Entrant","CO/TBD","0.00","10.00","8.00","0","1","25","26","0","0","0","0","2015-BASE_PROCUREMENT-2015-AIRFORCE_MISSILE-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","04ba31003147d065bb7b0469d96856c0e467991933cc18cbefa9e3616265b178","2-ee8751fdfa6a93b2aa6fe67dcfd1d5fdba8263b29096ad00e83f28c04ee2c74f","0-1cf009b97ed89fba464008ee9da1aa93cbbdbcd7f9788ee88ae3f64452051a80","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement"
"TBD","TBD","1.00","10.00","8.00","0","1","25","26","1","0","0","0","2015-BASE_PROCUREMENT-2015-AIRFORCE_MISSILE-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","04ba31003147d065bb7b0469d96856c0e467991933cc18cbefa9e3616265b178","3-8a4ed3c45918f02041f8241b0bf6dda305427ca68370cc46276d1aa6ef195a0a","0-1cf009b97ed89fba464008ee9da1aa93cbbdbcd7f9788ee88ae3f64452051a80","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement"
"United Launch Alliance (ULA)","CO","1.00","10.00","10.00","0","0","0","0","0","1","25","26","2015-BASE_PROCUREMENT-2015-AIRFORCE_MISSILE-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","3abf8b64467cbed6c01c156005d72134c5ac025da35c8ec98beeec4ffadf8568","0-d62798ecc7e209aaa47b861fe2ce5674e4f7d2b3f6ff89f10d87369521af2e1f","0-3bb7bd4ece471556f8118a6b656779cfc8530829cdb8ff49fb2d21912b542700","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement"
"United Launch Alliance (ULA)/SpaceX","CO/CA","1.00","10.00","8.00","0","0","0","0","1","4","25","29","2015-BASE_PROCUREMENT-2015-AIRFORCE_MISSILE-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","3abf8b64467cbed6c01c156005d72134c5ac025da35c8ec98beeec4ffadf8568","1-06749fe2e09c3c2ab32bb96bd5232484d1efd6c6c38b8c55a65068b4c74b8abe","0-3bb7bd4ece471556f8118a6b656779cfc8530829cdb8ff49fb2d21912b542700","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement"
"United Launch Alliance (ULA)/New Entrant","CO/TBD","0.00","10.00","8.00","0","1","25","26","0","0","0","0","2015-BASE_PROCUREMENT-2015-AIRFORCE_MISSILE-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","3abf8b64467cbed6c01c156005d72134c5ac025da35c8ec98beeec4ffadf8568","2-7fb0f83c807a6471319f025d6082d8025b3fb45dc4942010b2ee92429f041b0f","0-3bb7bd4ece471556f8118a6b656779cfc8530829cdb8ff49fb2d21912b542700","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement"
"TBD","TBD","1.00","10.00","8.00","0","1","25","26","1","0","0","0","2015-BASE_PROCUREMENT-2015-AIRFORCE_MISSILE-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2015.xml","3abf8b64467cbed6c01c156005d72134c5ac025da35c8ec98beeec4ffadf8568","3-75750772c03a40d850e7e370313350f00275e305b95d43cae48b4786c524f657","0-3bb7bd4ece471556f8118a6b656779cfc8530829cdb8ff49fb2d21912b542700","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement"
"United Launch Alliance (ULA)","CO","0.00","0.00","0.00","0","0","0","0","0","0","0","0","2016-BASE_PROCUREMENT-2016-AIRFORCE_MISSILE-PROCUREMENT_JustificationBook_Air_Force_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","6c9aa995b91ad030ee6d32b356405a3b1f11b8001606a08d20590bebadee431a","0-8333d008a392e9b4f57aa9e69b1ea48cd5647e52f3ef4ea52b58bddc5857e536","0-d304bb750077baddff3dadfdcc099ab51455f414debc116d7882da5e83d53749","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement"
"United Launch Alliance/ Space X","CO/CA","0.00","0.00","0.00","0","0","0","0","0","0","0","0","2016-BASE_PROCUREMENT-2016-AIRFORCE_MISSILE-PROCUREMENT_JustificationBook_Air_Force_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","cf8925d65bd63fdedf24ce17755069f37593cef7cbbe4aeacd94a8f5b6fd690f","0-f855583dee871c381a5f37560c874e2f8b816323bae966559e2b2807f096196e","0-9a6f3aeaf6faa96db210bc6240a8738ab450bc1d90edb3811eb61c0d89eeee31","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement"
"United Launch Alliance","CO","0.00","0.00","0.00","0","0","0","0","0","0","0","0","2016-BASE_PROCUREMENT-2016-AIRFORCE_MISSILE-PROCUREMENT_JustificationBook_Air_Force_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","cf8925d65bd63fdedf24ce17755069f37593cef7cbbe4aeacd94a8f5b6fd690f","1-723bf0d7b99e5edfafd938ab73e56dd2055768bb6a4d16e6634ec4f508c0d7ff","0-9a6f3aeaf6faa96db210bc6240a8738ab450bc1d90edb3811eb61c0d89eeee31","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement"
"United Launch Alliance (ULA)/Various","CO/Various","0.00","0.00","0.00","0","0","0","0","0","0","0","0","2016-BASE_PROCUREMENT-2016-AIRFORCE_MISSILE-PROCUREMENT_JustificationBook_Air_Force_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","cf8925d65bd63fdedf24ce17755069f37593cef7cbbe4aeacd94a8f5b6fd690f","2-b9e1ef7ea651dcacb9ec60763534b6b68f366032ab097ec4d914b19098a269ca","0-9a6f3aeaf6faa96db210bc6240a8738ab450bc1d90edb3811eb61c0d89eeee31","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement"
"United Launch Alliance (ULA)/New Entrant","CO/Various","1.00","10.00","8.00","0","0","0","0","1","4","24","28","2016-BASE_PROCUREMENT-2016-AIRFORCE_MISSILE-PROCUREMENT_JustificationBook_Air_Force_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","cf8925d65bd63fdedf24ce17755069f37593cef7cbbe4aeacd94a8f5b6fd690f","3-5f62a3bfa2c9afe230cd0ed754052bca1d39a9d8e59ad8a3f1c952aad6059ddb","0-9a6f3aeaf6faa96db210bc6240a8738ab450bc1d90edb3811eb61c0d89eeee31","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement"
"United Launch Alliance (ULA)","CO","0.00","0.00","0.00","0","0","0","0","0","0","0","0","2016-BASE_PROCUREMENT-2016-AIRFORCE_MISSILE-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.xml","276c920b26f02c0ce9ac31d54a0860fa7e35984db3fb4afee67af15af6561e99","0-b50c8bd958abf96d0c727c5c372d353f2ca795ecd3d5d84c5002837a70a5e812","0-720d0faebd4f28a38c826480ccfce31cd821028ad329187935d78b8d40e98bee","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement"
"United Launch Alliance/ Space X","CO/CA","0.00","0.00","0.00","0","0","0","0","0","0","0","0","2016-BASE_PROCUREMENT-2016-AIRFORCE_MISSILE-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.xml","939818d19b159c135335fe081effefc55291969edf99d66feedb0e0d81b54846","0-5abd9063ef2fa14628acaedcd97e6484dd94d0601320b438f3b0c12f1f4e2730","0-18e9320456773e93a6c2d5535187444309f728762ba7b65c50476de29654c408","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement"
"United Launch Alliance","CO","0.00","0.00","0.00","0","0","0","0","0","0","0","0","2016-BASE_PROCUREMENT-2016-AIRFORCE_MISSILE-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.xml","939818d19b159c135335fe081effefc55291969edf99d66feedb0e0d81b54846","1-846e3b35d9e0504a63abf262d945cb9f181db6fc60b65ad206fb583d6f1bed1b","0-18e9320456773e93a6c2d5535187444309f728762ba7b65c50476de29654c408","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement"
"United Launch Alliance (ULA)/Various","CO/Various","0.00","0.00","0.00","0","0","0","0","0","0","0","0","2016-BASE_PROCUREMENT-2016-AIRFORCE_MISSILE-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.xml","939818d19b159c135335fe081effefc55291969edf99d66feedb0e0d81b54846","2-7415075a40999c44a98415e6d710de630d321084ead873b7843ff4a880b3fd4f","0-18e9320456773e93a6c2d5535187444309f728762ba7b65c50476de29654c408","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement"
"United Launch Alliance (ULA)/New Entrant","CO/Various","1.00","10.00","8.00","0","0","0","0","1","4","24","28","2016-BASE_PROCUREMENT-2016-AIRFORCE_MISSILE-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.xml","939818d19b159c135335fe081effefc55291969edf99d66feedb0e0d81b54846","3-ed7c87824d9367335a530a87f136d28ad2973337d49253dd4e4741d62a3bee2a","0-18e9320456773e93a6c2d5535187444309f728762ba7b65c50476de29654c408","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement"
"(ULA/Various","CO/TBD","0.00","0.00","0.00","0","0","0","0","0","0","0","0","2016-BASE_PROCUREMENT-2016-AIRFORCE_SPACE-PROCUREMENT_JustificationBook_Air_Force_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","d1f0521c73ebc9037816c74e70ee33273b5fd9f2e08f916f050ecbe177d86071","0-31fe61a83315c9c177cba8048e92a7f170ba98684c5a1a366441294589056a75","0-57b93b5b71396da977d0356c293e08e3f2a80310fd8425e5e63efb0866f46acf","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement"
"United Launch Alliance (ULA)/Various","CO/TBD","0.00","0.00","0.00","0","0","0","0","0","0","0","0","2016-BASE_PROCUREMENT-2016-AIRFORCE_SPACE-PROCUREMENT_JustificationBook_Air_Force_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","d1f0521c73ebc9037816c74e70ee33273b5fd9f2e08f916f050ecbe177d86071","1-0a15c2d5cb8d1435323e0db1fef9f9780b6e3ef2fe4efb24a4e8172164309a54","0-57b93b5b71396da977d0356c293e08e3f2a80310fd8425e5e63efb0866f46acf","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement"
"TBD","CO/TBD","0.00","0.00","0.00","0","0","0","0","0","0","0","0","2016-BASE_PROCUREMENT-2016-AIRFORCE_SPACE-PROCUREMENT_JustificationBook_Air_Force_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","d1f0521c73ebc9037816c74e70ee33273b5fd9f2e08f916f050ecbe177d86071","2-23b84d06969094b75514d9738fa1ea10cb47a5b1f56c3d4e7de3f4ec11e9f380","0-57b93b5b71396da977d0356c293e08e3f2a80310fd8425e5e63efb0866f46acf","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement"
"United Launch Alliance (ULA)/New Entrant","CO/Various","1.00","10.00","8.00","0","0","0","0","1","3","24","27","2016-BASE_PROCUREMENT-2016-AIRFORCE_SPACE-PROCUREMENT_JustificationBook_Air_Force_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","7a2d660364617df9c4864dac6ccd860e0aa8b3a898565771e1e333f1544053e7","0-50c888f5f0998ca16d210b7efc5c621ff5d9fff145654a56bbee14d585896dfc","0-3cf94da6c7d16428aa9b04d2c755b9d0e99994fb4346bd589d92c6cab00e3d1e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement"
"United Launch Alliance/New Entrant","CO/Various","0.00","0.00","0.00","0","0","0","0","0","0","0","0","2016-BASE_PROCUREMENT-2016-AIRFORCE_SPACE-PROCUREMENT_JustificationBook_Air_Force_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","7a2d660364617df9c4864dac6ccd860e0aa8b3a898565771e1e333f1544053e7","1-d185b7d8afb0589ee69aba1a8a44a334089a274b2c789e00033d342091fda035","0-3cf94da6c7d16428aa9b04d2c755b9d0e99994fb4346bd589d92c6cab00e3d1e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement"
"TBD","TBD","0.00","0.00","0.00","0","0","0","0","0","0","0","0","2016-BASE_PROCUREMENT-2016-AIRFORCE_SPACE-PROCUREMENT_JustificationBook_Air_Force_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2016.xml","7a2d660364617df9c4864dac6ccd860e0aa8b3a898565771e1e333f1544053e7","2-e00057061401fcc48c4ce466c7e5ba815560258d74b80d210a82523b10d30b81","0-3cf94da6c7d16428aa9b04d2c755b9d0e99994fb4346bd589d92c6cab00e3d1e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement"
"(ULA/Various","CO/TBD","0.00","0.00","0.00","0","0","0","0","0","0","0","0","2016-BASE_PROCUREMENT-2016-AIRFORCE_SPACE-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.xml","a5822c6433aedb78daa4985dc310373c7cdabcb6db4d8f36492c10d0e4fd1487","0-14cb3511d2fd2b02ef0d3161405d336a76973e5d738aef08010df57a036f05b5","0-ac2b75ee4020974aee5f89c18588ede01396e1d567310a4f5be916fb4d45bc8c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement"
"United Launch Alliance (ULA)/Various","CO/TBD","0.00","0.00","0.00","0","0","0","0","0","0","0","0","2016-BASE_PROCUREMENT-2016-AIRFORCE_SPACE-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.xml","a5822c6433aedb78daa4985dc310373c7cdabcb6db4d8f36492c10d0e4fd1487","1-7fddbd7dc04ddc95ac1a0d867cf329534da9180a6051cd8f9373cefd8d359eab","0-ac2b75ee4020974aee5f89c18588ede01396e1d567310a4f5be916fb4d45bc8c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement"
"TBD","CO/TBD","0.00","0.00","0.00","0","0","0","0","0","0","0","0","2016-BASE_PROCUREMENT-2016-AIRFORCE_SPACE-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.xml","a5822c6433aedb78daa4985dc310373c7cdabcb6db4d8f36492c10d0e4fd1487","2-8bb76a6d8914b26ac8f32e41ff8403a7c228f4475683a858e9a47bb6b97e8f70","0-ac2b75ee4020974aee5f89c18588ede01396e1d567310a4f5be916fb4d45bc8c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement"
"United Launch Alliance (ULA)/New Entrant","CO/Various","1.00","10.00","8.00","0","0","0","0","1","3","24","27","2016-BASE_PROCUREMENT-2016-AIRFORCE_SPACE-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.xml","e74c5625e1731a9bfe9f4efe680292d976b26eee481f576bfc724d2c763e55fb","0-c72e4fbe870323cbc8fdbb59ea3388e127ab73bb144485346d110cfae52e0afd","0-1b98f610055bc0c2e1950abe4c8c72411a27d043417a519d15f8f3e75cefcd13","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement"
"United Launch Alliance/New Entrant","CO/Various","0.00","0.00","0.00","0","0","0","0","0","0","0","0","2016-BASE_PROCUREMENT-2016-AIRFORCE_SPACE-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.xml","e74c5625e1731a9bfe9f4efe680292d976b26eee481f576bfc724d2c763e55fb","1-e66406dd29e9b46e34894e8139982e8c11dae49629dd8b92c43e2929023f6dc7","0-1b98f610055bc0c2e1950abe4c8c72411a27d043417a519d15f8f3e75cefcd13","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement"
"TBD","TBD","0.00","0.00","0.00","0","0","0","0","0","0","0","0","2016-BASE_PROCUREMENT-2016-AIRFORCE_SPACE-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Air_Force_PB_2016.xml","e74c5625e1731a9bfe9f4efe680292d976b26eee481f576bfc724d2c763e55fb","2-e7c6e2aef5c5c720468621a78329abc94cbc06d99e105ded94046234be54ef3c","0-1b98f610055bc0c2e1950abe4c8c72411a27d043417a519d15f8f3e75cefcd13","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Launch.Recurring.CostElementList.CostElement"
