ServiceAgencyName_val,ServiceAgencyName_@footnote,ProcQuantity_val,ProcQuantity_@footnote,AcceptedBeforeOct1_val,@SOURCE_FILENAME,@RECORDID,@ROWID,ServiceAgencySuffix_val,ComponentMonthlyDeliveryScheduleList_ComponentMonthlyDeliverySchedule,@PARENTROWID,@PARENT
"Air Force","","20","","0","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","601ae9dd8603462a448ce4d407a902973eb716363e80382a2192b3c80a95bac8","0-1739264954906772ba5fb0382a745a53e5d089216ef0fc85c7b6ae31a737f61a","","","0-3ccf54b62dcfc5bb0b141a5d3beadd40e0b149e246d1464f91c84dd49b159ec1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","20","","0","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","601ae9dd8603462a448ce4d407a902973eb716363e80382a2192b3c80a95bac8","0-7579e5eb929483ce1a2739b980369f0b2204c8d91819131b7457751b25b5e3bf","","","1-dd3ce131785bc1bf86a96419c2507e42759bfbce1b2df606d59e67950205d754","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","4","","0","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","601ae9dd8603462a448ce4d407a902973eb716363e80382a2192b3c80a95bac8","0-2a2e05993e62cb2271a1062c2b0fe092d1c503237168497d67a7d331ce6ee9a1","","","2-630f6b8e221bf41ae5fdbad6b0bdb826a0bd2e6d0f90bc3541751a0b85514f15","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","40","","32","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","601ae9dd8603462a448ce4d407a902973eb716363e80382a2192b3c80a95bac8","0-a74bf29c97c40a8cf21520fbc347599f35a13b57dd8ee928a93600a31a073d11","","","1-a8ac79bcbbc97919e9993e896562627170de80c5383af18924ae6d90df9a9906","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","8","","0","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","601ae9dd8603462a448ce4d407a902973eb716363e80382a2192b3c80a95bac8","0-d5ef569936a51eb13c0dcef6359badee3aa278d03904c3502eebaa336bbde9f4","","","2-5e683edf2cfc41c6ae3b07af8036a19c002cdb7101cd47ec26b7c92b8d7a7074","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","25","","0","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","4a708611ae90cece96305cb29862dcc211788a3edbe9775f3dabda9af37389b9","0-a6e6e61124d18422cfd79f37872b3db8425fb25f1a9748ea87c7366aa95a0ebf","","","0-c92f6091f659e74730bed79268864ad9f1b390be4b19f30cd34cfd9652713027","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","22","","0","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","4a708611ae90cece96305cb29862dcc211788a3edbe9775f3dabda9af37389b9","0-0fe9e53583a678493bb6d1c970a04672a2b51b467d948fe314b939d035777110","","","1-7342814ddc661b114af60987ac905a6daea8f6facfa323c2b712953f4aa1a9e0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","2","","0","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","a4379b665ff2ebdcd61c5cb704d9c12bacfbc3dcb830e69bba94189458114a54","0-ad1a75e4633215ad2cebea3be0ec96adf266e46a920d50a8f47d4a36a8b66123","","","0-6824f587060e897b6e2f33d70ce3aa1b9a031105934b08747b701e724ae40370","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","3","","0","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","a4379b665ff2ebdcd61c5cb704d9c12bacfbc3dcb830e69bba94189458114a54","0-f6984d7600176c855e4040ff7fc28af140c4e014bb0ceb5445b345cb59653b5e","","","1-c55459077ab67f0c9a6c52fd0570663dd0f6c795aad2e0b574a9f748d1ae0e08","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","24","","0","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","cdeb0f6276906ee550e4ba5f6688211574e1a9fcd13adf94e089e8ecd4d1a582","0-4c38e5b312f8f431a9c6e33a21553f5bf207b2d3ff93442fb274999b601cb69a","","","0-48404ec23b1fd5e9fdb65a07510f41a34654c0fd7d81eb98b622c8aadfa007a5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","24","","0","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","cdeb0f6276906ee550e4ba5f6688211574e1a9fcd13adf94e089e8ecd4d1a582","0-1ac6b402d4d23cdd73f98f9a1d4c427c556c3adb3c5918ac1697a352526da529","","","1-fdc5ccbbea4410126bec2dea3eaf0f6abbe4aedd75be3ae7d711f80bf64b0098","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","20","","0","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","9dd66c90956de6fb6fc18d284df72a8cc1caab1358115d5f2865730d167b4a3b","0-229e415153f5e8c9d357c3f8eb1850ed3836e10a3e1e7ea0ede701657fca682c","","","0-b265209b16ec2dc79409ae9a08df42eb294006e9639766115c6fd4799ec9a563","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","20","","0","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","9dd66c90956de6fb6fc18d284df72a8cc1caab1358115d5f2865730d167b4a3b","0-2eea76c8ad66ee3332d1327bc4c42d940c7fc3009bd149e7fcb7eee1c8eb2970","","","1-391a2956eba1eb25d9daf9f62cac5e73cf15448d66434c8f51df5b599f080eeb","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","4","","0","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","9dd66c90956de6fb6fc18d284df72a8cc1caab1358115d5f2865730d167b4a3b","0-fb123fbf0c2d1c0a71a550249cb737ca8bf5cac58b1bfbbd62daa53d6e822d1b","","","2-d933a076e9bfe5edc246ec1521600d26a887e8024c7dfb6f2802bc7ad0f70cd4","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","40","","32","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","9dd66c90956de6fb6fc18d284df72a8cc1caab1358115d5f2865730d167b4a3b","0-3a6eba449ad24ce58e5b549f42c0c87c6c4af4d454554927315c09edc4de9009","","","1-de1fc21e42cc8c565e11d49f92c5123ade8251b247daa53dce3995d82f14465d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","8","","0","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","9dd66c90956de6fb6fc18d284df72a8cc1caab1358115d5f2865730d167b4a3b","0-2dfa7a116c47c341519a9c0fc7116c261b3193a05e2924aa869548b19e0a3846","","","2-b1f872a19d5b30ab5c65f3db647d031b8730bde0f7df050f34021b9a07714694","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","25","","0","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","e09adc45b61e6bb0533b14d476d38f576d8ff9dac3ff723d8e97c0430f6d6a26","0-2b526a14522ca53c781f341647a43a8b584f0db94b49cede38f7a5954d2a098b","","","0-769b97add9e43632021b700bfb59a3f489f52da79a2ab8bbdab02de7007dfa0d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","22","","0","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","e09adc45b61e6bb0533b14d476d38f576d8ff9dac3ff723d8e97c0430f6d6a26","0-a5328e180a33d6873ee4cda250792016c886e3d14592838c2f0a2da6839cdeaa","","","1-8d5bfef8047e3f377f8b80285b887c22024ad3057ab38bb61f2d3817d83f8883","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","2","","0","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","3e3f6d12813ba67d19414c4891d8425fe3af6e0a0a7801b0137beb8d0184c517","0-7325f370846172964f050c1936765d14f83c412ce814b76fae66171a0934acc7","","","0-ac518904e1af273c7ee6e3fda2f7c9b957ed13d5e431c3fcae4827489e53b6de","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","3","","0","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","3e3f6d12813ba67d19414c4891d8425fe3af6e0a0a7801b0137beb8d0184c517","0-fe764f0081f9f3784f5123685678117b9d4a7d688779d282e4215cb0f12a9c29","","","1-5e73a0084c62afd558445232aab20363db9c38324cc5f900e55f5943040407e6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","24","","0","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d2d869e67e961d8dc614bf59a4d17433bae54b9cffd51ec609573106e09233d7","0-fa0bdc0f18359d03759c94ca33535f911e21d382cd0dd4ef9275e8106c27f5ab","","","0-c6f30425ee871bcabc153a178a52aa0ae4171fa791be1167c0ae428a110cc53c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","24","","0","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","d2d869e67e961d8dc614bf59a4d17433bae54b9cffd51ec609573106e09233d7","0-1e72118a1dfd2b3608e8dc8797d41e41c1b2e57c0495e07c6ed666f74871b1c1","","","1-e1b38eb4a4a8b46088bb89d3214191ba28d02a91e2b8e21c9b18d0ed88ab3fda","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","13061","","0","2013-BASE_PROCUREMENT-2013-AIRFORCE_AMMUNITION-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","101c78e8b718e2eb490a6e9385e8f4fb9a2e42c27419ef92c73bc89bb4fcd89c","0-b5303ef9fd9c14d417e8e5a3e80e13d92d56bba4a43c5a9df8d17637855290dc","","","0-7f268951eaf2e252b83d15642109aa7dd0301c0fb0c90c748a67fca834336e5e","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","4259","","0","2013-BASE_PROCUREMENT-2013-AIRFORCE_AMMUNITION-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","101c78e8b718e2eb490a6e9385e8f4fb9a2e42c27419ef92c73bc89bb4fcd89c","0-61bd368aa38fc30401c472bc8ea8ba0c6418a35ef2200df0556412d006c0cb1d","","","1-3f99db6143b25804bacf1aa87ad5dd6267fe90c276bc37c05ec10934fba014e5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","3259","","0","2013-BASE_PROCUREMENT-2013-AIRFORCE_AMMUNITION-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","101c78e8b718e2eb490a6e9385e8f4fb9a2e42c27419ef92c73bc89bb4fcd89c","0-b92a42d18f4181c2d15184803e5d1b2cadc5726ef89cd61e9e4859a53bde3776","","","2-e051a1d87ebec1ad7adc2424455c8df39682f346c83891e5c6ea172f0cebcae9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","1419","","0","2013-BASE_PROCUREMENT-2013-AIRFORCE_AMMUNITION-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","101c78e8b718e2eb490a6e9385e8f4fb9a2e42c27419ef92c73bc89bb4fcd89c","0-839261781e4ef3b63fab9dd85975d976e9a9b9b97f300c3ed1d30df1087e4094","","","3-f2a6c26f8d6c71e3d8d92625298a18cb2d3da302a7ffdd71a1dccb933a2b2c9d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","3071","","0","2013-BASE_PROCUREMENT-2013-AIRFORCE_AMMUNITION-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","101c78e8b718e2eb490a6e9385e8f4fb9a2e42c27419ef92c73bc89bb4fcd89c","0-c8357046c7256a6eb946a319f498ebc70829179bab536d38af4f460748c871a4","","","4-50826012c99dd05cb4b8c83cd99f928900854747a82f7b9f8ee3865afde21e2b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","3039","","0","2013-BASE_PROCUREMENT-2013-AIRFORCE_AMMUNITION-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","101c78e8b718e2eb490a6e9385e8f4fb9a2e42c27419ef92c73bc89bb4fcd89c","0-3dd89e178d8b8d382587620b6a8a487f9e754efd47026d518bb0c882ad5f2bee","","","5-827d9ec24f305c489e48b2b8d8892d9f49b607a191b123e64e46f9bf07d1858a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","2944","","0","2013-BASE_PROCUREMENT-2013-AIRFORCE_AMMUNITION-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","101c78e8b718e2eb490a6e9385e8f4fb9a2e42c27419ef92c73bc89bb4fcd89c","0-73216d4b3837eec34bebd007efee6bd761e67cea3b472542b981a8e2afa5d8a7","","","6-0b2d615e6ae957772169ca172aaa87773acbc4aa9bd6d46ff9b76b6209d0409a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
"Air Force","","2810","","0","2013-BASE_PROCUREMENT-2013-AIRFORCE_AMMUNITION-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","101c78e8b718e2eb490a6e9385e8f4fb9a2e42c27419ef92c73bc89bb4fcd89c","0-649e94b3808eb491a16346da36a3cba5dea8d0ea20a1dd4ea9fa188db6bf816c","","","7-c1525bfcb5ca89578700ce0d32e20d181e2cda4d9000ad6c66fbc3e7f18d4112","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList.HistoryPlanning"
