val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"B-1B","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","9bc81fde20876de83e5fb3699813037cf0e2d90ff1e771dfeedd599a589110cc","0-6d906814437a8befc1e772104b17cd8c19901208c419c56177f28331b9db3cf0","0-7466171eabf96996fcad5c8b53a4a2e7ad0f65b42eb68948ff5d6798e90525ec","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"B-1B","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","9bc81fde20876de83e5fb3699813037cf0e2d90ff1e771dfeedd599a589110cc","0-9bfd6a5cdfc76760f64e5bdd64139cda8ac9819eb864a8324352d523d5488c44","1-fe763801408b6aaf61e2d75b250b56a90f632c99a4ae117aade55d5cd3658736","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"B-1B","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","9bc81fde20876de83e5fb3699813037cf0e2d90ff1e771dfeedd599a589110cc","0-bb7f196764385d1dcb22f459f471c7e173844d37a3506f074235c841c68a5407","2-59b322def7554ca71cdb07b25bb96d1c426745e23173069ae1d9c53e9a0a7c2f","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"B-1B","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","9bc81fde20876de83e5fb3699813037cf0e2d90ff1e771dfeedd599a589110cc","0-c24e86f4332555f0fdef81cc41e0ecff279f786d6f81cd3afc918164da311e49","3-f14784e67cf3a0581f9b806d9153ba051dba30bcc5d311143aec1eb1d620f741","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"B-1B","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","9bc81fde20876de83e5fb3699813037cf0e2d90ff1e771dfeedd599a589110cc","0-587fdd11503aa99bdd9ad0de333f7299f37c23265f98a4741a8aa9d8e6667c81","4-580abea2676170c7e13144a79b016820a0e9da5fa9e75d79286e6d464ec02a23","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"B-1B","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","9bc81fde20876de83e5fb3699813037cf0e2d90ff1e771dfeedd599a589110cc","0-ad41297bf0d7e89a5ceae8d1627b01279e75a55151ea17b2482e425620493e26","5-aef414ed28b3967d86cb2e95f3aa60764f2faff80e0019fd117eca16daea9625","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"B-1B","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","9bc81fde20876de83e5fb3699813037cf0e2d90ff1e771dfeedd599a589110cc","0-6bf6578336adb8a88f0c199dc3a46c7daff9ff7dce4db851bfb0d02e88f7bf47","6-d12c0d42d0ac1b84e6d2a8bbd06264a4aebb38e795f2dd3a3c11a2dcf0412915","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"B-1B","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","9bc81fde20876de83e5fb3699813037cf0e2d90ff1e771dfeedd599a589110cc","0-ab44a8723bb9850d0b089637c12883734f4394f34e97e15c93680f35634948f7","7-676088be91499692986714f18686bf5afe7e7b77193a01cc491ec15a2c8740cb","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"B-1B","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","9bc81fde20876de83e5fb3699813037cf0e2d90ff1e771dfeedd599a589110cc","0-d4f0b8f00f8c0825f347c50c1dcd04a7d4c7d08fe1364146d41198bb643f96ce","8-ce1f35a0b9c8e7ef80b91984b4b58cef3e9f50cff43668d2c0bfbccc024714dc","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"C-5A","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","b8767409fbe18f979daf324b822c3fc717f2bfd9a9a8e2c0e9528e4bdde4d803","0-18572a99ab27bf9981f9f0afb444be06028d415e421d23100532f922e60aa9bf","0-51b6d5ce02daf8ebe4e283aeec6f8876cfc440b880f446c4140c5a9d44405af1","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"C-5C","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","b8767409fbe18f979daf324b822c3fc717f2bfd9a9a8e2c0e9528e4bdde4d803","1-71a77f0712ee62a803602907afb36cf3854c34178b94a46e67235a836808bfae","0-51b6d5ce02daf8ebe4e283aeec6f8876cfc440b880f446c4140c5a9d44405af1","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"C-5M","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","b8767409fbe18f979daf324b822c3fc717f2bfd9a9a8e2c0e9528e4bdde4d803","2-6b4fc258c84056ff4866f50c33db8039692aa02bfeae380f37d63ee7a2add5d0","0-51b6d5ce02daf8ebe4e283aeec6f8876cfc440b880f446c4140c5a9d44405af1","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"C-5B","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","b8767409fbe18f979daf324b822c3fc717f2bfd9a9a8e2c0e9528e4bdde4d803","0-4ba4281251ee8519ba43a1111803e4c0e5d094cb2644a396f4a39e2ae7a8a8ac","1-ad93e978a1c89824a0c8dedb711f640eb52fbd457d6704cc31201a7ef19f8d07","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"C-5C","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","b8767409fbe18f979daf324b822c3fc717f2bfd9a9a8e2c0e9528e4bdde4d803","1-9ae5176c42cbd700dfba0edd016c3e01844025901821e33622f5a6d589fbdd5f","1-ad93e978a1c89824a0c8dedb711f640eb52fbd457d6704cc31201a7ef19f8d07","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"C-5M","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","b8767409fbe18f979daf324b822c3fc717f2bfd9a9a8e2c0e9528e4bdde4d803","2-3b8f69cd6fcc33c22424ee58a43d29218cfe15609adfbd238e54116a970b0a70","1-ad93e978a1c89824a0c8dedb711f640eb52fbd457d6704cc31201a7ef19f8d07","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"C-5A","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","b8767409fbe18f979daf324b822c3fc717f2bfd9a9a8e2c0e9528e4bdde4d803","0-040940d6e0e99c8f8a5c6550d9891e0a5e30fc208ba5083852b822fa012f097e","2-cdd62fb2a39e59ab7195ced66b68497948d250fb92bf92a3d9116ac78d7d1c4d","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"C-5B","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","b8767409fbe18f979daf324b822c3fc717f2bfd9a9a8e2c0e9528e4bdde4d803","1-742e595af73e743879fe63a880a486e660f0117b66de4a8b26bf8d622725c94d","2-cdd62fb2a39e59ab7195ced66b68497948d250fb92bf92a3d9116ac78d7d1c4d","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"C-5M","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","b8767409fbe18f979daf324b822c3fc717f2bfd9a9a8e2c0e9528e4bdde4d803","2-65b68f8070acc2ac94836f601f8f2358689dd2969148dd92dda82541722bc164","2-cdd62fb2a39e59ab7195ced66b68497948d250fb92bf92a3d9116ac78d7d1c4d","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"C-17","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","2c3a42ac96c574f3a05d311e38d1fd39e76b2eaa077eed338c2b56579168a566","0-59fb1643f370402407719648bdbce9553d6cc17f69a79bc5b9d1591398e17d8c","0-06b35ddc40314bd28922d64bd60accfc5fab2c54ce0c6f7953808c096ee4900f","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"C-17","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","2c3a42ac96c574f3a05d311e38d1fd39e76b2eaa077eed338c2b56579168a566","0-3cbfd5abdb3f3439734c0d21289618152f2a254937361604b5bac3f9ab268856","1-762e8691072a439428e50094fd6865b38b4d1d4243d1491f1a787a2cdc4a31d2","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"C-17","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","2c3a42ac96c574f3a05d311e38d1fd39e76b2eaa077eed338c2b56579168a566","0-a81e3c9c29fd19ca1614fc678ebea5098bb3c08807a9cd00d5d47269ac56fd97","2-34f638bac54102cde1379ee67eb50cd9a5dd066b69113457dea967f0aecec1ed","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"C-17","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","2c3a42ac96c574f3a05d311e38d1fd39e76b2eaa077eed338c2b56579168a566","0-228cd00431e06d7d07634ab24aee892fdf6ab9161eebd6d9921bb1877ddb2ba9","3-8bf9ad9698e29e5e6bd5e0b2fd8784f5f8f72d93cd4fa234f071848613983483","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"C-17","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","2c3a42ac96c574f3a05d311e38d1fd39e76b2eaa077eed338c2b56579168a566","0-549cd13753d14d19c6d3076369a24ea53abdf1ace2d26b5ff247e896fd6874e0","4-e21acada8c1dfd668accd8a01af162e10bc5aab3da2ba409f84314c455bd197a","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"C-17","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","2c3a42ac96c574f3a05d311e38d1fd39e76b2eaa077eed338c2b56579168a566","0-c3e2b9fa2a36d293b53d577d232c62590b16f5169765d645b9119c612757f6ee","5-91fd1c6330f6f9ccae49e7f3a2a32f8a603b3fd9a855749954ecebe58fe27632","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"C-21A","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","3f0bac246debe002598bd59a49dfcd39e1252a0a75ea4d1f827699ae15288f57","0-332b242edd751e8601e7bce6f6cc957eb799bc154fcbbfa1741cfd7126c427a4","0-313eb28fa89f241f2dfb0c3d6603516c9e65f6266be61edb0fb248322047a825","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"C-21A","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","3f0bac246debe002598bd59a49dfcd39e1252a0a75ea4d1f827699ae15288f57","0-fd9efcde2a0bdff476534dd812dc62c9ffd9dc2cc274e833fc957ff5cc7c120d","1-715065aee79ba3156e37820f8d77134815314a316354a8ddfa69d01c09551ccf","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"C-32A","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","f868d5bf55e2e9d6c0371b9f426291ab29276cc30d93ffaae5535d57b3241072","0-2eacc6a162f7ebc0783264259ff952d2acea554de1adc5d7ff29f5938f619666","0-a52e213616f529f97bccb078d9140a617ca2929ec9fed4314343a1ef232b133a","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"C-32A","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","f868d5bf55e2e9d6c0371b9f426291ab29276cc30d93ffaae5535d57b3241072","0-9592344f2fb46f409cbf6570951250af6e2c61851e28bacfc35ece17091766ac","1-984838634f0b8c96f1512f2bab0f1a559034b3c0018d67abd6d64455c959ecb3","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"C-32B","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","f868d5bf55e2e9d6c0371b9f426291ab29276cc30d93ffaae5535d57b3241072","0-b8893f35c78b0b27c7f3851b958833597100b2838e1c09da57fdb7a719cad949","2-24133c7dd76dd06a77f6585fba02dd7692ef66420aaf95b00b6d50b4808d00ab","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"C-32A","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","f868d5bf55e2e9d6c0371b9f426291ab29276cc30d93ffaae5535d57b3241072","0-3bee621ea94d631e1c605274ecdd55f8d9a286a5375b2b8d2a9f3167f0415bc3","3-e8c6e0395a99e6795a5d184db93ba00879e17432290a4f98eb96171c01be3a00","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"C-32B","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","f868d5bf55e2e9d6c0371b9f426291ab29276cc30d93ffaae5535d57b3241072","0-a89c19acc5b88828bd6f5e050ed493100e822d69fc24673577e090355fbdad8c","4-e78e5dc2772efd3644f9d6683a1648df54ea566eb8c8f93fb5818912b5d46892","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"C-37A; C-37B","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","6167a0889fafa7345cbbe0e87980f26e5f42a8fa1a49ddcfe9fdd14c46ae711c","0-96bc20dffdb467384528fb55b6549facfbd1890814ca090879fbd955f9df5c5c","0-7282f318d6e68b340351029816924281a08194719291e192bac708cd25b6af7e","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"C-37A; C-37B","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","6167a0889fafa7345cbbe0e87980f26e5f42a8fa1a49ddcfe9fdd14c46ae711c","0-7cb570d1cb32193bbf2041b275cca9b479cadec88ed2af830b6092f45e562a02","1-e3b6ad9ba8c77014b36bf194b66c28c6e20474e4e4093de919fcd501f1e41773","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"C-130H","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","6b7c470c8daeb0a7eac9cd427fbf8fd4c035368f57f4b7a72ff05cb0f4884a29","0-ae63678d9e1193e50acd0268e1e9079aca9bbef702319df8b154bc38070e660b","0-e2882c31c6e846671c3144a39d5c569bc93166514f59b46bf6480fab657e2952","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"TG-15","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","8ea683449529fc36c898e15fd52583afec4c266fd16d1df093a8434f6f87bfc1","0-e3523b115834e87a31671ef5d07410acc36de0f2c5738b158076cb10a8e8030d","0-9ffdb834e531baa6172bb798c6b444b3eb49d7565467b57493da5986fd874bb0","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"TG-16","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","8ea683449529fc36c898e15fd52583afec4c266fd16d1df093a8434f6f87bfc1","1-094a60e8315c4e020c21ba69e11e5edc2eb394c1f4b0a4b4437af2aea25d75e2","0-9ffdb834e531baa6172bb798c6b444b3eb49d7565467b57493da5986fd874bb0","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
"UV-18","2015-BASE_PROCUREMENT-2015-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2015.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2015.xml","8ea683449529fc36c898e15fd52583afec4c266fd16d1df093a8434f6f87bfc1","2-22eab9cefb8995e0d6b4432901ad64c7e36ae5b9a65f00a455b460832a606b49","0-9ffdb834e531baa6172bb798c6b444b3eb49d7565467b57493da5986fd874bb0","root.record.ItemExhibitList.P40AItemGroup.CategoryList.Category.ItemList.Item"
