Name_val,Cost_BudgetYearOneBase_Quantity_val,Cost_BudgetYearOneBase_TotalCost_val,Cost_BudgetYearOne_Quantity_val,Cost_BudgetYearOne_TotalCost_val,Cost_BudgetYearTwo_Quantity_val,Cost_BudgetYearTwo_TotalCost_val,Cost_BudgetYearThree_Quantity_val,Cost_BudgetYearThree_TotalCost_val,Cost_CurrentYear_Quantity_val,Cost_CurrentYear_TotalCost_val,Cost_BudgetYearFour_Quantity_val,Cost_BudgetYearFour_TotalCost_val,Cost_BudgetYearFive_Quantity_val,Cost_BudgetYearFive_TotalCost_val,Cost_PriorYear_Quantity_val,Cost_PriorYear_TotalCost_val,Cost_AllPriorYears_Quantity_val,Cost_AllPriorYears_TotalCost_val,Cost_BudgetYearOneOCO_Quantity_val,Cost_BudgetYearOneOCO_TotalCost_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"Air Force Active","0","0.000","0","0.000","0","0.000","0","0.000","","","0","0.000","0","0.000","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","8bf976c6accd36e8559c03d97b294c8902aa574e2ece552803d86400bfc66807","0-15142e6f70021ae9dfa104462650719474dd1d4cf05aaec97a0c596485cf60b5","0-767dff231ea5c8784095c9e4efa52d2c25995162e1f3b0f34be815bb6b7fadbe","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","8bf976c6accd36e8559c03d97b294c8902aa574e2ece552803d86400bfc66807","0-cb5643b1f4a3c40c91afe75243130a1df6618400a787aadfccbfc169f3f2bd9c","0-dfd763f25d9246447ab856a0834c848ee1c76df693e217e8dd048411b3bd39e8","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","8bf976c6accd36e8559c03d97b294c8902aa574e2ece552803d86400bfc66807","0-3b65aa71d96787bb8bcbc3705d23b436fee49473a0083ae7fc1cb5109ce30234","0-059b8274213250edef2f402ff4a2a3177009c3dba78284a544e5e173401b68dc","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","0","0.000","0","0.000","","","0","0.000","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","b2d8afccacbbad6e360e0d83fc9b6f11326b8d6bde17f88d3c4e843f38ab51d9","0-b76656b9cb7a5656383dd801c064f376d4903f685d1747f7cfc84358d94a513d","0-65a673a5a5dd0cfe185879081df114cb9a04f8fa1ac6efff145e43ed07e00bd5","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","","","","","0","0.000","0","0.000","","","0","0.000","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","b2d8afccacbbad6e360e0d83fc9b6f11326b8d6bde17f88d3c4e843f38ab51d9","1-dcc819ecfc17e2ee08409ce6ff87cdf52aedede5c66a65e3576d16e788a6f088","0-65a673a5a5dd0cfe185879081df114cb9a04f8fa1ac6efff145e43ed07e00bd5","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","","","0","0.000","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","66a2e813f9095cffeaf362a268485559e78bdf9106ddd06206eb478ca0f810f9","0-79039cf6ba0fe7de008724b65c755187483728bb3436893a30737bc5838e1980","0-3dda79bf2ddc642cc7ec4b6adb00685ff79fe83cd4e44e81ba66b97149d9ba2e","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","0","0.000","0","0.000","0","0.000","0","0.000","","","0","0.000","0","0.000","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","b4a0a1f5bffbc93a1b835110e4fd293de1a2d0177a43de726dcfaa581bb20cdc","0-3a772383601443aac9b948595a6f7fc000e307a4aad0b4269ab6cc2bfce3647c","0-eefd51f3294ac8a74ab70ffb476755cc2dbb752d8231df6d4228d4124475e303","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","0","0.000","0","0.000","0","0.000","0","0.000","","","0","0.000","0","0.000","","","","","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","f9967fa42b57731954068ef520219961b9e7c3b2bb4bc4a87f98c5625c6ba5a0","0-02bc644f2e9f8a8cabbdd604b55cbbd6ad97fc9e3ca9500ae429607d9ab6570c","0-1d919b827a974efa588ff00cf3ac107e0abf0fc4acbbe2bccb5e55c4c8001dab","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","0","0.000","0","0.000","0","0.000","0","0.000","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","7f95dd75bf2114bf4d2e64dc73bf59014a2f5703906050baadffa60e23e7eafd","0-066fe49f9a6f7196ff8dd8ce7f372bed1c6c87d5aa8e0323efd9427f85fee245","0-fda861be768b15860a6ce61424f03a2498a84a70d3135774f9046a8fa07dfc8a","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","0","0.000","0","0.000","","","0","0.000","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","7f95dd75bf2114bf4d2e64dc73bf59014a2f5703906050baadffa60e23e7eafd","0-76a891691b97dd8a63817295c728ee84021b7d3de60abbe3aeeb1e2c90efc63d","0-194322b05f7144b90f4c67bd9acd6090fd1997a91381cba157646b66ba04b116","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","cba0cd297e6be791ef2bcfeb4e56f5ff9e6fbc950d55bc245b5871e2429867bd","0-9acd7d3af87f223960a1470530a0404d412f4ebbc99c2dac15deae695063048f","0-d51f6a5783aed9e2310bb89c2dcc33fccf3db9a40458cb076ee3e8d171c973aa","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","0","0.000","","","","","","","0","0.000","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","7bcb6f6d45c43542b7f5ac6d84e9b8c61a05304670b11bf2fb4cbee320d2f60f","0-b04c889b604831b87a43ec5b022daa907abbc7c0ee1ec61d5ee50a53424c53ae","0-dbdccfc95d2af12b85ac478d710a914b61fd6c5b35d54719e9b8b3a1e299ddc3","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","0","0.000","","","","","","","","","","","","","","","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","2e1d78dbc8d2c1ac56746831c9e5727c31091ed30cb43e44e5083d349a5adfd7","0-d066cca488687508e99b294113a171afe731f12b7fa52beb937030cd60b6dc0c","0-b1b3f4480729a3f0384e4b2f838d7908bdcc99ccb365fd3e585f8d02b4441c6b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","0","0.000","0","0.000","0","0.000","0","0.000","","","0","0.000","0","0.000","","","","","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","2e1d78dbc8d2c1ac56746831c9e5727c31091ed30cb43e44e5083d349a5adfd7","0-c7345f017d33e256475c1561975d9323f53457b7efb943a221c7d2f63dc24335","0-aea9f4e88d26d130ac04e047b8f4ce8df8447d82ee0927e58be8397b367a9934","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","0","0.000","0","0.000","","","0","0.000","0","0.000","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","2e1d78dbc8d2c1ac56746831c9e5727c31091ed30cb43e44e5083d349a5adfd7","0-a0b869b4919deed7dd479d2da9d630f19242510a341f4ea77b24734206efc656","0-3d6bac344f42494acf5447a7e28b81c0270b9f4042398cd18b39d8476d7c5984","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","","","","","0","0.000","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","2e1d78dbc8d2c1ac56746831c9e5727c31091ed30cb43e44e5083d349a5adfd7","1-5062b8dd43e601c6f4889c4f86980e5c69117fbad462861eb785cb62afb877ca","0-3d6bac344f42494acf5447a7e28b81c0270b9f4042398cd18b39d8476d7c5984","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","","","0","0.000","","","0","0.000","","","","","0","0.000","","","","","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","2e1d78dbc8d2c1ac56746831c9e5727c31091ed30cb43e44e5083d349a5adfd7","0-ffa20f6fe41f3ec6a75a011f4aaf8ffc14da44f18a9ed1894b4d617317de9728","0-58192ef9ed952ea8fa595ed9a6ac6337e0ec8cdd0f043f4c230c53b045fc2eec","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","0","0.000","","","","","","","","","","","","","","","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","2e1d78dbc8d2c1ac56746831c9e5727c31091ed30cb43e44e5083d349a5adfd7","0-0a6f18e0dc3ad20ee5fdbcec9066f1b2ac3a7b4bbbd1b2e4cf6cc5543b47402f","0-bb435f0da11198cc8fce2043d326f4945709147fceb8db3953d3c134e281563a","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","0","0.000","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","4d2f558fd3af0cbafb6ac42f2ee8588f85e0942e85da6af717ae34179a25fb62","0-23da9946d38a510f5b919b030baed3fff838f0092d9c8b89027a83ab2e09d804","0-fba390c13d601ef34aafa005068846453fd30d01fa5bf90b0978594cb653eec0","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","","","","","","","","","","","0","0.000","","","0","0.000","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","4d2f558fd3af0cbafb6ac42f2ee8588f85e0942e85da6af717ae34179a25fb62","1-5742e10c83ffbbab34c2f4865be2495462e23b027984966d87903a9378b239e7","0-fba390c13d601ef34aafa005068846453fd30d01fa5bf90b0978594cb653eec0","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","0","0.000","","","","","","","","","","","","","","","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","4d2f558fd3af0cbafb6ac42f2ee8588f85e0942e85da6af717ae34179a25fb62","0-a78c6d255e57001d416aa761b94c918fde6a00419aa113e0c5dc554c8221167f","0-1a5ad29df76567a1c61adb69d99132b807dba3e5412df2e36d213f999c41a370","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","","","0","0.000","","","","","","","","","","","","","","","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","4d2f558fd3af0cbafb6ac42f2ee8588f85e0942e85da6af717ae34179a25fb62","1-cc2d3c407f88a0ca20c036498aac2d355ef41f2852499d53f1982fa79d290378","0-1a5ad29df76567a1c61adb69d99132b807dba3e5412df2e36d213f999c41a370","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","","","0","0.000","","","","","","","","","","","","","","","0","0.000","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","4d2f558fd3af0cbafb6ac42f2ee8588f85e0942e85da6af717ae34179a25fb62","0-aa37c3492970feb0776dd574b4ffc7d5f0e7bbd58b6335b7993a24e559497e77","0-81e7e14fdcb6fab75b19c08177f4e983614254f3dbff94989f2ba8b2f1ff41e7","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","0","0.000","0","0.000","0","0.000","","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","4d2f558fd3af0cbafb6ac42f2ee8588f85e0942e85da6af717ae34179a25fb62","0-d7405ffa364b3484df7b66fb89445768c7424c8cf5e07dc14fa66e5d04523a11","0-030ce269f54d9d38c72b2779b6481466d5ff7d92158e2db38723d820e23ca6d9","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","0","0.000","0","0.000","0","0.000","0","0.000","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","4d2f558fd3af0cbafb6ac42f2ee8588f85e0942e85da6af717ae34179a25fb62","1-49cdc865f5f835d01ef6adac029383a86526ccd06d5d4776d73360e86521018f","0-030ce269f54d9d38c72b2779b6481466d5ff7d92158e2db38723d820e23ca6d9","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","0","0.000","0","0.000","0","0.000","0","0.000","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","4d2f558fd3af0cbafb6ac42f2ee8588f85e0942e85da6af717ae34179a25fb62","2-6be723a25ed597ca52293b95908e31677d53ccefe5f08208a6a5a45efd104de0","0-030ce269f54d9d38c72b2779b6481466d5ff7d92158e2db38723d820e23ca6d9","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
