val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"0207224F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","6f46100e0914b740e6af0fdcafb0603efd028e91f737331f95929625245496e3","0-bc1aa1495813538ebac3678dee6ea2158a77abd2667cd24491b137e54fe2c15e","68-1b4cfa23416c1d9cead58f084065bd5535d6afdd969a2961b5a7625d98ab0398","root"
"0207230F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","6f46100e0914b740e6af0fdcafb0603efd028e91f737331f95929625245496e3","1-2d7e1860a9d273411cb079bddae1cad31443d7429ba5e9b8d57d6b78cec6ce39","68-1b4cfa23416c1d9cead58f084065bd5535d6afdd969a2961b5a7625d98ab0398","root"
"0604226F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","1f1f752c553f532e596996bf4fb0f120508e4b658ec030cafb53789d3582e64e","0-083cda0def7c9bf3556e4671db9069bc396564b71faf3f215fd80b6f57a7d42f","75-154b9a693737ddb1acecb3c674a1050403c601effc789a0c015652bf6cf336ab","root"
"0101126F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","1f1f752c553f532e596996bf4fb0f120508e4b658ec030cafb53789d3582e64e","1-eaa7c0e86b20af6178d86648f375caf1647c0ab77b60308a6bbb94b8a8bde4aa","75-154b9a693737ddb1acecb3c674a1050403c601effc789a0c015652bf6cf336ab","root"
"0401219F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","d4fb970686dd855f8cd0753f0d6917ba40dcc4ce26687be446d1ccc410c49b84","0-8342211077874fc87f0daa48643a698cec73c080e33086d827a8e80669e2fdc0","79-100c75df32f2fd66ba892ba141a3387e8a531572817bf8c24eafaa64fb80882d","root"
"0404011F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","e378000dbb4b9a2952efec3d15f355437f8e20f686d0b579ca5e8dad0f1ff700","0-5d77d42ddd8dee792042a7e5a7c44b60fd171a1ca67f08e5472af9ec45dde1c5","81-3ad5ac7cf66bdd041a59dbd1122e1acd77351f38f5f709c7239e5167adb92d44","root"
"0401218F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","fcab240402b52e540757797eebc79cd920944563cb59b9817d0c18bf31f856b7","0-44ed1a334fb2b28179ec197a22cf05deaf90ecffbe9195647ddec1a6d2b2e536","83-a0f56964a8f228cf4762c1229f8157b4e8197dd426087bd47067f96cb5303618","root"
"0604233F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","13edc5e5ea5b1fd49b7b9d460b10e3df627f12cf907a34d4d7eb5514731369ee","0-d83c7343b815458b97ffec63b23ac39b11b13b24e3c97c8f9287674e4c7d18f8","87-874804843ff7a751d8cab9bc28e6c87f64344f3c49cd8ade47cb61f3eb299af9","root"
"0804741F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","13edc5e5ea5b1fd49b7b9d460b10e3df627f12cf907a34d4d7eb5514731369ee","1-4b6301bd0f09369d3eafba975a98e6bd4daf80edcf8bdb8350d6aefed94e323d","87-874804843ff7a751d8cab9bc28e6c87f64344f3c49cd8ade47cb61f3eb299af9","root"
"0207701F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","f74a213620ab90552a30cbef36535c4172d236291228cdf04c6102b83f001e28","0-485f1b12dbe365be3a0f1b9ce3c2a32c6b75e043a888acd013e5c82d8abd2c62","88-7fbbd48dcc26b1fd64686e11dc00349e8abf566481966148f21b2dde4501368d","root"
"0605278F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","47e4f12a187adf0440c76ec21e7853dc493c0d1638201eede47c99a498fd97e1","0-5d73745f830fcc9cbfb33faf87ea4acb45fd2c3aa2de8535a37c78ba1b0bb241","94-38625536abb3be33699a5d9c7ceacdbf402d054add2198dfbd0b5a0e6cd97ed9","root"
"0207230F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","47e4f12a187adf0440c76ec21e7853dc493c0d1638201eede47c99a498fd97e1","1-aa936eb61c813a81fae793f656df81bb4cb20d47a8bd3b1ff6a4950473d3f162","94-38625536abb3be33699a5d9c7ceacdbf402d054add2198dfbd0b5a0e6cd97ed9","root"
"0207237F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","47e4f12a187adf0440c76ec21e7853dc493c0d1638201eede47c99a498fd97e1","2-43b11165e6f4f931d09b7052373d406f849adf14bc3697585958593f65102547","94-38625536abb3be33699a5d9c7ceacdbf402d054add2198dfbd0b5a0e6cd97ed9","root"
"0605278F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","54081a1ca9b544000555d1a3c5f7b712480ea0ae1b433130a32a606d947fa2d5","0-7f412f7593893933bcb91bb87f056549483fe3174de1b366f6f30c9b35076664","95-9c43be57a70640031b1cb38c1f1110c6b0534240f776d614958b7ceccb0dc807","root"
"0207230F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","54081a1ca9b544000555d1a3c5f7b712480ea0ae1b433130a32a606d947fa2d5","1-3affdf21d5f6b59082491b38bda5827046904830a06fdb18e6af4340e759425e","95-9c43be57a70640031b1cb38c1f1110c6b0534240f776d614958b7ceccb0dc807","root"
"0207237F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","54081a1ca9b544000555d1a3c5f7b712480ea0ae1b433130a32a606d947fa2d5","2-732b45cff9212f87ccaac20dc7b849b3773ec361e7ebef578841b503a305f238","95-9c43be57a70640031b1cb38c1f1110c6b0534240f776d614958b7ceccb0dc807","root"
"0605278F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","3dc0cebf0f84c14949fb22f2ec0d13dae0e061a7e197dfe82bae65ef28be16ae","0-68058e89718481d4635deaf437899ad7224363ca3e1c30ca1db36db9a1b8eaea","96-75f0100b9be5f0da11f5acbccc4a746d31ce8c1ccb68833cfa6c4ba10853e641","root"
"0207224F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","3dc0cebf0f84c14949fb22f2ec0d13dae0e061a7e197dfe82bae65ef28be16ae","1-af92fe4ee576cb5854341030d1a5a2a98d910f21457801a9eb8b4e8eaf336ab8","96-75f0100b9be5f0da11f5acbccc4a746d31ce8c1ccb68833cfa6c4ba10853e641","root"
"0207237F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","3dc0cebf0f84c14949fb22f2ec0d13dae0e061a7e197dfe82bae65ef28be16ae","2-4ed7049fb80f767ada2db5fe2f3016e63497a32ae9883d6c75dcb69be1f76b68","96-75f0100b9be5f0da11f5acbccc4a746d31ce8c1ccb68833cfa6c4ba10853e641","root"
"0207224F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","9aae9bdbea6241c3bcbb93639a39102d7a429607e4045acf83d9dd62d30fac3b","0-eb54633ac74be1056110e59227469d02b55502b8f4ea918624bd862db63aae17","97-6399d131e2454abc4b1eeb171b7c8628e99b61365da23f448eef4b396d50ace1","root"
"0207237F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","9aae9bdbea6241c3bcbb93639a39102d7a429607e4045acf83d9dd62d30fac3b","1-b152e31457d8ca419347f4456ef677e9b94096a55bb4562596971ec9daabff3b","97-6399d131e2454abc4b1eeb171b7c8628e99b61365da23f448eef4b396d50ace1","root"
"0604800F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","a7c231a729ecd9dc4ae9936eb487cb3e928861489d641113a76c375e9894e723","0-73b2c2e8f330ee131e27744518783da05f31289ffd090c84844bc2903555f853","98-db1adcf7b1395a3574656fd0b78fbf9eb02fec73903fbb8a8c812addd9898a94","root"
"0604800F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","cb5ffa2b00d81ff49048aa9fb66ff99640bed0266e3e03ecb1f23b38bf1313ae","0-9374b24e08747953212223343245aba39f06545c1dca3970ae331bc20e2b68c6","99-0cc7f6a9a700670ad93d63ce2e652b61dc05e020511d0a82981201c2b2c2c4ff","root"
"0604263F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","6ed965294c5a47ffa9b26cc06cd3bf6766afe70d3b85611e8128472053c824c7","0-8aa5ea29986c99b9cb317e8087e6c9a1d11067b6c77bb85624727d9184d57577","104-d0b8728d7f805863531231184f7be190b2540ae28f1f9e70caef273ff8d76c5a","root"
"0207138F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","601ae9dd8603462a448ce4d407a902973eb716363e80382a2192b3c80a95bac8","0-8b26632b9ebc80f851c401ccea1388132ce05a7e8cd197ef29fa3c80a47a2db3","110-8a00105ceedc04ab6b0c5c314737e10d13ddba5751227145d2903196259f1a16","root"
"0604239F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","601ae9dd8603462a448ce4d407a902973eb716363e80382a2192b3c80a95bac8","1-89f80b58ba82dfc5be61a4f579bab0e382e7be4e9ea6d50cac1859295d55dbf1","110-8a00105ceedc04ab6b0c5c314737e10d13ddba5751227145d2903196259f1a16","root"
"0408011F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","4a708611ae90cece96305cb29862dcc211788a3edbe9775f3dabda9af37389b9","0-fec686f0dbbbffc9b99978c620fe28da6a70d205fe7dd2f8e67359c9167659dc","111-a1c76e7fc30a5f962031df52d5936d4bbc017176c53a47b58aa9af257df20f15","root"
"0305116F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","49ea51a266d1f26fbb7e9540dcf13ac7edf6e0045e26abc78725de6f38f215f0","0-caf0eefdf36e3e9132e1754f029082c829435a541b4192e555a6841ccaf07d12","113-04813160acfb235f1137ae70a773d97adefca719611f9ba2b88fb2bc0e677e91","root"
"0605278F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","6bd674c6f69c66eec2cda701be10a7e979689b59033588ea1a19b74f761b8e00","0-c67ac5e04a2e075997c916f4341260304196472200be0ecce68e13f3a171d7bb","117-7f87437474ee8cf22592d829f1cc207460ed90024553ab74c0bfde0d8d7513ff","root"
"0207224F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","6bd674c6f69c66eec2cda701be10a7e979689b59033588ea1a19b74f761b8e00","1-c0ca7692c0a632b179a2e80a39acea64a9b587f8803d76ac51dd1eb6c3bbffe3","117-7f87437474ee8cf22592d829f1cc207460ed90024553ab74c0bfde0d8d7513ff","root"
"0207230F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","6bd674c6f69c66eec2cda701be10a7e979689b59033588ea1a19b74f761b8e00","2-3adeb8722b77f9c8bbd8372092e957ec30504bc3ab5bf2d2d128ae3b98d55b80","117-7f87437474ee8cf22592d829f1cc207460ed90024553ab74c0bfde0d8d7513ff","root"
"0207224F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","08039501614fe4ebb3075d4eaaa4544e4cd5f4779332e0d6f68e5d2c67c31740","0-0b4fb714e42c68b1099cfb55095776bf608b3d2e1825ec6c14e88e4fee947594","118-f19feeebc0bad72fb11b948f4c14d685c5a16cb6a2108eadc949c6219c85a8f7","root"
"0207230F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","08039501614fe4ebb3075d4eaaa4544e4cd5f4779332e0d6f68e5d2c67c31740","1-d3aebcbdf5e0b04535105b09ef4483fa3c405478154af6970e602320fa9806bb","118-f19feeebc0bad72fb11b948f4c14d685c5a16cb6a2108eadc949c6219c85a8f7","root"
"0604226F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","3d684684b0a57d8cc588b06b6b38523cdb4e52e3d7fa9f4641c870561404831b","0-67417f3f66200aaaad8b608101ca45e74b462495d4f3d99a144d98a3851008b6","124-45fa0abb4400a26e681e12d697c7482543d015f194a09bd7f29ad9503d31788b","root"
"0101126F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","3d684684b0a57d8cc588b06b6b38523cdb4e52e3d7fa9f4641c870561404831b","1-e5833f0621025f402531f47d06f923729a29c90917fa1af290ee4c69094b19b8","124-45fa0abb4400a26e681e12d697c7482543d015f194a09bd7f29ad9503d31788b","root"
"0401219F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","dff8c35ca0588a9a0edfab295e46a4e7cdc841b7c82f1efedd218b249f565db6","0-8bfde5e063d9d3040d6a9c3fd061896c37ec5bf7a45e5fc5c3f52f7d69491902","128-33d2156bee11876fbc56c576603a83c8ed54e6e77f16ed12089e44ed96e246a5","root"
"0404011F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","03d215c74bdaa0d12ccdffdc19181cd7329d9c6cedd518ab9c0c9053d6a9686c","0-d4b70ca22888f7598d558cc0900e77c474c334c5d567e1b0a5c8c53c953020ac","130-22638468f7bb9c502675e5891800737df368c6ecbd10683fb9e01c3244bb6c6d","root"
"0401218F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","c700fd6e9bad9f33645f162b4677a88285a42bcaf22d4699cc97d584e278e1e5","0-2ad1e35a2b035114a22f226761c512db04c17417a103ccf9924ae57f4f14e66d","131-4e1664d03ecd61d8eaefd1701666b2003dfb6e41a55ee84a687729a012a49256","root"
"0604233F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","5965198d4b63e577a2bf78940c9bd1dfb9d5d2c4d6929ee12c0aed5502a4c46c","0-07c900c442eb9c4bc3b67c79d6a0521f145b6135b70a3e8de3e976cf326ddee0","136-9b6eaa4bc075237429a58a02c601a4b0c301bbca7605dd97ce49e1bfd679edb7","root"
"0804741F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","5965198d4b63e577a2bf78940c9bd1dfb9d5d2c4d6929ee12c0aed5502a4c46c","1-a3847870479287578ae67c5a3c6c0e54096f9e3e02377a0c954ee26e8f983de6","136-9b6eaa4bc075237429a58a02c601a4b0c301bbca7605dd97ce49e1bfd679edb7","root"
"0207701F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","a332d60ddfe47582685831130a003fa42b7cf11c912ec1418a455fd491411c6f","0-126100af759767c4e8051c167609409e835436a829f187cf6e81fc4fdf337a48","137-fcc2c0c21336564eab6cd8dee7b16e0bde9f93004c9a3f4e4bc2e1125695987e","root"
"0605278F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","a3f880e359639632cab967077305594fcf18e5da06db25b29ba42bdd7cd12633","0-5233e48f7178b2132af6317396104f8fc3a6dad11329213ee84f0d642696bce7","142-2518bbd41b37ff4199ccb8b30ed66083d6df2348e76d8d7cef53b0bf74c22cbe","root"
"0207230F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","a3f880e359639632cab967077305594fcf18e5da06db25b29ba42bdd7cd12633","1-fb7c9c17b0c208875ec620df637b42fd668c19d855bbaa6921f71e4a7a50806c","142-2518bbd41b37ff4199ccb8b30ed66083d6df2348e76d8d7cef53b0bf74c22cbe","root"
"0207237F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","a3f880e359639632cab967077305594fcf18e5da06db25b29ba42bdd7cd12633","2-8e824d42e2222f43c0331894d4dca8db4d9fda619aba1ae00b6b73fe35b04c8e","142-2518bbd41b37ff4199ccb8b30ed66083d6df2348e76d8d7cef53b0bf74c22cbe","root"
"0605278F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","f09bafff549193219c88c3676f1df3dd1bcf20a9bf8aa51ae4f966d8eeede5a5","0-1098fba2bef8233b389dd104cb5bdecfed7ae2e3df25802c3ca58df8eea2cfa6","143-e8350fc84b4d67f97d3746a891f1d678a2085622764ccd8ebb49dcf6d0b9877a","root"
"0207230F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","f09bafff549193219c88c3676f1df3dd1bcf20a9bf8aa51ae4f966d8eeede5a5","1-c71bcec6abf40352bd0c0942398c7d6a1a4d684f4896077b49404a1d6f35a577","143-e8350fc84b4d67f97d3746a891f1d678a2085622764ccd8ebb49dcf6d0b9877a","root"
"0207237F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","f09bafff549193219c88c3676f1df3dd1bcf20a9bf8aa51ae4f966d8eeede5a5","2-3762e54dd9c0ef606c30fc84b826bd24541f53226a0e2a1b7121356cfed27737","143-e8350fc84b4d67f97d3746a891f1d678a2085622764ccd8ebb49dcf6d0b9877a","root"
"0605278F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","488747666b3275948d393a73c4a079573143c8bf16538a115483a48465240f4e","0-05d310b6e44e98830f1a20454e9b0c056461c5e94240bc189d0366769e52d40e","144-d1c73abbe551a347e58ca554e5f4d92de32c080bff6e7947412a6e63a387519d","root"
"0207224F","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","488747666b3275948d393a73c4a079573143c8bf16538a115483a48465240f4e","1-7cb40fcd2649fc8a5a1d23472ef306a3b59f10d3331301ced97529f440cfabce","144-d1c73abbe551a347e58ca554e5f4d92de32c080bff6e7947412a6e63a387519d","root"
