Recurring_CategorySubtotal_TotalCost_PriorYear_val,Recurring_CategorySubtotal_TotalCost_CurrentYear_val,Recurring_CategorySubtotal_TotalCost_BudgetYearOneBase_val,Recurring_CategorySubtotal_TotalCost_BudgetYearOne_val,Recurring_CategorySubtotal_TotalCost_AllPriorYears_val,Recurring_CategorySubtotal_TotalCost_BudgetYearTwo_val,Recurring_CategorySubtotal_TotalCost_BudgetYearThree_val,Recurring_CategorySubtotal_TotalCost_BudgetYearFour_val,Recurring_CategorySubtotal_TotalCost_BudgetYearFive_val,Recurring_CategorySubtotal_TotalCost_ToComplete_val,Recurring_CategorySubtotal_TotalCost_Total_val,Recurring_CategorySubtotal_TotalCost_BudgetYearOneOCO_val,Recurring_CategorySubtotal_TotalCost_Continuing_val,@SOURCE_FILENAME,@RECORDID,@ROWID,NonRecurring_CostElementList_CostElement,NonRecurring_CategorySubtotal_TotalCost_AllPriorYears_val,NonRecurring_CategorySubtotal_TotalCost_ToComplete_val,NonRecurring_CategorySubtotal_TotalCost_Total_val,NonRecurring_CategorySubtotal_TotalCost_PriorYear_val,NonRecurring_CategorySubtotal_TotalCost_CurrentYear_val,NonRecurring_CategorySubtotal_TotalCost_BudgetYearOneBase_val,NonRecurring_CategorySubtotal_TotalCost_BudgetYearOne_val,NonRecurring_CategorySubtotal_TotalCost_BudgetYearTwo_val,NonRecurring_CategorySubtotal_TotalCost_BudgetYearThree_val,NonRecurring_CategorySubtotal_TotalCost_BudgetYearFour_val,NonRecurring_CategorySubtotal_TotalCost_BudgetYearFive_val,NonRecurring_CategorySubtotal_TotalCost_BudgetYearOneOCO_val,NonRecurring_CategorySubtotal_TotalCost_Continuing_val,Name_val,CategorySubtotal_TotalCost_PriorYear_val,CategorySubtotal_TotalCost_CurrentYear_val,CategorySubtotal_TotalCost_BudgetYearOneBase_val,CategorySubtotal_TotalCost_BudgetYearOne_val,CategorySubtotal_TotalCost_AllPriorYears_val,CategorySubtotal_TotalCost_BudgetYearTwo_val,CategorySubtotal_TotalCost_BudgetYearThree_val,CategorySubtotal_TotalCost_BudgetYearFour_val,CategorySubtotal_TotalCost_BudgetYearFive_val,CategorySubtotal_TotalCost_ToComplete_val,CategorySubtotal_TotalCost_Total_val,CategorySubtotal_TotalCost_BudgetYearOneOCO_val,CategorySubtotal_TotalCost_Continuing_val,@PARENTROWID,@PARENT
"","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","620fbb0b98027694dc11a2a28a5c7115996b0a7a5f383c743233ef3260cec03d","0-be2fc9115a095c06ba2044ae529054f64643ab396c7010750e26b1ef32f27516","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1-0c3125a21cb77913e9c3dfcb9a0171f28e30e588d916a40e834cdd9b544bbd66","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","620fbb0b98027694dc11a2a28a5c7115996b0a7a5f383c743233ef3260cec03d","0-de8b1b62db0741af44b6b809ec3bd2f83b775110e51354645b6f700707862e4a","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2-3a04bb97d44b6f9bf2725911132ecc1fd188ec47708ded90619530f18004dbdb","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","620fbb0b98027694dc11a2a28a5c7115996b0a7a5f383c743233ef3260cec03d","0-a60cc2ceb8c5c8646a154849cc3e7546a16786d74b53714742c0232edd1abd1d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3-cdaddd28b53499603dfa8a28d96eb06acba051a91fc218977293952f5e5f145f","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","3118060a71da4dc2ba2a62bb33e2c77a6456300a63a01e76c96c2a3930aa721d","0-7b9ed82590d22cc815ab1f2917d73c3306f9d694bf0eadbc542cdf949abef4e7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0-e637f3eaaf7025c047aa54029d2534430dc8537d1b19fdc241f75af0967761f6","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","64e1239dcbc4c7f9c867e4658b4d7712a50f6979db591eebd7e01e7898379fab","0-7f9f8c5c04ac89241701ce4f798ddb9a0a7c47de5f59d2461e7bacbee695292f","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0-af599a1f5606d91190b724f2890b8b303c6fee38915c4ac28f3f5322787c4c21","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","f74a213620ab90552a30cbef36535c4172d236291228cdf04c6102b83f001e28","0-621825eba8d85b830edef05f0cf9623ce615939f4df77fafc072ef3102dd00b7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0-c773dfac925d5e51f81781c7fa6377e039c08058b99677a0cccb85e483d57ba7","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","593818343681a663dc271cba846b3bcdb90ace1909beefa76491d4825b59a7ff","0-4a1e4b77094f1c737b7cd7f9c05c9b1d2c436c44b89279962da0df4c25580017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0-51f90c663644784ce527b3e1ef630fed646142e0249353c5072369a2e3769e71","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-JustificationBook_Air_Force_PB_2013.zzz_unzipped-JustificationBook_Air_Force_PB_2013.xml","593818343681a663dc271cba846b3bcdb90ace1909beefa76491d4825b59a7ff","0-956682b8eba9bd8fcf49aa2b61b2ec8e5651157187f13a43021caf8c767fab99","","","","","","","","","","","","","","","","","","","","","","","","","","","","1-8ff3bb26324844b773866aad702dafd5910a7448c2f17ab0bc0c0c2ca2f79341","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","a7c231a729ecd9dc4ae9936eb487cb3e928861489d641113a76c375e9894e723","0-a319c4068ac68b825cbbab6321e8f1eb928601d0d271c3a858b732a5c7ccd8d6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0-ec9de133f03aced7b746a0103b9a83440d47af99c13fa3dbab89a90877842272","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","6ed965294c5a47ffa9b26cc06cd3bf6766afe70d3b85611e8128472053c824c7","0-203eca5b758abff80c07bf235744a3a8f68e654e5d0773a6c2a47bb811c1326b","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0-2906d348388ccffa4d8a049617b7f7532633d628829ba66bac491441b7185fb6","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","4309cd2ddae7a4b4a431b5a176dd4058f19ee820b5213cbfd8c5e33a571cdc5e","0-516a0865ae5a93288ff2e7308e2f2e1f8901db2a91e17e48a4a5c32d9bfbb6c3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0-bb139391d713df0901af5e6cfecfeb6dd063e0d9c666483b7a48b24e3f24915d","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","601ae9dd8603462a448ce4d407a902973eb716363e80382a2192b3c80a95bac8","0-0fa464609b7536f587dbb19026c060a4d0574e4219f455630987e233dd8e6e1e","","","","","","","","","","","","","","","","","","","","","","","","","","","","0-6d983450dcb3cb342f1dea6abb48d150b04002884b639801753b56b6f03cd711","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","4a708611ae90cece96305cb29862dcc211788a3edbe9775f3dabda9af37389b9","0-7895ac733127acccb5fcbe06fd30f93935fa7bfea8e5e235b2716e1865bdf65d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0-9db90af9356daf86d815693a5d2e90db149114c526b3ca77dc92749c8f6afd6f","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","7707a6fd33d0b63a3d7f622b14a20d3286a81448cbd4dd9ac6697cc44e7cc753","0-404f660bbe2f9858d4b80cd10de25fecca8ad03db84e2b42d072bdd922d5cd70","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0-10037598da73e178425c90d45f46104ed2623afcb3f2fab51767eed408a4d663","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","49ea51a266d1f26fbb7e9540dcf13ac7edf6e0045e26abc78725de6f38f215f0","0-ce5f16f9461da984308882b71c4458fa9472d61050d88aa589bfe734ef9e8e56","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0-7a1a93732cc486aa0d8ed527836341582b605c70d93ae6af7ed5b2ca557d8332","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","a4379b665ff2ebdcd61c5cb704d9c12bacfbc3dcb830e69bba94189458114a54","0-2017632d10e5d3c7c02aa06ed783abfa1f8ff3bf6e37b9fb44316ef414e545fb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0-f102ffe1edcecead5dde0be5e00106ee5b8c97b43c66d92ee6833a64926e2e72","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","cdeb0f6276906ee550e4ba5f6688211574e1a9fcd13adf94e089e8ecd4d1a582","0-4afeb59246cb2c681306b02e7208b815a6667f2217c21e83a43342e16ec7eb03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0-beb491571073398be22088ee853b155f9d039266846e146dfce2a88b7ff29ce2","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","1a9075384ecf2407b8eddcdcb625b365ad3367e82b707f75f769b4483b21ec69","0-a6e8446fc0f53b1ac0861d8f15ed6e9e02531e5f753fa91731192031991690d8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0-66781cc3a10c04a38ecf3e596f17e06e7506700e6a5e891611a75826f454dd1a","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","1a9075384ecf2407b8eddcdcb625b365ad3367e82b707f75f769b4483b21ec69","0-0db916db931b1eea07e9174749e3fac5ef8e0652e8755a5ebc7538899c7b6cdb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1-5ebec010730b57e44e80a2d714f8b9a8820c8b6e1ed434af03209eeb7b1a7be4","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","1a9075384ecf2407b8eddcdcb625b365ad3367e82b707f75f769b4483b21ec69","0-01c06c74a3b3320088b338a439fafa08b923c8b46d76adeb16b3c6453e5607db","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2-49acf4c1b40f2d9a6ffb9e15993e8b1eb643dd9b0604cd830bdf7f0081b4a715","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","1a9075384ecf2407b8eddcdcb625b365ad3367e82b707f75f769b4483b21ec69","0-74092557b8f3fa09042be3a39047c17a8478c837f22c3e56169d8f1919717de3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3-07d49efe845966e5f06283c0226c7312d273aad229a42ec300de0de712298701","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","e4fb01dad1a13677d70ecbb13418550503d802ee4ea083556a7ca9ea9c5d75ac","0-5f67161d68cea5c0eed28febcccea56af066d838a449f94872125331cddfdad9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0-c249158a877544a29061157af6941ea09876f075a9b16982d61dc1b95e257cba","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","58962d80842bda0127e3151bcb7318ef2f18eb1e67465dcf47ae2e3d6dd035ce","0-7330342d80c042c6287e8c1e524c05876a2d3b735e10995ecc2b28e9f30a4377","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0-33e4ee8b1d92d55ced1338a402d4008c9ea949e59e44b223aa19fc5b59d2fef2","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","a332d60ddfe47582685831130a003fa42b7cf11c912ec1418a455fd491411c6f","0-4f22594fa4ca8c081697d0d1c1a10c7289a350179bebacab24317cb7be5fa792","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0-61e31f4fe53d9ab8c3cff82ad487f20802cbd9646ea703856671d02143a747be","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","8d28ccbefcd514490f0659783735adb5b3c00b485bcceb33d6ea2dcecd1b41e2","0-2b80d29e2eb4d4e4e38548a2e57429b37dccd70d0e2656c513447f7214513573","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0-ab44515e691e7e5fe4a0f61495610d8c7893fcf3c8e76a8e09b91725bdd6624a","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL2-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","8d28ccbefcd514490f0659783735adb5b3c00b485bcceb33d6ea2dcecd1b41e2","0-5cd4e4c448db837f0ccc70e72a4a60e19734c61d59200b7667db84b2c25d713a","","","","","","","","","","","","","","","","","","","","","","","","","","","","1-54e0e313ed2f550d71b4df2a117a251dd208bbf38f5af6344b1fd1c37f2bdb8b","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","bba3db72846be2ebfddbb58637da11fb07cc41e6359b906131b0cf6626c26b1e","0-91355337ebe27a26c337ec1f6b2e7d450b5880a74a5b4b1da952bdf292d5d123","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0-8a0fa6cfcaa99a244dea463dd12ed3702fad20c093d729f25119a3fed61a650f","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","5906ee38c49a3271a011106598c7548f147f702af36de1033b6c9d6b6baabe19","0-77ec690fceb52b3cf27a24b5c0e059166501954bc8a8e1ab9ec6ef7619a79389","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0-7ac8c19ee1dc317c4cad0cc8d75b1f5770af1793c95f11c8e0ac86741929ae9d","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","55f8f72da659529bef866415005c337e6687c96eac23447ee778c2ce6122d840","0-43fcf818b5decb52574b72ac335dbb59c2f161d9a8342f3ba54de4bb9cf0b9b8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0-31e88dc88fb6681b119a57b9541160e9d15cc94b0f3ec2f7b643b70867b1b18e","root.record.ItemExhibitList.P5Item"
"","","","","","","","","","","","","","2013-BASE_PROCUREMENT-2013-AIRFORCE_AIRCRAFT_VOL1-MasterJustificationBook_Air_Force_PB_2013.zzz_unzipped-MasterJustificationBook_Air_Force_PB_2013.xml","9dd66c90956de6fb6fc18d284df72a8cc1caab1358115d5f2865730d167b4a3b","0-d33f74c17f2a03d87e466c6741bb86aea2b2fa6b11d4cef7a00749bf84659d04","","","","","","","","","","","","","","","","","","","","","","","","","","","","0-f8eec83fa13a2da4d1603e36360d63311843cf04978ab6ce6a6afeb6b7d45759","root.record.ItemExhibitList.P5Item"
