FiscalYear_val,PCOLocation_val,AwardDate_val,FirstDeliveryDate_val,Quantity_val,UnitCost_val,SpecsAvailableNow_val,RFPIssueDate_val,ContractMethod_val,ContractType_val,@SOURCE_FILENAME,@RECORDID,@ROWID,RevisionsAvailableDate_val,FundingVehicle_val,@PARENTROWID,@PARENT
"2016","Dahlgren, VA","2016-02","2018-02","1.000","61.047","true","2015-02","SS","FP","2016-BASE_PROCUREMENT-2016-MDA-PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2016.zzz_unzipped-PROCUREMENT_JustificationBook_Missile_Defense_Agency_PB_2016.xml","8fe681ed2a7b4397677aa6bf70676f250b32ded3546a6adb5424a1cf3206bbc3","0-28ed33ce54dcc49e81b091182ade7a08380ce3c5ae0ddc6f5106d28d318e3466","","","5-f56cf699aa63b51bd1cf64be7c2582cdfed31f40b22de708502a4a9296069a9a","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.EOQ.APCostElement"
"2016","Dahlgren, VA","2016-02","2018-02","1.000","48.411","true","2015-10","SS","FP","2016-BASE_PROCUREMENT-2016-MDA-PROCUREMENT_MasterJustificationBook_Missile_Defense_Agency_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Missile_Defense_Agency_PB_2016.xml","b4f2202771c2bfc95fdafd93a11aada31a8b14c6b9c5880fd0d937560581322f","0-64b90ed89fdeab5f9f5260eeaf1a734fa9bf6f48235624ef9bf4cac2c560baf9","","","0-1f1f1b263a489a254765e750d3576792c283845ca99642c60101c0be0145336f","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.EOQ.APCostElement"
"2016","Dahlgren, VA","2016-02","2019-02","1.000","38.307","true","2015-10","SS","FP","2016-BASE_PROCUREMENT-2016-MDA-PROCUREMENT_MasterJustificationBook_Missile_Defense_Agency_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Missile_Defense_Agency_PB_2016.xml","b4f2202771c2bfc95fdafd93a11aada31a8b14c6b9c5880fd0d937560581322f","0-75718821345cf99eb3f00eef829c38e7c531f39f442f0dc88eca612e03148143","","","1-09037ae5f3aebdfeef200d831089d8f5e474db55b89ab18520346470a9ca982d","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.EOQ.APCostElement"
"2016","Dahlgren, VA","2016-02","2018-02","1.000","61.047","true","2015-02","SS","FP","2016-BASE_PROCUREMENT-2016-MDA-PROCUREMENT_MasterJustificationBook_Missile_Defense_Agency_PB_2016.zzz_unzipped-PROCUREMENT_MasterJustificationBook_Missile_Defense_Agency_PB_2016.xml","b4f2202771c2bfc95fdafd93a11aada31a8b14c6b9c5880fd0d937560581322f","0-ec9b62b2a4465d6944a18b81752da2e12ea7bc746161822dfc56bd6c0d64ac3e","","","5-d6f74df1953e8affd77c893da7b78f44a670dcd090a48fd409ade496b6f503a2","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.EOQ.APCostElement"
"2015","WPAFB, OH","2015-12","2016-12","14","0.000","true","2012-10","SS","FPIF","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","317e5965462e9d7678fc4f02896e5cee9bbda817cad2e5ad9c2290b851dba197","0-b8bfb593b9e8e1d846b25f8aa83fb936861b4e6dfdfa34c2af0b42b226aa6bac","","","0-c1391cc53ee64adc7b451beb17d66a4494afa63c64ca8b9b32fcfa3c363ca62f","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.EOQ.APCostElement"
"2016","WPAFB, OH","2016-03","2017-11","2","0.000","true","2012-10","SS","FPIF","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","317e5965462e9d7678fc4f02896e5cee9bbda817cad2e5ad9c2290b851dba197","1-f5062e3037561079ff123538ffc04f879bdc9b6d9021768c55437594e9b83a4f","","","0-c1391cc53ee64adc7b451beb17d66a4494afa63c64ca8b9b32fcfa3c363ca62f","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.EOQ.APCostElement"
"2017","WPAFB, OH","2016-12","2019-04","0","0.000","true","2012-10","SS","FPIF","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","317e5965462e9d7678fc4f02896e5cee9bbda817cad2e5ad9c2290b851dba197","2-7cad92a8380b35d6ff83e62a30a9a6b6cec91eec60d48acef1783443e899117b","","","0-c1391cc53ee64adc7b451beb17d66a4494afa63c64ca8b9b32fcfa3c363ca62f","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.EOQ.APCostElement"
"2015","WPAFB, OH","2015-12","2016-12","8","0.000","true","2012-10","SS","FPIF","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","dfceced65c92fa65682ab45ae434a30edc54231102355ccb2d0cccb8c70865c0","0-35559a0e8c75fedfeea383846a5e762dd646b53a1f271c1006143e1a2f390284","","","0-66040b01455d9e87a0e441d862d997842b9d5cb73c1483f9dd9b760638a025aa","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.EOQ.APCostElement"
"2016","WPAFB, OH","2016-03","2017-12","6","0.000","true","2012-10","SS","FPIF","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","dfceced65c92fa65682ab45ae434a30edc54231102355ccb2d0cccb8c70865c0","1-ac5df85cfbe898150a771f15fba4615f796d4ce20ac66edae692196442532442","","","0-66040b01455d9e87a0e441d862d997842b9d5cb73c1483f9dd9b760638a025aa","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.EOQ.APCostElement"
"2017","WPAFB, OH","2016-12","2019-01","0","0.000","true","2012-10","SS","FPIF","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","dfceced65c92fa65682ab45ae434a30edc54231102355ccb2d0cccb8c70865c0","2-ec5ec8e753dfc0cf3f279f32b840fd1a2b176d2d204386b2a5800946b6877edd","","","0-66040b01455d9e87a0e441d862d997842b9d5cb73c1483f9dd9b760638a025aa","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.EOQ.APCostElement"
"2015","WPAFB, OH","2015-12","2016-12","14","0.000","true","2012-10","SS","FPIF","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","1e24abaeefbb873f569d9b38ff04ead3b13c188ded0a995438fc26ef309c4d70","0-7da593a11ff65a3c1b340437e7caa2bb17a7cc8a890fd4d6c622c73e2777ba8f","","","0-09539798132e37464c91ef44b5482df2a88882a91e2cafc359439e7b6715bdcc","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.EOQ.APCostElement"
"2016","WPAFB, OH","2016-03","2017-11","2","0.000","true","2012-10","SS","FPIF","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","1e24abaeefbb873f569d9b38ff04ead3b13c188ded0a995438fc26ef309c4d70","1-06df93ba252bd0befe47797b28094e4f6d18af363cf9bb02429ac5a81607a7f0","","","0-09539798132e37464c91ef44b5482df2a88882a91e2cafc359439e7b6715bdcc","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.EOQ.APCostElement"
"2017","WPAFB, OH","2016-12","2019-04","0","0.000","true","2012-10","SS","FPIF","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","1e24abaeefbb873f569d9b38ff04ead3b13c188ded0a995438fc26ef309c4d70","2-6a2cf6ff61a874b7e911f486115f130ec58a146d12547a7b9e80bed6b2173732","","","0-09539798132e37464c91ef44b5482df2a88882a91e2cafc359439e7b6715bdcc","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.EOQ.APCostElement"
"2015","WPAFB, OH","2015-12","2016-12","8","0.000","true","2012-10","SS","FPIF","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","f8d8f61e907a74fdbcc61c2f963800089af997881e4e9977e7629b29e606e7f9","0-9bb5c7852709b1681bdd81b1b465faf4e58a736212bcf0ac24b49bda28b26f75","","","0-07f2d4b8f0dc7b04c1075cbcb54123e4c9148bf2859835f355963581756e8876","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.EOQ.APCostElement"
"2016","WPAFB, OH","2016-03","2017-12","6","0.000","true","2012-10","SS","FPIF","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","f8d8f61e907a74fdbcc61c2f963800089af997881e4e9977e7629b29e606e7f9","1-f65674d0574e8cb8957bf144a33d323846d253a5dac54ecdb16c7df5cd6a0418","","","0-07f2d4b8f0dc7b04c1075cbcb54123e4c9148bf2859835f355963581756e8876","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.EOQ.APCostElement"
"2017","WPAFB, OH","2016-12","2019-01","0","0.000","true","2012-10","SS","FPIF","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","f8d8f61e907a74fdbcc61c2f963800089af997881e4e9977e7629b29e606e7f9","2-2157eadf0f376f60a5a4d65a8c2786b1934e970f167b3fd3a035dd7c3dab65bc","","","0-07f2d4b8f0dc7b04c1075cbcb54123e4c9148bf2859835f355963581756e8876","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.EOQ.APCostElement"
"2015","WPAFB, OH","2015-12","2016-12","14","0.000","true","2012-10","SS","FPIF","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","e69e07728276534fdfa55b2844b939d33d50eb19a45e7ddc2b78cbe832e14bba","0-fd2c47180f00d8dfd42c6f35d704a96acf9a53971013640fd6776e62270e9953","","","0-aa6d0df9bf27eb871f2be5fe964b59a8133b0a2db3079b0149227e6d147bda42","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.EOQ.APCostElement"
"2016","WPAFB, OH","2016-03","2017-11","2","0.000","true","2012-10","SS","FPIF","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","e69e07728276534fdfa55b2844b939d33d50eb19a45e7ddc2b78cbe832e14bba","1-c238251a975553b95c601c5cd0e82be71e318b90591c8b6c5fde0747a91ba8d6","","","0-aa6d0df9bf27eb871f2be5fe964b59a8133b0a2db3079b0149227e6d147bda42","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.EOQ.APCostElement"
"2017","WPAFB, OH","2016-12","2019-04","0","0.000","true","2012-10","SS","FPIF","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","e69e07728276534fdfa55b2844b939d33d50eb19a45e7ddc2b78cbe832e14bba","2-371705a5f75c20493a741677db5b4977951a26de2856052400464b064419cd85","","","0-aa6d0df9bf27eb871f2be5fe964b59a8133b0a2db3079b0149227e6d147bda42","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.EOQ.APCostElement"
"2015","WPAFB, OH","2015-12","2016-12","8","0.000","true","2012-10","SS","FPIF","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","0dd91f4446d3575886727ff6a8249093ad91205b21e77ef7cfe082bffa942faf","0-e7b00ee897e462a3e2ce0982039e027f21d47e1a9f830b0c6d9cfcf535b69cce","","","0-db9a823c86a8e9a574d526db2ac2dc96a2820d38e2a956562289d34c08b798e5","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.EOQ.APCostElement"
"2016","WPAFB, OH","2016-03","2017-12","6","0.000","true","2012-10","SS","FPIF","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","0dd91f4446d3575886727ff6a8249093ad91205b21e77ef7cfe082bffa942faf","1-8eb4d61c031749c590ba145f002b851944d973741a6c6e31a3cc03046f1816e6","","","0-db9a823c86a8e9a574d526db2ac2dc96a2820d38e2a956562289d34c08b798e5","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.EOQ.APCostElement"
"2017","WPAFB, OH","2016-12","2019-01","0","0.000","true","2012-10","SS","FPIF","2017-BASE_PROCUREMENT-2017-AIRFORCE_AIRCRAFT_VOL2-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","0dd91f4446d3575886727ff6a8249093ad91205b21e77ef7cfe082bffa942faf","2-a41c662825546c3c4adc3970eeb7caf507fe184045f6670df8b9d527e04298f5","","","0-db9a823c86a8e9a574d526db2ac2dc96a2820d38e2a956562289d34c08b798e5","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.EOQ.APCostElement"
"2018","TBD","2018-01","2018-01","0","0.000","true","","","","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.xml","3013d2c99ef7883e19c7b93224fdff50f8c7263434425601604d25632bc020a5","0-b5f32cfe7c92c7fc1668ba135b71f9780890751fac943ef406edbd608cc542d6","2017-12","TBD","0-e892796e741cdaa73de28b95ac40a1ed348e6b35ada009243c0b7f8fab3cb008","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.EOQ.APCostElement"
"2016","WPAFB, OH","2016-03","2018-10","3","0.000","true","2012-10","SS","FPIF","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.xml","1064caa6aad62d617f267eeab8b71ff24316efc723669cb41e40e5531ed97467","0-c724d388f0e369fcc449e174c7f3c46abb90e76c41679f33b3164773da2a4da9","","","0-75c275325fe983ffc9cfd017f0aa7b1295a575033f6aff63330201a19ea73470","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.EOQ.APCostElement"
"2017","WPAFB, OH","2016-12","2019-07","2","0.000","true","2012-10","SS","FPIF","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.xml","1064caa6aad62d617f267eeab8b71ff24316efc723669cb41e40e5531ed97467","1-e7dbc2934c64d3f44b74a55854c32204aaae2283922edbcb3b524da5b3dbcd84","","","0-75c275325fe983ffc9cfd017f0aa7b1295a575033f6aff63330201a19ea73470","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.EOQ.APCostElement"
"2018","WPAFB, OH","2017-12","2020-12","0","0.000","true","2016-03","SS","FPIF","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.xml","1064caa6aad62d617f267eeab8b71ff24316efc723669cb41e40e5531ed97467","2-36db0132aacb4fadce8863129b3558d8de5b6e104c47b0b8446d4836b7cbe188","","","0-75c275325fe983ffc9cfd017f0aa7b1295a575033f6aff63330201a19ea73470","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.EOQ.APCostElement"
"2016","WPAFB, OH","2016-03","2017-11","10","0.000","true","2012-10","SS","FPIF","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.xml","5282f14dc345aeb069c9862d0a8e6f568c12f7a22a00e4757ffea9e6ec73b23d","0-f51b6bfc2f42e776829c35c24985f052cde51b4ddce55b2588b6213a7662eb4b","","","0-c4faf5377c8479a3a2484748236becc7df37aa19773465658703044fd072de74","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.EOQ.APCostElement"
"2017","WPAFB, OH","2016-12","2019-04","5","0.000","true","2012-10","SS","FPIF","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.xml","5282f14dc345aeb069c9862d0a8e6f568c12f7a22a00e4757ffea9e6ec73b23d","1-23aa18b380638a76d5499a0bb65bd8bd5e0b0c690472aa5bfae8e1be356dcec5","","","0-c4faf5377c8479a3a2484748236becc7df37aa19773465658703044fd072de74","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.EOQ.APCostElement"
"2018","WPAFB, OH","2017-12","2019-09","0","0.000","true","2012-10","SS","FPIF","2018-BASE_PROCUREMENT-2018-AIRFORCE_AIRCRAFT_VOL1-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.xml","5282f14dc345aeb069c9862d0a8e6f568c12f7a22a00e4757ffea9e6ec73b23d","2-9442a46bde3bde6fab907e995a6252e8371c765cdabdc6635c8a48eaa620491d","","","0-c4faf5377c8479a3a2484748236becc7df37aa19773465658703044fd072de74","root.record.ItemExhibitList.P5Item.P10AdvanceProcurement.APCostElementCategoryList.EOQ.APCostElement"
