BudgetActivityNumber_val,BudgetActivityTitle_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"4","Spares and Repair Parts","2017-BASE_PROCUREMENT-2017-AIRFORCE_MISSILE-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2017.xml","a6d64777e5b62a4130dcd8889ec44ec310bac87933d1ec558ee81e84728fae06","0-9c60fb061ed13ef1e639dad691557f76370db3443f41a9829af6513536549589","4049-d84d1b636b15bb310c7715aa13f6306cc44fa711d68ea9673a4260cb07c3d4cf","root"
"4","Spares and Repair Parts","2017-BASE_PROCUREMENT-2017-AIRFORCE_MISSILE-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2017.xml","e19fba4fe460b23dda38633f447049ab5087c90b82af6fcbc629a2a2474061db","0-cbdaef6749cb1ff5f3a90e5827896f7d03d4d937f19ef8f1844553934948f61a","4074-5e8b65c9c6ec58d6c92c94ba77965f0b6cad3534dc48edba6a19f6ce3958f2dc","root"
"7","Aircraft Support Equip & Facilities","2017-BASE_PROCUREMENT-2017-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2017.xml","4a1bd5adbc86be704b3da9e1d3f3b383b821782b292244744d33ccc5eb0674a1","0-5c0d83aacfaed97617124497c4f81e301d6685cb24750606b8ab6bd179ca0e45","4752-1fe3893d70ad3a841bf4407976f9a165412f183ff033f792a3066045a6ad148a","root"
"4","Spares and Repair Parts","2018-BASE_PROCUREMENT-2018-AIRFORCE_MISSILE-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2018.xml","1bf8ad0e85e14f75a0205d07c62e763cf6746101e298576d8e29aa874478e8f3","0-b0f6989145aadfa96e2cc6a6fa2ca22ee8645815d7ec2fe6f57a38d60237669c","5065-3b2812fb6483c8506441595d9bff43b428f7893ac6c90bf01229cea8d21edd39","root"
"4","Spares and Repair Parts","2018-BASE_PROCUREMENT-2018-AIRFORCE_MISSILE-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2018.xml","a35996a8dc82bf9e2eb348b17e5f2065590bf8485e344ce8a31a2fc103c01b35","0-b77bb2173666e7397bf2f4018dd5712fd24513973afe84bb282ab397e69ad5f8","5081-68b123a674bf4a7e8ef10d75f95ace65c5e4e429930b390cd5f696755de2adfa","root"
"7","Aircraft Support Equip & Facilities","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA6-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","b2d2573feda66e12617c651a66127a01769f005c24ac046e6416b761ed60e961","0-004ee4639b0a87bdf0cf768c417507d4d9043ca937266f90f70d909620547b6b","5797-10aa07f322fd644c678ead277201c9dc1912c136520f33adcefabba0b0fc182f","root"
"7","Aircraft Support Equip & Facilities","2018-BASE_PROCUREMENT-2018-NAVY_AIRCRAFT_BA67-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","125d0ac289da7105e95f27479c407a36de9a3c01b1233198e205f34741e1d332","0-9389ab38bcef713f3e5feb90496c6b04da99148b5acaecc6e09ad9a191313f67","5886-06e63b04ca788cc14d37fcc83dc99ddf4cebbf9a7120e687ebcf46322803fd4d","root"
"1","Ships Support Equipment","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","0-584d4037a16afaee7b2241cd571bdcf8cca7617496a10289503cfd77c9659396","5981-1d0e0ceebaafe3aab19fb3b29dc532c00c7f198e26de3001a3ce3965063bf35a","root"
"2","Communications & Electronics Equip","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","1-d015d709b3a2aac26f96671effd09ed91b143e23968b533adfa8a09a9a2c58de","5981-1d0e0ceebaafe3aab19fb3b29dc532c00c7f198e26de3001a3ce3965063bf35a","root"
"3","Aviation Support Equipment","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","2-3ed6e79f291c4df3a75af4e3c5737970a0fd6f48609a841d8d4e169f03de8a9d","5981-1d0e0ceebaafe3aab19fb3b29dc532c00c7f198e26de3001a3ce3965063bf35a","root"
"4","Ordnance Support Equipment","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","3-ba2494e3b995e4c0148416dd2f8095f97ae7c2e39c2e77f6c15abbd13a5e1eb8","5981-1d0e0ceebaafe3aab19fb3b29dc532c00c7f198e26de3001a3ce3965063bf35a","root"
"8","Spares and Repair Parts","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA5-8-U_PROCUREMENT_JustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_JustificationBook_Navy_PB_2018.xml","27ec801d96f1473adbbff9c4550abf0a33deafa4c861c13af161a51f14c66d1f","4-9f19e2f3361b63ad097c56f18db5e02bbf1fd40a78037ad22efc4e14d4dc7022","5981-1d0e0ceebaafe3aab19fb3b29dc532c00c7f198e26de3001a3ce3965063bf35a","root"
"1","Ships Support Equipment","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","43624126dbd4055c26d102021e36fc5a20df2445f571fb50072a3973ef1aab1b","0-2f5dcdbd007244397a3b874b8e63b559ba29a92060de2b907623c1fe457553f3","6251-f4106a75f5194efe969db4438d25c1cec4597b1e0056120e5c031503d566876e","root"
"2","Communications & Electronics Equip","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","43624126dbd4055c26d102021e36fc5a20df2445f571fb50072a3973ef1aab1b","1-fc9dc64d3630623a6d25e14aa9ef66f607a2175b34c69bc8e90525238a8a331f","6251-f4106a75f5194efe969db4438d25c1cec4597b1e0056120e5c031503d566876e","root"
"3","Aviation Support Equipment","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","43624126dbd4055c26d102021e36fc5a20df2445f571fb50072a3973ef1aab1b","2-1e6fa4d244bbb81b4bee1b08349399fe37179b1096e7cc5c45adfe6c439cfb20","6251-f4106a75f5194efe969db4438d25c1cec4597b1e0056120e5c031503d566876e","root"
"4","Ordnance Support Equipment","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","43624126dbd4055c26d102021e36fc5a20df2445f571fb50072a3973ef1aab1b","3-54bf5ae9ef1fdcb0b4bdda559f3b7a4b01d9d98467ced78a50abe1de127f3853","6251-f4106a75f5194efe969db4438d25c1cec4597b1e0056120e5c031503d566876e","root"
"8","Spares and Repair Parts","2018-BASE_PROCUREMENT-2018-NAVY_OTHER_BA4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2018.xml","43624126dbd4055c26d102021e36fc5a20df2445f571fb50072a3973ef1aab1b","4-0d028002aad00564f79d2fcbaa80984d8371b79f1124ea3eac605b3a479e2846","6251-f4106a75f5194efe969db4438d25c1cec4597b1e0056120e5c031503d566876e","root"
"4","Spares and Repair Parts","2019-BASE_PROCUREMENT-2019-AIRFORCE_MISSILE-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2019.xml","6536b9acdf910f39a3920842a47f5ccb2a5bd7aae8b038288c78c5460090826e","0-7ba1c234f80e03a6815a34598cd72fd41dd4ce1a28056bacce0a2cd87caba71d","6576-fb7ca4a435e7df9630a291e297ef6fadbe81eed92aefe25e133456050e26c1d1","root"
"4","Spares and Repair Parts","2019-BASE_PROCUREMENT-2019-AIRFORCE_MISSILE-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2019.xml","e37d18328fcae31f8255c53a538c5d44c3cde6b21f89dd962297599e4f02dad5","0-d6cd71d1f481dedc527998916cad8632c5bec0be1f3d77f120a70faea6e86bf1","6592-1a1cdb040c9010e3f13d280d831774fc3a3f8ad3ac5d7f7badf446aa651a33a5","root"
"7","Aircraft Support Equip & Facilities","2019-BASE_PROCUREMENT-2019-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2019.xml","8cd5a108e4501e79e1dd0c130685365d393e275837cfcdee187e66ba22870d66","0-8a6d54fcc8d52d13a10e4c001782050ffd2886ece38e0038d62a286e58313513","7279-832be621e6aebdd1277b0ec74eeb6d61219ad2cc7ff61093497392e83c1723a2","root"
"4","Spares and Repair Parts","2020-BASE_PROCUREMENT-2020-AIRFORCE_MISSILE-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_JustificationBook_Air_Force_PB_2020.xml","1f5725b0a45fcf8123be93bebfdd7ec83fd133e1534fa59696f16e8c69aa2aca","0-d92fdb8308934ea58111fb03c14b6d1ec2e122a4f09a1d7b2aa177e6776f592d","7591-606dd88dcc389d1e4fbbfc42154387019b40d580ef3e824b1632a91e5548f385","root"
"4","Spares and Repair Parts","2020-BASE_PROCUREMENT-2020-AIRFORCE_MISSILE-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Air_Force_PB_2020.xml","b5dc524d51ea02572c673318bbe4712513407363eb046a219dfbdddc088e97f9","0-b3f628a62f8319acfc21f4a0030e7d1c725423c4e6021f09ffb817a8d8c8b669","7609-526eec1115d84aff7c43dd5687058e7d0eb90991a66931de67fd4cff28e79405","root"
"7","Aircraft Support Equip & Facilities","2020-BASE_PROCUREMENT-2020-NAVY_AIRCRAFT_BA1-4-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.zzz_unzipped-U_PROCUREMENT_MasterJustificationBook_Navy_PB_2020.xml","bf56329742f9ce0ee39245fac7e3def59aa32ac4cccb9158065119d480fc799c","0-7b40ac4c1870663fd7b4cda0cf09478a1ad5cd6fd168c0083097528dbd8695cc","8278-c7884ba484bf73f36c10a6e179895c1fc66a026b87d3a333b68d45e2aea65c50","root"
